,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2000-09-04,0.0,0.0,0.0
1,2000-09-20,2.58,-2.75,0.17
2,2001-02-11,-1.46,1.55,-0.09
3,2001-04-16,1.63,-1.92,0.29
4,2001-11-26,-1.24,2.46,-1.22
5,2003-10-07,2.96,-2.63,-0.33
6,2013-10-02,-4.31,2.44,1.87
7,2014-08-18,-1.47,1.46,0.02
8,2014-09-19,0.45,-0.61,0.16
9,2015-08-21,0.77,-0.62,-0.15
10,2016-03-16,-0.57,0.77,-0.2
11,2016-09-08,1.1,-0.92,-0.18
12,2018-01-01,0.72,-0.59,-0.13
13,2018-12-23,1.09,-0.94,-0.16
14,2019-03-03,0.62,-1.34,0.72
15,2019-09-14,0.11,0.09,-0.19
16,2019-09-17,-2.15,2.31,-0.17
17,2019-11-03,1.19,-1.82,0.63
18,2020-06-15,-2.44,3.23,-0.79
19,2020-08-02,14.13,-13.8,-0.33
20,2020-10-08,-10.91,10.18,0.73
21,2020-11-07,-0.73,0.32,0.4
22,2020-11-12,0.12,0.13,-0.25
23,2020-12-27,-2.1,1.95,0.16
24,2021-01-11,2.28,-2.03,-0.25
25,2021-02-20,-1.47,1.39,0.08
26,2021-03-12,0.98,-0.97,-0.02
27,2021-10-28,0.4,-0.39,-0.01
28,2021-11-27,-0.22,-0.19,0.41
29,2022-02-15,-0.4,0.84,-0.44
30,2022-03-01,-0.78,1.01,-0.23
31,2022-03-17,0.24,-0.36,0.12
32,2022-04-10,-1.4,1.06,0.34
33,2022-05-04,0.98,-0.64,-0.34
34,2022-08-16,19.19,-18.91,-0.28
35,2022-09-09,-19.47,19.4,0.07
36,2022-12-06,-0.25,0.29,-0.04
37,2022-12-27,2.18,-2.4,0.22
38,2023-01-01,-0.15,-0.02,0.17
39,2023-02-10,0.37,-0.37,-0.0
40,2023-02-24,-2.17,2.28,-0.11
41,2023-06-24,3.3,-3.01,-0.29
42,2023-08-03,-1.21,2.5,-1.29
43,2023-12-27,0.26,-1.88,1.62
44,2024-03-01,-1.12,1.04,0.08
45,2024-12-16,1.36,-1.37,0.02
46,2025-01-15,-1.01,0.67,0.34
47,2025-01-28,-1.19,1.93,-0.73
48,2025-02-14,4.42,-4.64,0.22
