Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-09-04,-0.16,-3.18,-0.3,-6.0,0.52,-3.4,26.0,100.12,7.68
,LE07,1999-12-25,-0.26,-5.14,-5.0,-100.0,-0.88,-6.52,27.72,101.52,4.56
,LE07,2000-01-26,-0.9,-18.04,-5.0,-100.0,-9.24,-6.88,19.72,109.88,4.2
,LE07,2000-03-30,0.02,0.4,-5.0,-100.0,0.72,-6.52,29.32,99.92,4.56
,LE07,2000-09-06,-0.55,-11.02,-0.3,-6.0,-5.96,-3.52,19.64,106.6,7.56
,LE07,2000-10-08,0.06,1.22,-5.0,-100.0,-0.64,-6.72,28.16,101.28,4.36
,LE07,2000-11-09,-0.37,-7.42,-5.0,-100.0,-2.04,-6.52,26.56,102.68,4.56
,LE07,2001-03-17,-0.46,-9.22,0.18,3.5,-2.08,-1.96,21.96,102.72,9.12
,LE07,2001-08-24,-0.75,-14.94,-0.3,-6.0,-6.92,-4.04,19.2,107.56,7.04
,LE07,2001-09-25,-0.44,-8.74,-5.0,-100.0,-3.44,-6.76,25.4,104.08,4.32
,LE07,2002-02-16,-0.6,-12.0,-5.0,-100.0,-3.2,-6.52,25.4,103.84,4.56
,LE07,2002-10-30,-0.71,-14.28,-5.0,-100.0,-6.84,-6.44,21.68,107.48,4.64
,LE07,2003-05-10,-0.64,-12.82,-0.28,-5.5,-5.12,-3.76,20.72,105.76,7.32
,LT05,2004-04-02,0.22,4.48,-0.3,-6.0,3.16,-3.56,28.8,97.48,7.52
,LT05,2004-05-04,0.47,9.38,-0.25,-5.0,4.88,-3.92,30.88,95.76,7.16
,LT05,2004-06-21,0.49,9.72,-4.77,-95.38,13.16,-7.08,42.32,87.48,4.0
,LT05,2004-09-25,0.09,1.72,-0.28,-5.5,0.08,-4.88,27.04,100.56,6.2
,LT05,2005-03-04,-0.26,-5.3,0.1,2.0,-2.28,-1.84,21.64,102.92,9.24
,LT05,2005-04-05,0.03,0.58,0.18,3.5,1.6,-1.96,25.64,99.04,9.12
,LT05,2005-04-21,0.89,17.72,0.12,2.5,11.36,-2.32,35.76,89.28,8.76
,LT05,2005-09-28,0.45,9.06,0.05,1.0,6.48,-2.12,30.68,94.16,8.96
,LT05,2005-10-30,-0.02,-0.4,0.2,4.0,-3.88,-1.96,20.16,104.52,9.12
,LT05,2008-02-25,-0.54,-10.7,-5.0,-100.0,-4.44,-6.44,24.08,105.08,4.64
,LT05,2011-09-13,0.06,1.22,-5.0,-100.0,2.28,-6.76,31.12,98.36,4.32
,LC08,2014-01-24,-0.4,-7.92,0.15,3.0,-3.92,-1.68,19.84,104.56,9.4
,LC08,2014-09-05,0.4,7.92,0.08,1.5,3.56,-2.0,27.64,97.08,9.08
,LC08,2014-10-23,0.1,2.04,0.1,2.0,2.08,-1.8,25.96,98.56,9.28
,LC08,2015-04-01,0.36,7.1,0.35,7.0,3.2,-1.04,26.32,97.4,10.04
,LC08,2015-05-19,0.01,0.24,0.42,8.5,0.48,-1.08,23.64,100.16,10.0
,LC08,2016-03-18,0.16,3.18,0.3,6.0,2.4,-1.4,25.88,98.24,9.68
,LC08,2016-04-19,0.44,8.9,0.25,5.0,4.72,-2.4,29.2,95.92,8.68
,LC08,2016-10-12,0.84,16.9,0.15,3.0,9.48,-2.8,34.36,91.16,8.28
,LC08,2017-08-28,-0.13,-2.54,-0.25,-5.0,-1.0,-3.36,24.44,101.56,7.72
,LC08,2018-08-31,0.29,5.8,-0.25,-5.0,2.92,-3.0,28.0,97.72,8.08
