,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,1999-08-26,0.0,0.0,0.0
1,1999-12-07,-0.96,1.14,-0.18
2,2000-03-21,3.57,-0.85,-2.72
3,2000-04-13,1.22,-1.47,0.25
4,2000-09-20,1.03,-0.61,-0.42
5,2000-11-07,-2.08,2.23,-0.14
6,2001-01-26,-2.32,-0.48,2.8
7,2001-03-08,-2.13,1.17,0.96
8,2001-03-31,4.96,-5.04,0.08
9,2001-11-03,3.56,3.56,-7.12
10,2001-12-21,0.84,-4.16,3.31
11,2002-02-07,4.59,3.48,-8.07
12,2002-02-14,-5.95,0.21,5.74
13,2002-02-23,0.25,0.51,-0.76
14,2002-03-11,-2.57,-0.1,2.67
15,2002-05-14,8.01,-0.67,-7.34
16,2002-11-29,-4.31,0.41,3.9
17,2003-01-25,0.73,-3.3,2.57
18,2003-08-29,-8.35,3.01,5.34
19,2003-09-30,6.13,-1.21,-4.92
20,2004-01-20,-5.57,2.55,3.02
21,2004-04-25,9.0,-3.18,-5.82
22,2004-12-12,-5.05,3.32,1.73
23,2005-03-02,-0.11,-3.01,3.12
24,2005-03-11,-3.5,3.08,0.42
25,2005-04-12,10.52,-3.6,-6.92
26,2005-05-14,0.66,-0.85,0.19
27,2005-09-10,-0.19,0.88,-0.7
28,2005-09-19,-4.51,3.44,1.06
29,2005-11-06,1.61,-3.74,2.13
30,2006-01-25,-6.64,3.96,2.68
31,2006-10-24,3.56,-1.05,-2.51
32,2006-10-31,3.14,-2.62,-0.52
33,2007-02-04,-5.11,0.88,4.23
34,2008-12-23,-2.93,2.77,0.16
35,2009-01-24,-0.45,-0.02,0.47
36,2009-12-03,1.68,-0.74,-0.94
37,2010-01-27,-3.2,0.42,2.78
38,2010-02-05,9.14,-4.3,-4.84
39,2011-01-07,-6.18,2.31,3.88
40,2011-01-23,0.86,-1.6,0.74
41,2011-02-08,-1.75,-0.0,1.76
42,2011-03-19,-4.0,4.36,-0.37
43,2013-09-16,1.35,-2.13,0.78
44,2013-10-11,2.38,-2.81,0.43
45,2013-10-18,-3.76,4.06,-0.3
46,2013-12-21,3.28,-3.51,0.23
47,2014-02-23,0.16,-0.3,0.14
48,2014-09-03,2.48,-0.25,-2.23
49,2014-09-19,-4.36,3.29,1.07
50,2014-10-14,3.75,-3.36,-0.39
51,2014-11-06,-4.68,3.23,1.45
52,2014-12-01,3.29,-3.22,-0.07
53,2015-02-26,-0.43,0.14,0.29
54,2015-03-14,0.31,-0.07,-0.24
55,2015-07-29,-3.61,3.61,-0.01
56,2015-08-14,0.25,0.25,-0.5
57,2016-02-13,4.36,-4.91,0.55
58,2016-02-29,0.61,0.78,-1.39
59,2016-03-16,-0.4,0.05,0.36
60,2016-04-17,-3.42,2.01,1.42
61,2016-07-15,-0.54,0.77,-0.23
62,2016-09-01,0.53,1.06,-1.59
63,2016-09-08,3.25,-4.41,1.16
64,2016-09-17,-4.94,4.77,0.16
65,2017-02-15,4.45,-4.86,0.41
66,2017-12-25,1.51,0.73,-2.25
67,2018-02-02,-4.13,1.97,2.16
68,2018-03-06,2.55,-2.74,0.19
69,2018-08-29,-0.8,0.79,0.01
70,2018-11-26,0.35,-0.56,0.21
71,2018-12-23,-3.67,4.28,-0.61
72,2019-01-04,-0.54,0.23,0.31
73,2019-01-07,2.27,-0.57,-1.7
74,2019-01-14,2.5,-4.37,1.87
75,2019-02-01,-0.41,2.76,-2.36
76,2019-02-28,0.28,-2.72,2.44
77,2019-03-23,-0.19,0.94,-0.75
78,2019-03-28,0.24,-0.98,0.74
79,2019-04-02,-4.2,4.3,-0.1
80,2019-04-07,3.73,-4.02,0.29
81,2019-04-14,0.03,-0.04,0.01
82,2019-04-22,-0.57,0.84,-0.27
83,2019-05-05,-2.06,1.74,0.32
84,2019-08-25,5.02,-2.27,-2.75
85,2019-09-09,-4.64,2.34,2.3
86,2019-10-14,0.24,-0.27,0.03
87,2019-12-08,-1.46,1.15,0.31
88,2019-12-22,-1.88,2.08,-0.2
89,2020-01-12,2.54,-0.8,-1.73
90,2020-01-17,4.86,-4.86,0.0
91,2020-01-29,-2.86,1.09,1.77
92,2020-02-13,1.09,-1.11,0.02
93,2020-03-27,-1.86,1.94,-0.08
94,2020-04-01,1.79,-1.74,-0.05
95,2020-07-26,-0.6,0.35,0.25
96,2020-08-14,0.31,-0.16,-0.15
97,2020-10-21,-0.29,0.12,0.17
98,2020-10-23,1.0,-0.65,-0.35
99,2020-11-09,-1.41,1.31,0.1
100,2020-12-02,-2.48,2.59,-0.1
101,2020-12-09,2.51,-2.86,0.35
102,2020-12-27,-2.66,2.87,-0.21
103,2020-12-29,0.71,-0.77,0.06
104,2021-01-03,2.87,-2.79,-0.08
105,2021-01-28,-5.26,5.14,0.11
106,2021-02-12,4.24,-4.22,-0.02
107,2021-02-15,0.14,-0.02,-0.12
108,2021-02-17,1.19,-1.26,0.08
109,2021-09-15,1.19,1.01,-2.2
110,2021-10-13,0.61,-0.68,0.07
111,2021-10-20,-2.31,2.31,0.0
112,2021-11-02,-2.4,2.42,-0.02
113,2021-11-04,-0.21,0.41,-0.2
114,2021-11-17,0.09,-0.23,0.15
115,2021-11-21,0.45,-0.84,0.39
116,2021-11-22,2.08,-1.7,-0.38
117,2021-12-12,2.05,-1.77,-0.28
118,2021-12-22,-2.81,2.72,0.1
119,2022-01-06,3.08,-3.13,0.06
120,2022-01-13,-0.83,0.88,-0.04
121,2022-01-21,5.18,-0.18,-5.01
122,2022-01-26,-3.02,-0.94,3.96
123,2022-01-28,-1.68,0.7,0.98
124,2022-03-04,-0.72,0.49,0.24
125,2022-03-09,1.02,-1.07,0.06
126,2022-03-17,-3.61,3.57,0.04
127,2022-03-25,2.97,-3.06,0.1
128,2022-04-02,-1.43,0.62,0.81
129,2022-04-06,1.8,-0.82,-0.98
130,2022-04-08,0.8,-0.7,-0.1
131,2022-04-27,-3.19,2.21,0.98
132,2022-08-25,-2.52,2.67,-0.15
133,2022-09-09,1.04,-1.77,0.73
134,2022-09-10,2.62,-1.4,-1.22
135,2022-10-20,0.06,0.05,-0.11
136,2022-11-04,-4.1,2.26,1.84
137,2022-11-05,-0.24,0.13,0.11
138,2022-12-06,0.83,-0.76,-0.07
139,2022-12-31,1.82,-2.0,0.18
140,2023-01-01,2.01,-0.28,-1.73
141,2023-01-08,-1.45,1.25,0.2
