,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2001-03-08,0.0,0.0,0.0
1,2002-04-12,-0.68,0.49,0.19
2,2002-05-14,-0.81,0.74,0.07
3,2002-11-22,0.57,0.14,-0.71
4,2004-11-19,4.85,-1.71,-3.15
5,2013-07-23,-3.49,-0.68,4.16
6,2013-12-30,-1.37,1.46,-0.09
7,2014-08-27,1.28,-1.13,-0.15
8,2015-03-07,-1.16,0.83,0.33
9,2015-06-11,-2.14,2.2,-0.07
10,2015-06-27,0.33,-0.17,-0.16
11,2015-10-17,1.33,-1.2,-0.14
12,2016-05-12,-1.61,1.08,0.53
13,2016-07-31,2.08,-1.63,-0.45
14,2016-08-16,0.47,-0.43,-0.04
15,2017-02-08,0.02,-0.35,0.33
16,2017-02-24,-0.01,0.0,0.01
17,2017-07-02,-2.25,2.48,-0.23
18,2018-03-31,2.74,-2.86,0.12
19,2018-04-16,-0.77,0.69,0.08
20,2018-05-18,-0.46,0.46,-0.01
21,2018-07-21,-1.56,1.71,-0.15
22,2018-09-07,2.07,-1.83,-0.24
23,2018-11-10,0.72,-0.62,-0.11
24,2018-12-23,0.73,-0.85,0.12
25,2019-02-21,-0.69,0.21,0.48
26,2019-02-28,-2.89,2.81,0.08
27,2019-03-03,1.73,-1.68,-0.05
28,2019-03-10,0.49,-0.51,0.02
29,2019-03-28,-1.72,1.68,0.05
30,2019-04-02,1.42,-1.4,-0.01
31,2019-04-07,0.86,-0.81,-0.05
32,2019-04-12,-2.58,2.42,0.17
33,2019-04-22,2.71,-2.6,-0.11
34,2019-06-22,-1.7,1.77,-0.07
35,2019-08-27,-0.74,0.91,-0.17
36,2019-08-30,2.56,-2.48,-0.08
37,2019-09-14,-0.41,0.43,-0.02
38,2019-09-16,-0.59,0.62,-0.03
39,2019-11-13,39.63,-38.31,-1.32
40,2019-12-25,-38.47,37.71,0.76
41,2020-01-27,-0.29,0.16,0.14
42,2020-02-23,1.2,-1.15,-0.05
43,2020-03-04,-4.04,3.29,0.75
44,2020-04-23,2.75,-2.63,-0.12
45,2020-05-28,24.08,-24.17,0.09
46,2020-07-10,-26.39,26.53,-0.13
47,2020-08-27,-0.54,0.53,0.02
48,2020-09-15,1.5,-1.35,-0.15
49,2020-10-08,-0.5,0.44,0.06
50,2020-10-14,0.76,-0.84,0.08
51,2020-11-12,-0.53,0.45,0.08
52,2020-12-09,-1.23,1.09,0.14
53,2021-01-08,0.22,-0.06,-0.16
54,2021-02-05,0.03,0.05,-0.08
55,2021-02-17,1.82,-1.86,0.04
56,2021-02-20,-0.88,0.82,0.05
57,2021-03-12,2.17,-2.25,0.07
58,2021-04-16,-1.37,1.28,0.09
59,2021-06-27,2.71,-2.4,-0.31
60,2021-07-07,-3.04,3.08,-0.04
61,2021-08-19,-1.27,1.25,0.02
62,2021-08-24,15.95,-15.86,-0.08
63,2021-08-30,-16.22,16.1,0.11
64,2021-09-23,2.22,-2.12,-0.1
65,2021-09-30,-1.75,1.7,0.06
66,2021-11-04,3.7,-3.25,-0.45
67,2021-11-18,-1.71,1.21,0.5
68,2021-11-29,-1.97,1.93,0.05
69,2021-12-20,2.69,-1.6,-1.08
70,2022-01-13,-1.39,0.31,1.08
71,2022-08-25,0.42,-0.28,-0.14
72,2022-09-10,1.8,-1.2,-0.6
73,2022-10-08,-1.53,1.02,0.51
74,2022-12-24,4.14,-4.39,0.25
75,2023-01-08,-3.5,3.39,0.1
76,2023-01-18,-2.2,2.6,-0.4
77,2023-01-28,-0.75,0.18,0.57
78,2023-02-10,1.93,-1.83,-0.1
79,2023-02-12,-1.42,1.24,0.18
80,2023-02-17,0.19,-0.08,-0.11
81,2023-02-25,0.14,-0.1,-0.04
82,2023-02-27,-1.1,0.96,0.14
83,2023-03-17,0.03,0.15,-0.18
84,2023-04-14,0.38,-0.27,-0.11
85,2023-04-21,3.17,-3.06,-0.11
86,2023-06-01,-3.05,2.98,0.07
87,2023-06-30,-0.54,0.62,-0.08
88,2023-07-03,2.13,-2.05,-0.08
89,2023-07-11,5.62,-5.72,0.1
90,2023-08-12,-6.36,6.36,-0.0
91,2023-09-18,1.26,-1.2,-0.06
92,2023-09-20,-1.06,1.07,-0.01
93,2023-09-25,-1.12,1.06,0.06
94,2023-09-28,18.36,-18.32,-0.04
95,2023-09-29,-16.13,16.09,0.03
96,2023-11-02,-1.61,1.62,-0.01
97,2024-01-06,22.45,-22.67,0.21
98,2024-01-28,-21.29,21.29,-0.0
99,2024-02-07,-0.72,0.71,0.01
100,2024-02-17,-0.66,0.54,0.12
101,2024-02-22,1.81,-1.79,-0.02
102,2024-03-01,-1.36,1.35,0.0
103,2024-03-06,-1.06,0.99,0.08
104,2024-03-07,1.55,-1.44,-0.11
105,2024-03-18,-1.25,1.11,0.13
106,2024-04-16,-0.62,0.72,-0.1
107,2024-04-25,3.21,-3.1,-0.11
108,2024-05-10,-0.88,0.92,-0.04
109,2024-06-03,-1.61,1.66,-0.05
110,2024-06-19,1.52,-1.34,-0.17
111,2024-07-05,0.46,-0.54,0.08
112,2024-08-28,-2.54,2.48,0.06
113,2024-09-07,2.03,-1.96,-0.07
114,2024-09-22,-0.37,0.36,0.01
115,2024-09-23,-1.78,1.66,0.12
116,2024-09-24,0.14,-0.02,-0.11
117,2024-09-29,1.43,-1.39,-0.05
118,2024-10-09,-0.91,0.86,0.05
119,2024-10-17,3.62,-3.57,-0.05
120,2024-10-24,-4.19,4.1,0.09
121,2024-11-01,2.9,-2.83,-0.07
122,2024-11-11,-2.45,2.37,0.07
123,2024-11-16,3.66,-3.46,-0.21
124,2025-01-05,-3.65,3.43,0.22
125,2025-01-27,1.9,-1.44,-0.45
126,2025-03-01,1.49,-2.05,0.56
127,2025-03-03,-1.26,1.2,0.06
128,2025-04-10,-0.21,0.24,-0.04
129,2025-04-25,-0.85,0.87,-0.02
