Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,2001-09-09,0.9,18.1,-0.58,-11.62,43.56,-28.76,82.08,685.52,277.4
,LE07,2001-09-25,0.95,19.04,-0.37,-7.44,37.36,-18.36,65.48,691.72,287.8
,LE07,2001-10-11,0.95,19.04,-0.63,-12.56,33.0,-19.92,62.68,696.08,286.24
,LE07,2002-02-07,2.79,55.82,-0.6,-12.1,229.24,-19.96,258.96,499.84,286.2
,LE07,2002-08-02,5.9,117.9,-5.22,-104.5,53.24,-80.96,143.96,675.84,225.2
,LT05,2005-09-03,-0.29,-5.72,-0.46,-9.3,0.76,-17.6,28.12,728.32,288.56
,LC08,2013-08-08,0.52,10.48,-0.3,-6.04,1.4,-5.96,17.12,727.68,300.2
,LC08,2013-09-02,0.95,19.04,-0.28,-5.58,4.76,-3.88,18.4,724.32,302.28
,LC08,2013-11-12,0.95,19.04,-0.28,-5.58,21.92,-9.36,41.04,707.16,296.8
,LC08,2014-03-04,-0.1,-1.9,-0.26,-5.12,1.52,-3.96,15.24,727.56,302.2
,LC08,2014-03-20,-0.05,-0.96,-0.44,-8.84,5.36,-4.76,19.88,723.72,301.4
,LC08,2014-04-05,2.56,51.16,-0.16,-3.26,17.48,-3.44,30.68,711.6,302.72
,LC08,2014-08-27,-0.43,-8.58,-0.63,-12.56,0.52,-8.76,19.04,728.56,297.4
,LC08,2014-10-14,2.69,53.84,-0.44,-8.84,27.04,-5.16,41.96,702.04,301.0
,LC08,2014-10-23,-0.67,-13.34,-0.3,-6.04,0.2,-7.84,17.8,728.88,298.32
,LC08,2015-01-18,-0.24,-4.76,-0.72,-14.42,0.64,-15.32,25.72,728.44,290.84
,LC08,2015-01-27,5.11,102.24,-0.6,-12.1,37.12,-22.36,69.24,691.96,283.8
,LC08,2015-02-12,4.17,83.42,-0.6,-12.1,30.36,-6.48,46.6,698.72,299.68
,LC08,2015-03-07,-0.38,-7.62,-0.28,-5.58,0.36,-8.68,18.8,728.72,297.48
,LC08,2015-04-24,2.89,57.84,-0.46,-9.3,28.84,-13.84,52.44,700.24,292.32
,LC08,2015-08-23,4.76,95.2,-0.54,-10.7,28.72,-60.12,98.6,700.36,246.04
,LC08,2015-10-01,0.76,15.24,-0.33,-6.52,2.6,-4.52,16.88,726.48,301.64
,LC08,2015-10-26,-0.57,-11.42,-0.4,-7.9,0.36,-4.2,14.32,728.72,301.96
,LC08,2016-01-30,4.9,98.02,-0.42,-8.38,30.84,-4.44,45.04,698.24,301.72
,LC08,2016-02-15,4.8,95.9,-0.16,-3.26,36.64,-2.56,48.96,692.44,303.6
,LC08,2016-03-02,4.65,93.08,-0.42,-8.38,31.88,-5.68,47.32,697.2,300.48
,LC08,2016-03-18,1.92,38.36,-0.46,-9.3,5.68,-4.88,20.32,723.4,301.28
,LC08,2016-04-10,1.58,31.58,-0.23,-4.66,7.08,-4.6,21.44,722.0,301.56
,LC08,2016-09-10,4.38,87.6,-0.7,-13.96,31.32,-6.92,48.0,697.76,299.24
,LC08,2016-11-20,0.1,1.9,-0.4,-7.9,23.56,-4.4,37.72,705.52,301.76
,LC08,2017-04-22,0.52,10.48,-0.35,-6.98,8.32,-4.48,22.56,720.76,301.68
,LC08,2017-05-08,-0.19,-3.8,-0.51,-10.24,0.84,-4.56,15.16,728.24,301.6
,LC08,2017-07-18,3.74,74.88,-1.06,-21.2,30.88,-22.12,62.76,698.2,284.04
,LC08,2018-02-20,0.81,16.2,-0.14,-2.8,9.28,-4.08,23.12,719.8,302.08
,LC08,2018-08-06,3.44,68.7,-0.98,-19.54,26.96,-8.2,44.92,702.12,297.96
,LC08,2018-10-02,4.45,89.0,-0.81,-16.28,34.96,-7.44,52.16,694.12,298.72
,S2,2018-12-15,3.2,63.94,-0.58,-11.62,33.16,-5.56,48.48,695.92,300.6
,S2,2019-02-03,0.05,0.96,-0.42,-8.38,1.2,-4.48,15.44,727.88,301.68
,S2,2019-02-08,1.94,38.9,-0.54,-10.7,8.88,-3.8,22.44,720.2,302.36
,LC08,2019-02-14,2.36,47.12,-0.26,-5.12,17.12,-3.36,30.24,711.96,302.8
,S2,2019-02-28,2.76,55.14,-0.67,-13.48,27.68,-3.92,41.36,701.4,302.24
,LC08,2019-04-03,-0.05,-0.96,-0.37,-7.44,0.76,-4.12,14.64,728.32,302.04
,S2,2019-04-14,4.76,95.2,-0.77,-15.34,35.2,-5.04,50.0,693.88,301.12
,S2,2019-04-19,0.29,5.72,-0.58,-11.62,0.68,-6.96,17.4,728.4,299.2
,S2,2019-05-04,0.62,12.38,-0.67,-13.48,1.56,-5.28,16.6,727.52,300.88
,S2,2019-06-23,2.79,55.82,-0.91,-18.14,29.88,-37.36,77.0,699.2,268.8
,LC08,2019-09-19,0.57,11.42,-0.84,-16.74,14.16,-7.16,31.08,714.92,299.0
