,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2001-09-09,0.0,0.0,0.0
1,2001-09-25,-1.59,0.59,1.0
2,2001-10-11,-0.27,0.42,-0.15
3,2002-02-07,18.78,-18.78,-0.0
4,2002-08-02,-11.0,16.84,-5.84
5,2005-09-03,-11.09,5.02,6.06
6,2013-08-08,-1.05,-0.06,1.11
7,2013-09-02,0.12,-0.32,0.2
8,2013-11-12,2.17,-1.64,-0.52
9,2014-03-04,-2.47,1.95,0.52
10,2014-03-20,0.44,-0.37,-0.08
11,2014-04-05,1.03,-1.16,0.13
12,2014-08-27,-1.11,1.62,-0.51
13,2014-10-14,2.19,-2.54,0.34
14,2014-10-23,-2.31,2.57,-0.26
15,2015-01-18,0.76,-0.04,-0.72
16,2015-01-27,4.16,-3.49,-0.67
17,2015-02-12,-2.17,0.65,1.52
18,2015-03-07,-2.66,2.87,-0.21
19,2015-04-24,3.22,-2.73,-0.49
20,2015-08-23,4.42,0.01,-4.43
21,2015-10-01,-7.82,2.5,5.32
22,2015-10-26,-0.24,0.21,0.03
23,2016-01-30,2.94,-2.92,-0.02
24,2016-02-15,0.38,-0.56,0.18
25,2016-03-02,-0.16,0.46,-0.3
26,2016-03-18,-2.58,2.51,0.08
27,2016-04-10,0.11,-0.13,0.03
28,2016-09-10,2.54,-2.32,-0.22
29,2016-11-20,-0.98,0.74,0.24
30,2017-04-22,-1.45,1.46,-0.01
31,2017-05-08,-0.71,0.72,-0.01
32,2017-07-18,4.56,-2.87,-1.68
33,2018-02-20,-3.79,2.07,1.73
34,2018-08-06,2.09,-1.69,-0.39
35,2018-10-02,0.69,-0.77,0.07
36,2018-12-15,-0.35,0.17,0.18
37,2019-02-03,-3.16,3.06,0.1
38,2019-02-08,0.67,-0.73,0.07
39,2019-02-14,0.75,-0.79,0.04
40,2019-02-28,1.06,-1.01,-0.05
41,2019-04-03,-2.56,2.58,-0.02
42,2019-04-14,3.38,-3.3,-0.09
43,2019-04-19,-3.12,3.3,-0.18
44,2019-05-04,-0.08,-0.08,0.16
45,2019-06-23,5.78,-2.71,-3.07
46,2019-09-19,-4.39,1.5,2.89
47,2019-10-05,1.16,-1.2,0.04
48,2019-10-11,-2.42,2.49,-0.07
49,2019-12-10,31.61,-31.95,0.34
50,2019-12-25,-30.06,32.01,-1.94
51,2020-01-14,-1.05,-0.65,1.7
52,2020-01-19,2.15,-2.04,-0.11
53,2020-02-01,35.52,-24.09,-11.43
54,2020-02-08,-38.51,26.8,11.71
55,2020-02-23,0.23,0.0,-0.23
56,2020-03-13,1.36,-1.42,0.06
57,2020-03-14,1.24,-1.16,-0.09
58,2020-04-03,0.02,0.03,-0.05
59,2020-05-16,-0.31,0.91,-0.59
60,2020-06-01,-0.95,0.47,0.48
61,2020-06-22,-1.26,1.02,0.24
62,2020-09-21,1.31,-1.31,-0.0
63,2020-10-07,-0.36,0.32,0.04
64,2020-10-15,-1.18,1.15,0.03
65,2020-12-14,29.26,-29.27,0.02
66,2021-01-03,-25.85,25.85,-0.0
67,2021-02-17,8.61,-8.48,-0.13
68,2021-03-14,-10.99,11.07,-0.08
69,2021-03-16,-0.91,0.64,0.26
70,2021-03-19,2.14,-1.94,-0.2
71,2021-03-24,-0.85,0.83,0.01
72,2021-04-24,-1.24,1.26,-0.02
73,2021-08-21,0.45,-0.01,-0.44
74,2021-08-23,-0.31,-0.07,0.39
75,2021-08-31,2.96,-3.0,0.04
76,2021-10-17,-3.26,3.01,0.25
77,2021-11-09,3.49,-2.86,-0.63
78,2021-11-19,7.34,-7.4,0.06
79,2021-11-24,14.81,-14.94,0.14
80,2022-01-03,5.35,-5.74,0.39
81,2022-01-06,-30.05,29.96,0.09
82,2022-01-28,1.26,-1.24,-0.03
83,2022-01-30,-2.04,1.96,0.08
84,2022-02-27,0.35,0.06,-0.41
85,2022-03-29,0.18,0.01,-0.2
86,2022-04-08,2.68,-2.61,-0.06
87,2022-04-13,-2.89,2.55,0.34
88,2022-04-27,0.18,-0.31,0.13
89,2022-09-15,1.11,-0.84,-0.27
90,2022-10-13,-1.56,1.21,0.34
91,2022-10-21,0.76,-0.18,-0.58
92,2022-10-25,-0.39,0.44,-0.04
93,2022-11-09,-0.05,-0.0,0.05
94,2022-12-24,27.26,-27.77,0.51
95,2023-01-18,-27.0,27.36,-0.35
96,2023-03-06,-0.55,0.28,0.27
97,2023-03-14,2.84,-2.87,0.03
98,2023-03-29,-0.28,0.25,0.03
99,2023-03-30,-0.98,1.0,-0.02
100,2023-04-03,-1.66,1.69,-0.03
101,2023-04-14,3.46,-3.02,-0.44
102,2023-04-15,-1.5,1.46,0.05
103,2023-06-01,-0.15,1.58,-1.44
104,2023-06-26,9.4,-5.52,-3.88
105,2023-07-07,-9.01,4.07,4.95
106,2023-08-28,-1.91,1.42,0.49
107,2023-08-29,0.09,-0.0,-0.08
108,2023-10-08,0.73,-1.07,0.34
109,2023-11-09,30.8,-29.89,-0.91
110,2023-11-25,-31.51,31.01,0.51
111,2023-12-19,4.33,-4.78,0.46
112,2024-03-16,-1.9,2.37,-0.47
113,2024-04-07,-2.33,2.44,-0.11
114,2024-05-07,-0.36,0.03,0.33
115,2024-05-18,0.08,-0.13,0.05
116,2024-06-28,6.88,-4.86,-2.02
117,2024-09-24,-5.46,3.38,2.08
118,2024-09-29,-1.4,1.3,0.1
119,2024-11-11,1.74,-1.23,-0.51
120,2024-11-23,4.45,-4.5,0.05
