,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,2001-09-09,0.0,0.0,12.44,-11.62
1,2001-09-25,1.27,4.18,13.71,-7.44
2,2001-10-11,4.47,-0.94,16.91,-12.56
3,2002-02-07,47.72,-0.48,60.16,-12.1
4,2002-08-02,99.64,-92.88,112.08,-104.5
5,2005-09-03,-7.26,2.32,5.18,-9.3
6,2013-08-08,8.04,5.58,20.48,-6.04
7,2013-09-02,11.68,6.04,24.12,-5.58
8,2013-11-12,6.68,6.04,19.12,-5.58
9,2014-03-04,-16.47,6.5,-4.03,-5.12
10,2014-03-20,-15.45,2.78,-3.01,-8.84
11,2014-04-05,32.74,8.36,45.18,-3.26
12,2014-08-27,-11.68,-0.94,0.76,-12.56
13,2014-10-14,33.53,2.78,45.97,-8.84
14,2014-10-23,-14.71,5.58,-2.27,-6.04
15,2015-01-18,-5.64,-2.8,6.8,-14.42
16,2015-01-27,82.67,-0.48,95.11,-12.1
17,2015-02-12,65.57,-0.48,78.01,-12.1
18,2015-03-07,-15.14,6.04,-2.7,-5.58
19,2015-04-24,40.56,2.32,53.0,-9.3
20,2015-08-23,75.79,0.92,88.23,-10.7
21,2015-10-01,-0.56,5.1,11.88,-6.52
22,2015-10-26,-8.94,3.72,3.5,-7.9
23,2016-01-30,78.61,3.24,91.05,-8.38
24,2016-02-15,76.33,8.36,88.77,-3.26
25,2016-03-02,76.71,3.24,89.15,-8.38
26,2016-03-18,30.35,2.32,42.79,-9.3
27,2016-04-10,23.24,6.96,35.68,-4.66
28,2016-09-10,69.18,-2.34,81.62,-13.96
29,2016-11-20,-19.88,3.72,-7.44,-7.9
30,2017-04-22,-0.24,4.64,12.2,-6.98
31,2017-05-08,-6.98,1.38,5.46,-10.24
32,2017-07-18,55.64,-9.58,68.08,-21.2
33,2018-02-20,-2.06,8.82,10.38,-2.8
34,2018-08-06,49.78,-7.92,62.22,-19.54
35,2018-10-02,68.53,-4.66,80.97,-16.28
36,2018-12-15,45.11,0.0,57.55,-11.62
37,2019-02-03,-1.23,3.24,11.21,-8.38
38,2019-02-08,26.21,0.92,38.65,-10.7
39,2019-02-14,33.04,6.5,45.48,-5.12
40,2019-02-28,42.45,-1.86,54.89,-13.48
41,2019-04-03,-2.42,4.18,10.02,-7.44
42,2019-04-14,78.17,-3.72,90.61,-15.34
43,2019-04-19,8.2,0.0,20.64,-11.62
44,2019-05-04,11.91,-1.86,24.35,-13.48
45,2019-06-23,39.94,-6.52,52.38,-18.14
46,2019-09-19,-2.09,-5.12,10.35,-16.74
47,2019-10-05,58.58,-4.2,71.02,-15.82
48,2019-10-11,-13.41,-6.06,-0.97,-17.68
49,2019-12-10,-6.08,2.78,6.36,-8.84
50,2019-12-25,-9.22,-2.8,3.22,-14.42
51,2020-01-14,-4.73,-3.26,7.71,-14.88
52,2020-01-19,4.88,-6.98,17.32,-18.6
53,2020-02-08,-8.68,-2.34,3.76,-13.96
54,2020-02-23,-16.64,-7.92,-4.2,-19.54
55,2020-03-13,0.29,-1.4,12.73,-13.02
56,2020-03-14,34.27,-3.26,46.71,-14.88
57,2020-04-03,41.13,-6.98,53.57,-18.6
58,2020-05-16,3.12,-6.06,15.56,-17.68
59,2020-06-01,3.45,-5.58,15.89,-17.2
60,2020-06-22,4.35,-6.06,16.79,-17.68
61,2020-09-21,0.08,-5.12,12.52,-16.74
62,2020-10-07,-6.18,-4.66,6.26,-16.28
63,2020-10-15,-11.68,-6.06,0.76,-17.68
64,2020-12-14,4.31,0.46,16.75,-11.16
65,2021-01-03,-1.24,-4.66,11.2,-16.28
