Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-09-04,-49.95,-998.96,0.26,5.3,-45.68,-1.36,1.8,934.44,2.92
,LE07,1999-10-22,-49.31,-986.12,0.43,8.58,-40.28,2.72,3.12,929.04,7.0
,LE07,2000-03-30,-0.9,-18.0,0.45,8.98,-42.2,-0.96,4.88,930.96,3.32
,LE07,2000-04-15,-0.78,-15.62,0.47,9.38,-28.56,4.96,12.6,917.32,9.24
,LE07,2000-05-01,-0.7,-14.02,0.43,8.58,-24.28,7.28,14.56,913.04,11.56
,LE07,2000-11-25,-49.32,-986.3,0.45,8.98,-40.36,2.44,3.32,929.12,6.72
,LE07,2001-08-08,-49.98,-999.52,0.26,5.3,-45.92,-1.36,1.56,934.68,2.92
,LE07,2001-09-25,-49.94,-998.76,0.2,4.08,-45.6,-1.4,1.92,934.36,2.88
,LT05,2003-12-28,-49.97,-999.34,-5.0,-100.0,-45.84,-4.28,4.56,934.6,0.0
,LT05,2004-04-02,-0.7,-13.92,0.47,9.38,-18.84,8.2,19.08,907.6,12.48
,LT05,2004-09-25,-0.84,-16.76,0.49,9.8,-32.96,5.48,7.68,921.72,9.76
,LT05,2005-04-21,-0.82,-16.48,0.45,8.98,-32.88,4.56,8.68,921.64,8.84
,LT05,2008-02-25,-49.94,-998.76,0.33,6.54,-45.6,-1.4,1.92,934.36,2.88
,LC08,2013-05-29,0.57,11.36,0.24,4.9,16.44,1.08,61.48,872.32,5.36
,LC08,2013-09-02,-0.76,-15.16,2.52,50.38,-27.4,13.32,5.4,916.16,17.6
,LC08,2013-12-07,-49.93,-998.66,0.31,6.12,-45.56,-1.36,1.92,934.32,2.92
,LC08,2014-01-24,-49.94,-998.86,0.35,6.94,-45.64,-1.36,1.84,934.4,2.92
,LC08,2015-11-27,-0.83,-16.68,2.13,42.7,-33.56,5.84,6.72,922.32,10.12
,LC08,2015-12-13,-49.36,-987.26,0.47,9.38,-40.76,2.32,3.04,929.52,6.6
,LC08,2016-03-18,-0.86,-17.24,2.29,45.76,-33.88,6.2,6.04,922.48,10.48
,LC08,2016-04-19,-0.7,-13.92,2.69,53.84,-22.48,17.4,6.24,911.16,21.68
,LC08,2016-10-12,-0.83,-16.58,2.9,58.08,-32.64,6.96,6.52,921.4,11.24
,LC08,2017-03-05,-0.31,-6.12,0.04,0.82,-2.88,0.2,43.04,891.64,4.48
,LC08,2017-04-22,0.49,9.74,0.06,1.22,12.72,-0.48,59.32,876.04,3.8
,LC08,2017-08-28,0.05,1.0,0.14,2.86,4.12,-0.16,50.4,884.64,4.12
,LC08,2018-12-21,0.58,11.64,0.18,3.68,15.56,3.4,58.28,873.2,7.68
,S2,2019-01-04,0.73,14.58,0.22,4.48,19.52,1.72,63.92,869.24,6.0
,S2,2019-01-19,0.96,19.14,0.37,7.34,24.48,0.32,70.28,864.28,4.6
,S2,2019-01-21,0.74,14.86,0.12,2.44,20.4,-0.52,67.04,868.36,3.76
,S2,2019-01-26,0.32,6.32,0.22,4.48,8.24,-0.12,54.48,880.52,4.16
,S2,2019-02-03,0.74,14.86,-0.08,-1.64,18.84,-1.0,65.96,869.92,3.28
,S2,2019-02-08,0.66,13.26,0.14,2.86,17.96,-0.52,64.6,870.8,3.76
,S2,2019-02-10,0.2,3.94,0.16,3.26,6.08,-0.12,52.32,882.68,4.16
,S2,2019-02-13,0.01,0.14,0.1,2.04,4.04,3.04,47.12,884.72,7.32
,S2,2019-02-20,0.96,19.14,0.08,1.64,36.32,-0.6,83.04,852.44,3.68
,S2,2019-02-25,0.13,2.52,0.18,3.68,4.44,2.04,48.52,884.32,6.32
,S2,2019-02-28,0.58,11.54,0.16,3.26,12.2,2.44,55.88,876.56,6.72
,S2,2019-03-05,0.96,19.24,0.02,0.4,27.36,-0.52,74.0,861.4,3.76
,S2,2019-03-30,0.7,14.02,0.2,4.08,20.76,2.36,64.52,868.0,6.64
,S2,2019-05-09,0.5,10.02,0.22,4.48,10.2,3.12,53.2,878.56,7.4
,S2,2019-08-12,0.69,13.72,0.2,4.08,18.84,1.8,63.16,869.92,6.08
,S2,2019-08-22,0.8,16.1,0.22,4.48,26.44,0.6,71.96,862.32,4.88
,S2,2019-08-24,0.28,5.56,0.2,4.08,7.4,0.36,53.16,881.36,4.64
,S2,2019-09-01,0.62,12.4,0.22,4.48,17.04,0.08,63.08,871.72,4.36
,S2,2019-09-11,0.66,13.26,0.16,3.26,17.52,-0.52,64.16,871.24,3.76
,S2,2019-10-21,0.07,1.38,0.1,2.04,4.84,2.4,48.56,883.92,6.68
,S2,2019-10-26,0.79,15.82,0.22,4.48,26.64,-0.04,72.8,862.12,4.24
,S2,2020-02-23,0.71,14.2,0.22,4.48,19.48,5.96,59.64,869.28,10.24
,S2,2020-02-25,0.62,12.3,0.22,4.48,17.64,3.56,60.2,871.12,7.84
,S2,2020-03-04,0.5,9.92,0.2,4.08,12.12,6.32,51.92,876.64,10.6
,S2,2020-03-06,0.78,15.62,0.31,6.12,21.08,3.24,63.96,867.68,7.52
,S2,2020-03-14,0.22,4.32,0.35,6.94,6.44,8.72,43.84,882.32,13.0
,S2,2020-03-24,0.69,13.82,0.2,4.08,18.04,5.44,58.72,870.72,9.72
