,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2000-03-21,0.0,0.0,0.0
1,2001-01-12,-34.4,35.49,-1.09
2,2001-01-19,0.12,-0.11,-0.01
3,2001-01-28,-0.01,0.02,-0.01
4,2002-01-22,-1.0,-0.05,1.05
5,2002-03-04,0.05,-0.29,0.24
6,2002-03-11,-0.49,0.48,0.01
7,2002-10-14,0.55,-0.13,-0.42
8,2002-10-30,0.04,-0.02,-0.02
9,2003-02-03,-0.41,0.14,0.27
10,2003-03-07,1.27,-0.15,-1.11
11,2003-03-14,-0.05,0.06,-0.01
12,2003-10-16,-0.61,-0.03,0.64
13,2003-11-17,0.02,-0.12,0.09
14,2003-12-03,-0.22,0.09,0.13
15,2004-02-14,0.95,-0.03,-0.91
16,2004-09-25,-1.14,0.14,1.0
17,2005-01-31,-0.11,-0.23,0.34
18,2005-03-20,0.12,0.1,-0.23
19,2005-09-28,0.12,0.06,-0.18
20,2005-11-22,-0.15,-0.06,0.21
21,2006-01-25,0.61,-0.02,-0.6
22,2006-12-11,-0.44,-0.07,0.52
23,2008-02-16,-0.11,0.13,-0.02
24,2008-12-09,0.3,-0.36,0.06
25,2009-02-02,1.22,-0.15,-1.06
26,2010-02-05,-0.74,0.43,0.31
27,2010-10-03,-0.27,0.08,0.19
28,2011-03-28,-0.6,-0.06,0.66
29,2013-11-12,-0.72,-0.08,0.8
30,2013-11-28,0.34,-0.21,-0.12
31,2013-12-14,-1.1,0.37,0.72
32,2014-02-16,-1.63,-0.55,2.17
33,2014-04-05,4.49,0.1,-4.6
34,2014-08-20,-0.08,0.09,-0.01
35,2014-09-28,-1.99,0.27,1.71
36,2014-10-14,1.05,-0.34,-0.7
37,2015-09-24,-0.01,0.06,-0.05
38,2015-12-04,-0.95,-0.11,1.05
39,2016-02-06,-2.71,0.46,2.26
40,2017-01-23,2.95,-0.05,-2.9
41,2017-02-08,-3.15,0.01,3.14
42,2017-08-19,3.08,0.0,-3.08
43,2018-02-11,-2.39,-0.05,2.44
44,2018-09-23,-0.25,0.08,0.17
45,2018-11-10,0.09,-0.01,-0.08
46,2018-12-15,3.74,-1.42,-2.32
47,2019-01-04,-3.54,1.06,2.48
48,2019-01-14,5.18,-1.13,-4.05
49,2019-01-19,-1.54,1.47,0.06
50,2019-02-03,-2.39,0.0,2.38
51,2019-02-14,2.57,-0.37,-2.2
52,2019-02-18,-3.0,0.39,2.61
53,2019-02-28,2.57,-0.92,-1.66
54,2019-03-05,-2.42,0.9,1.52
55,2019-03-18,-1.33,-0.0,1.33
56,2019-03-30,3.2,-1.14,-2.05
57,2019-04-09,-0.02,0.8,-0.78
58,2019-05-05,-3.32,0.36,2.96
59,2019-06-13,4.65,-1.35,-3.3
60,2019-08-12,-4.08,0.96,3.12
61,2019-08-17,-0.26,0.09,0.17
62,2019-09-01,1.18,0.0,-1.18
63,2019-09-06,2.72,-1.22,-1.5
64,2019-09-11,-1.37,1.13,0.25
65,2019-09-21,1.91,-1.38,-0.53
66,2019-10-21,-1.33,0.5,0.83
67,2019-10-26,-2.95,1.25,1.69
68,2019-12-10,2.71,0.01,-2.72
69,2019-12-31,0.17,-0.07,-0.1
70,2020-01-14,0.46,0.02,-0.48
71,2020-02-01,0.58,-0.02,-0.56
72,2020-02-08,-2.95,0.1,2.85
73,2020-02-13,2.48,-0.42,-2.06
74,2020-02-18,0.46,-1.21,0.75
75,2020-03-04,-0.5,0.92,-0.42
76,2020-03-19,0.82,-0.21,-0.61
77,2020-03-24,-4.49,0.9,3.6
78,2020-03-29,3.59,-1.15,-2.44
79,2020-04-03,-0.47,-0.09,0.56
80,2020-04-08,-2.53,1.27,1.25
81,2020-04-13,1.33,-0.6,-0.73
82,2020-04-23,-2.35,0.58,1.77
83,2020-05-08,0.37,-0.02,-0.36
84,2020-07-17,8.77,-4.81,-3.97
85,2020-08-11,-3.73,3.36,0.37
86,2020-08-21,-5.11,1.45,3.65
87,2020-09-15,1.73,-0.02,-1.71
88,2020-10-14,0.64,0.02,-0.66
89,2020-10-15,-1.92,-0.01,1.93
90,2020-11-14,-0.56,0.1,0.46
91,2020-11-19,4.07,-0.41,-3.66
92,2020-12-14,-3.88,0.38,3.5
93,2021-01-03,2.94,-0.98,-1.95
94,2021-02-02,0.78,0.52,-1.3
95,2021-02-07,0.05,-0.13,0.08
96,2021-02-17,0.2,0.1,-0.31
97,2021-03-04,-0.93,-0.57,1.5
98,2021-04-03,2.41,-0.9,-1.51
99,2021-04-13,-5.6,1.93,3.67
100,2021-08-30,3.65,-0.52,-3.14
101,2021-08-31,0.27,-1.08,0.81
102,2021-09-30,1.88,-0.24,-1.65
103,2021-10-01,-2.76,1.43,1.34
104,2021-11-02,-0.41,0.38,0.03
105,2021-11-06,-1.7,0.07,1.63
106,2021-11-14,1.95,-0.4,-1.56
107,2021-12-19,-2.74,0.35,2.38
108,2021-12-20,0.44,0.03,-0.47
109,2022-02-14,-0.4,-0.07,0.47
110,2022-03-26,0.98,-0.07,-0.91
111,2022-04-03,-0.86,0.07,0.79
112,2022-10-10,-0.03,0.1,-0.07
113,2022-11-14,0.77,-0.15,-0.62
114,2022-12-04,2.39,0.06,-2.45
115,2022-12-07,-2.93,0.1,2.82
116,2022-12-29,2.59,-1.05,-1.53
117,2023-01-08,-2.18,0.94,1.24
118,2023-01-18,1.21,-0.04,-1.17
119,2023-02-27,1.54,-1.44,-0.11
120,2023-03-05,-3.11,1.53,1.58
121,2023-03-13,2.16,-0.42,-1.74
122,2023-03-14,1.3,-1.37,0.07
123,2023-03-19,-2.03,1.73,0.3
124,2023-03-29,1.18,-0.9,-0.28
125,2023-04-03,-0.85,0.54,0.31
126,2023-04-14,0.34,0.23,-0.57
127,2023-04-22,-1.16,0.15,1.0
128,2023-05-13,3.08,-2.86,-0.21
129,2023-08-05,-2.07,2.8,-0.73
130,2023-08-21,0.25,-0.35,0.1
131,2023-08-26,1.15,-1.24,0.1
132,2023-08-31,-4.12,1.67,2.46
133,2023-09-15,0.48,0.01,-0.49
134,2023-09-25,3.23,-1.25,-1.98
135,2023-10-20,-0.53,0.52,0.0
136,2023-10-30,-2.16,0.72,1.44
137,2023-11-09,1.63,-0.1,-1.53
138,2023-11-19,0.37,-0.37,0.0
139,2023-11-24,-0.5,0.43,0.07
140,2023-11-25,-1.29,0.03,1.26
141,2023-12-10,0.66,0.01,-0.67
142,2023-12-19,2.85,-1.05,-1.8
143,2024-01-08,-0.75,0.71,0.04
144,2024-01-11,-2.98,0.43,2.55
145,2024-01-28,2.32,-0.1,-2.22
146,2024-02-04,0.78,-0.43,-0.35
147,2024-02-20,-0.4,0.38,0.02
148,2024-02-21,-0.01,-0.01,0.02
149,2024-02-27,-0.06,0.04,0.02
150,2024-02-28,0.29,-0.04,-0.25
151,2024-03-15,0.38,-0.37,-0.01
152,2024-03-18,0.77,-1.24,0.48
153,2024-03-28,-1.4,1.36,0.05
154,2024-04-07,-0.68,0.33,0.35
155,2024-04-17,1.49,-0.8,-0.69
156,2024-04-22,-3.1,0.51,2.59
157,2024-04-27,1.58,-0.14,-1.44
158,2024-08-05,-1.01,0.02,1.0
159,2024-08-20,-1.74,0.43,1.31
160,2024-08-23,2.63,-0.09,-2.55
161,2024-08-31,-0.17,0.02,0.15
162,2024-09-04,-1.48,0.05,1.42
163,2024-09-09,2.03,-0.7,-1.33
164,2024-09-14,0.2,-0.25,0.05
165,2024-09-24,0.61,-0.59,-0.02
166,2024-09-29,-1.17,1.15,0.01
167,2024-10-14,-0.03,-0.05,0.08
168,2024-11-02,-1.71,0.53,1.18
169,2024-12-08,1.84,-0.5,-1.34
170,2024-12-13,-0.29,0.4,-0.11
171,2024-12-18,0.19,-0.04,-0.15
172,2025-01-05,0.16,-0.33,0.18
173,2025-01-22,-0.08,-0.02,0.1
