,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2001-04-09,0.0,0.0,0.0
1,2002-04-12,-0.99,-0.46,1.45
2,2003-09-14,19.31,-19.42,0.11
3,2005-04-12,-19.96,20.23,-0.27
4,2011-03-12,46.98,-47.51,0.53
5,2011-03-28,-31.45,31.25,0.19
6,2015-06-11,-16.51,16.29,0.22
7,2016-04-26,0.04,-0.02,-0.02
8,2016-05-12,-0.11,0.06,0.04
9,2016-08-16,0.59,-0.54,-0.05
10,2018-03-31,0.35,-0.42,0.07
11,2018-04-16,-0.9,0.89,0.0
12,2018-07-21,0.05,0.07,-0.12
13,2018-12-23,0.49,-0.14,-0.36
14,2018-12-28,-0.47,0.19,0.28
15,2019-01-04,0.03,-0.11,0.07
16,2019-01-07,0.87,-0.92,0.04
17,2019-02-01,-0.54,0.56,-0.01
18,2019-02-03,0.25,-0.04,-0.21
19,2019-02-28,0.14,-0.01,-0.12
20,2019-03-10,-0.06,0.06,0.0
21,2019-03-28,-0.52,0.09,0.43
22,2019-04-02,0.06,-0.18,0.12
23,2019-04-07,0.24,0.01,-0.25
24,2019-09-14,-0.17,0.09,0.09
25,2019-10-29,0.24,-0.13,-0.11
26,2019-11-03,-0.18,0.12,0.06
27,2019-11-08,46.65,-46.63,-0.02
28,2019-11-13,-46.65,46.53,0.12
29,2019-12-20,-0.03,0.6,-0.56
30,2020-02-23,0.63,-1.12,0.49
31,2020-03-04,-1.06,1.06,0.0
32,2020-05-23,0.56,-0.54,-0.01
33,2020-10-08,0.54,0.02,-0.56
34,2020-10-13,-0.09,0.1,-0.01
35,2020-10-30,-0.04,-0.1,0.14
36,2020-12-02,26.05,-25.88,-0.16
37,2020-12-09,-25.99,25.92,0.06
38,2020-12-14,0.13,-0.13,-0.0
39,2021-01-21,-0.43,0.26,0.17
40,2021-01-23,-0.12,-0.02,0.15
41,2021-02-15,0.16,-0.04,-0.11
42,2021-03-12,0.3,-0.12,-0.17
43,2021-07-29,-0.79,0.49,0.3
44,2021-08-30,-0.07,0.05,0.02
45,2021-09-23,0.59,-0.62,0.03
46,2021-09-30,-0.21,0.17,0.03
47,2021-11-04,-0.24,0.34,-0.1
48,2021-11-07,0.39,-0.36,-0.03
49,2022-08-25,0.42,-0.48,0.06
50,2022-10-08,0.14,0.55,-0.69
51,2022-10-12,0.1,-0.1,0.0
52,2022-11-22,-0.12,0.1,0.01
53,2022-12-23,0.12,-0.58,0.45
54,2022-12-27,35.01,-34.95,-0.06
55,2023-01-21,-34.22,35.42,-1.19
56,2023-01-28,-1.32,0.17,1.14
57,2023-02-20,2.72,-0.71,-2.0
58,2023-02-25,-1.81,1.1,0.71
59,2023-02-27,0.43,-0.38,-0.05
60,2023-03-13,-2.04,0.34,1.7
61,2023-03-17,-0.04,0.04,-0.01
62,2023-04-14,-0.01,-0.04,0.05
63,2023-07-27,0.45,-0.47,0.02
64,2023-08-28,0.23,0.01,-0.24
65,2023-10-13,0.29,-0.38,0.09
66,2024-01-06,0.26,0.33,-0.59
67,2024-01-26,0.37,0.53,-0.91
68,2024-02-15,-1.0,-0.44,1.45
69,2024-02-17,0.66,-0.53,-0.12
70,2024-02-20,-0.0,0.02,-0.01
71,2024-02-22,0.14,-0.07,-0.07
72,2024-03-01,-0.3,0.57,-0.27
73,2024-03-06,-0.47,0.48,-0.0
74,2024-04-24,0.49,-1.0,0.5
75,2024-09-07,-0.97,0.92,0.06
76,2024-09-15,0.45,-0.46,0.02
77,2024-10-09,0.4,-0.42,0.02
