,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,1999-09-22,0.0,0.0,0.0
1,1999-10-24,-1.26,1.28,-0.02
2,2000-01-19,1.71,-1.37,-0.34
3,2000-02-04,-0.24,0.23,0.01
4,2000-02-20,-1.52,1.18,0.34
5,2000-12-04,-0.71,1.08,-0.38
6,2001-01-05,1.97,-1.99,0.03
7,2001-01-21,-0.44,0.46,-0.02
8,2001-09-18,38.85,-39.23,0.38
9,2002-02-25,-38.52,38.54,-0.03
10,2002-03-06,-1.56,1.55,0.01
11,2002-03-13,0.34,-0.34,0.0
12,2002-09-05,1.42,-1.36,-0.07
13,2002-09-14,42.12,-42.18,0.06
14,2003-03-25,-43.65,43.61,0.04
15,2003-10-18,-0.92,1.08,-0.16
16,2003-11-19,1.65,-1.8,0.16
17,2004-02-16,1.38,-1.33,-0.05
18,2004-04-20,-1.83,1.78,0.04
19,2004-10-04,-2.2,2.35,-0.15
20,2004-10-20,0.06,-0.02,-0.04
21,2005-01-17,0.48,-0.49,0.01
22,2005-03-06,2.62,-2.8,0.18
23,2005-08-20,-1.54,1.59,-0.05
24,2006-01-27,2.49,-2.52,0.03
25,2006-02-12,-1.93,1.94,-0.01
26,2011-01-18,0.84,-0.83,-0.02
27,2013-08-26,-2.8,2.91,-0.11
28,2014-07-12,3.11,-3.24,0.13
29,2014-09-07,2.1,-2.1,0.01
30,2014-11-01,-3.71,3.71,0.0
31,2014-11-17,0.79,-0.78,-0.01
32,2015-05-05,-0.95,1.07,-0.13
33,2015-07-15,1.11,-1.22,0.12
34,2016-01-23,1.04,-1.07,0.03
35,2016-02-24,-1.71,1.68,0.03
36,2016-04-21,1.66,-1.65,-0.02
37,2016-11-22,-1.82,1.83,-0.01
38,2017-04-08,1.86,-1.88,0.03
39,2017-04-15,-2.9,3.06,-0.16
40,2017-07-29,17.84,-17.96,0.12
41,2017-08-05,-15.11,15.13,-0.03
42,2017-09-06,-1.16,1.13,0.04
43,2018-03-10,0.0,-0.05,0.05
44,2018-04-02,-0.42,0.44,-0.03
45,2018-08-24,0.83,-0.81,-0.03
46,2018-09-09,-0.35,0.36,-0.01
47,2018-12-14,-1.21,1.18,0.03
48,2018-12-27,-1.14,1.25,-0.12
49,2018-12-29,1.4,-1.52,0.12
50,2019-01-01,4.74,-4.77,0.04
51,2019-01-16,-3.96,3.95,0.01
52,2019-01-21,0.65,-0.62,-0.04
53,2019-01-26,-2.82,2.95,-0.13
54,2019-01-31,3.68,-3.77,0.09
55,2019-02-02,0.52,-0.55,0.04
56,2019-02-07,-2.2,2.18,0.03
57,2019-02-17,3.32,-3.34,0.02
58,2019-02-25,-4.68,4.86,-0.17
59,2019-03-04,2.62,-2.76,0.14
60,2019-03-24,-2.1,2.15,-0.05
61,2019-04-01,2.47,-2.5,0.04
62,2019-04-26,-2.2,2.22,-0.02
63,2019-05-07,-0.62,0.79,-0.16
64,2019-07-26,27.99,-28.15,0.16
65,2019-08-27,-25.38,25.4,-0.02
66,2019-08-31,-0.77,0.74,0.03
67,2019-09-18,-2.01,2.14,-0.13
68,2019-10-08,1.49,-1.62,0.13
69,2019-10-30,-0.73,1.02,-0.29
70,2019-11-02,-0.82,0.85,-0.03
71,2019-11-04,0.93,-0.94,0.01
72,2019-11-12,35.09,-35.05,-0.04
73,2019-12-12,-34.49,34.1,0.39
74,2020-01-02,-1.04,1.23,-0.18
75,2020-01-11,1.59,-1.78,0.19
76,2020-01-21,0.87,-0.85,-0.02
77,2020-01-26,-2.27,2.34,-0.08
78,2020-02-02,0.21,-0.24,0.03
79,2020-02-20,2.39,-2.0,-0.4
80,2020-02-27,-2.04,2.03,0.01
81,2020-03-26,1.5,-1.36,-0.14
82,2020-04-30,-1.47,0.87,0.6
83,2020-07-28,0.02,0.06,-0.08
84,2020-08-29,2.71,-2.73,0.03
85,2020-08-30,-0.01,-0.05,0.05
86,2020-09-19,-2.52,2.53,-0.01
87,2020-09-30,1.19,-1.16,-0.03
88,2020-10-02,0.25,-0.23,-0.02
89,2020-10-17,0.41,-0.48,0.07
90,2020-10-24,-1.39,1.39,0.0
91,2020-11-11,1.49,-1.47,-0.02
92,2020-11-13,2.96,-2.95,-0.01
93,2020-11-26,-3.23,3.26,-0.03
94,2020-12-03,-1.96,1.97,-0.02
95,2020-12-18,-0.18,0.18,0.0
96,2020-12-31,0.86,-0.91,0.06
97,2021-01-10,39.97,-39.96,-0.01
98,2021-01-15,-40.9,40.95,-0.05
99,2021-01-25,2.48,-2.52,0.05
100,2021-01-27,24.76,-24.76,0.0
101,2021-02-11,-21.11,21.11,0.01
102,2021-02-19,-5.26,5.26,0.0
103,2021-02-21,1.07,-1.07,-0.0
104,2021-03-13,0.31,-0.32,0.01
105,2021-03-23,-0.29,0.29,0.0
106,2021-03-26,1.41,-1.4,-0.01
107,2021-04-12,-2.13,2.13,0.0
108,2021-04-17,-0.51,0.51,0.0
109,2021-05-15,0.23,-0.23,-0.0
