,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2001-08-24,0.0,0.0,0.0
1,2004-05-20,1.58,-1.77,0.19
2,2005-04-12,-11.34,11.29,0.04
3,2005-07-17,5.47,-5.31,-0.16
4,2007-02-13,5.69,-4.72,-0.97
5,2011-01-07,-10.87,9.76,1.12
6,2011-02-17,-14.58,14.63,-0.05
7,2014-04-05,-22.79,22.6,0.19
8,2014-04-21,-0.03,0.0,0.03
9,2014-11-08,-0.02,0.0,0.02
10,2014-12-01,44.51,-44.45,-0.06
11,2015-06-20,-44.52,44.46,0.05
12,2016-03-18,0.05,-0.02,-0.03
13,2017-03-05,1.35,-1.34,-0.01
14,2017-04-13,-1.37,1.35,0.02
15,2017-04-22,0.09,-0.04,-0.06
16,2017-12-02,1.12,0.03,-1.14
17,2018-04-25,1.38,-2.69,1.31
18,2018-09-07,-2.48,2.65,-0.17
19,2019-02-03,35.44,-34.99,-0.44
20,2019-03-02,-34.92,34.99,-0.08
21,2019-03-05,0.0,-0.05,0.05
22,2019-03-20,-0.28,0.0,0.28
23,2019-03-25,34.85,-34.88,0.03
24,2019-04-03,-12.48,12.25,0.23
25,2019-04-04,-22.44,22.39,0.05
26,2019-04-24,-0.26,0.25,0.01
27,2019-04-29,0.08,-0.01,-0.06
28,2019-05-24,4.78,-4.77,-0.01
29,2019-05-29,6.47,-6.52,0.05
30,2019-07-17,-11.36,11.4,-0.04
31,2019-08-27,1.97,-2.16,0.19
32,2019-09-21,-2.03,2.16,-0.13
33,2019-10-26,0.46,-0.36,-0.1
34,2020-01-19,37.55,-36.69,-0.86
35,2020-02-23,-36.88,37.03,-0.15
36,2020-03-13,-1.08,-0.01,1.09
37,2020-03-14,0.64,-0.02,-0.62
38,2020-04-23,-0.64,0.0,0.64
39,2020-05-03,0.35,-0.36,0.01
40,2020-05-08,-0.31,0.29,0.02
41,2020-05-18,0.01,-0.01,0.0
42,2020-06-02,2.72,-2.73,0.01
43,2020-06-07,8.3,-8.44,0.14
44,2020-07-02,-9.75,9.82,-0.07
45,2020-07-12,2.32,-2.22,-0.09
46,2020-09-20,-3.07,3.06,0.01
47,2020-09-30,-0.61,0.62,-0.01
48,2020-12-14,9.52,-9.34,-0.18
49,2021-02-03,11.63,-11.2,-0.43
50,2021-02-07,25.94,-25.9,-0.04
51,2021-02-19,-46.82,46.43,0.39
52,2021-03-19,-0.11,-0.07,0.18
53,2021-03-24,0.04,-0.02,-0.02
54,2021-04-01,-0.2,0.11,0.09
55,2021-04-13,15.33,-15.51,0.19
56,2021-04-17,-15.25,15.51,-0.26
57,2021-04-18,2.78,-2.91,0.13
58,2021-04-28,-1.29,1.33,-0.04
59,2021-06-22,-0.36,0.37,-0.01
60,2021-08-16,30.82,-30.76,-0.07
61,2021-10-15,7.69,-7.88,0.19
62,2022-02-22,-39.64,39.76,-0.12
63,2022-02-23,0.07,0.08,-0.14
64,2022-03-27,0.01,-0.01,0.0
65,2022-04-13,-0.07,-0.08,0.15
66,2022-05-05,-0.01,0.1,-0.1
67,2022-05-06,-0.02,0.0,0.02
68,2022-08-02,-0.02,0.01,0.01
69,2022-09-05,40.84,-40.91,0.06
70,2022-10-21,-40.78,40.89,-0.11
71,2023-01-17,0.0,-0.01,0.01
72,2023-03-13,-0.04,0.03,0.01
73,2023-03-19,0.02,-0.12,0.09
74,2023-03-29,0.0,0.1,-0.1
75,2023-04-03,-0.01,-0.09,0.1
76,2023-04-23,-0.01,0.03,-0.02
77,2023-07-22,-0.09,0.08,0.02
78,2023-08-21,35.98,-35.97,-0.02
79,2024-01-28,-34.09,34.07,0.02
80,2024-02-12,32.3,-32.4,0.1
81,2024-02-21,-11.97,12.85,-0.88
82,2024-03-18,-22.09,21.35,0.74
83,2024-04-12,-0.06,-0.05,0.1
84,2024-04-27,0.02,0.06,-0.08
85,2024-05-07,0.01,-0.01,-0.0
86,2024-05-17,0.01,-0.01,0.0
87,2024-06-26,-0.09,0.02,0.07
88,2024-06-28,0.06,0.1,-0.16
89,2024-07-11,-0.03,-0.06,0.09
90,2024-07-26,11.54,-11.67,0.13
91,2024-08-10,-11.59,11.73,-0.14
92,2024-08-25,0.17,0.0,-0.17
93,2024-09-04,42.49,-42.66,0.17
94,2024-09-08,-42.59,42.66,-0.07
