Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-07-02,5.76,115.26,6.0,120.0,276.16,7.48,279.6,320.76,8.4
,LE07,1999-09-04,-0.91,-18.12,-0.63,-12.64,-4.52,-0.72,7.12,601.44,0.2
,LE07,1999-12-25,-5.48,-109.56,-0.63,-12.64,213.36,-0.72,225.0,383.56,0.2
,LE07,2000-03-30,-0.92,-18.42,-0.63,-12.64,-4.6,-0.72,7.04,601.52,0.2
,LE07,2000-04-15,-0.53,-10.56,-0.63,-12.64,-1.32,0.2,9.4,598.24,1.12
,LE07,2000-05-01,-0.5,-9.92,-0.63,-12.64,-1.2,0.16,9.56,598.12,1.08
,LE07,2000-08-05,-6.0,-120.0,-0.63,-12.64,-10.8,-0.72,0.84,607.72,0.2
,LE07,2000-09-22,-6.0,-120.0,-0.63,-12.64,-10.8,-0.72,0.84,607.72,0.2
,LE07,2000-11-25,-0.92,-18.42,-0.63,-12.64,-4.6,-0.72,7.04,601.52,0.2
,LE07,2000-12-11,0.12,2.36,-0.68,-13.68,275.56,0.16,286.32,321.36,1.08
,LE07,2001-02-13,-6.0,-120.0,2.76,55.18,-10.8,0.12,0.0,607.72,1.04
,LE07,2001-08-24,-0.94,-18.74,-0.63,-12.64,291.92,-0.72,303.56,305.0,0.2
,LE07,2001-12-30,0.16,3.3,-6.0,-120.0,214.16,-0.92,226.0,382.76,0.0
,LE07,2002-05-07,-0.48,-9.6,0.34,6.72,111.16,3.04,119.04,485.76,3.96
,LE07,2002-08-27,-0.95,-19.06,0.21,4.16,248.08,2.28,256.72,348.84,3.2
,LE07,2002-10-14,-0.94,-18.74,0.18,3.52,217.36,1.88,226.4,379.56,2.8
,LE07,2002-10-30,-0.95,-19.06,-6.0,-120.0,-4.76,-0.92,7.08,601.68,0.0
,LE07,2003-01-02,-0.95,-19.06,-0.68,-13.68,-4.76,-0.72,6.88,601.68,0.2
,LE07,2003-02-19,-6.0,-120.0,-0.63,-12.64,-10.8,-0.72,0.84,607.72,0.2
,LE07,2003-03-23,-6.0,-120.0,0.95,18.94,-9.24,1.16,0.52,606.16,2.08
,LT05,2003-12-28,-6.0,-120.0,-0.63,-12.64,-10.8,-0.72,0.84,607.72,0.2
,LT05,2004-04-02,-0.04,-0.78,-0.68,-13.68,133.4,0.24,144.08,463.52,1.16
,LT05,2004-05-04,0.72,14.34,-0.63,-12.64,205.68,0.08,216.52,391.24,1.0
