,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,2001-09-09,0.0,0.0,-12.0,-17.34
1,2002-10-14,2.34,0.0,-9.66,-17.34
2,2003-08-22,1.94,0.0,-10.06,-17.34
3,2011-09-04,0.61,9.34,-11.39,-8.0
4,2013-08-08,27.96,6.94,15.96,-10.4
5,2013-09-02,14.42,6.14,2.42,-11.2
6,2014-05-07,-9.6,5.34,-21.6,-12.0
7,2014-07-10,22.76,4.28,10.76,-13.06
8,2015-08-23,-1.72,6.14,-13.72,-11.2
9,2016-03-18,30.89,8.54,18.89,-8.8
10,2016-09-10,-1.87,9.08,-13.87,-8.26
11,2016-10-28,28.55,9.88,16.55,-7.46
12,2017-09-20,36.33,8.54,24.33,-8.8
13,2018-12-15,7.06,5.08,-4.94,-12.26
14,2019-03-05,45.25,8.0,33.25,-9.34
15,2019-04-12,6.81,8.54,-5.19,-8.8
16,2019-04-19,48.15,8.28,36.15,-9.06
17,2019-05-04,44.48,7.2,32.48,-10.14
18,2019-05-09,30.97,5.6,18.97,-11.74
19,2019-05-24,22.04,6.4,10.04,-10.94
20,2019-06-28,28.46,4.8,16.46,-12.54
21,2019-10-21,1.03,8.0,-10.97,-9.34
22,2020-01-24,39.67,6.14,27.67,-11.2
23,2020-08-20,41.92,8.54,29.92,-8.8
24,2020-10-10,37.12,6.68,25.12,-10.66
25,2021-01-03,7.3,4.28,-4.7,-13.06
26,2021-10-15,43.18,5.08,31.18,-12.26
27,2022-01-03,42.69,6.94,30.69,-10.4
28,2022-01-08,30.46,3.74,18.46,-13.6
29,2022-03-18,42.34,9.08,30.34,-8.26
30,2022-03-27,34.46,8.0,22.46,-9.34
31,2022-05-05,33.06,6.68,21.06,-10.66
32,2022-07-09,4.63,8.8,-7.37,-8.54
33,2023-04-07,40.04,9.08,28.04,-8.26
34,2023-08-28,26.19,8.8,14.19,-8.54
35,2023-08-31,49.28,5.88,37.28,-11.46
36,2023-10-23,14.09,7.74,2.09,-9.6
37,2024-02-21,41.67,5.88,29.67,-11.46
38,2024-03-18,20.98,2.68,8.98,-14.66
39,2024-08-22,44.02,6.4,32.02,-10.94
40,2024-10-25,4.35,-138.34,-7.65,-155.68
41,2024-11-18,25.76,5.88,13.76,-11.46
42,2025-03-19,17.1,7.48,5.1,-9.86
43,2025-04-11,44.53,6.68,32.53,-10.66
44,2025-04-12,48.55,7.48,36.55,-9.86
45,2025-06-16,45.79,3.74,33.79,-13.6
