,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2000-10-29,0.0,0.0,0.0
1,2001-04-07,-0.87,0.64,0.24
2,2001-04-16,1.43,-0.96,-0.47
3,2002-10-19,-1.84,1.77,0.08
4,2004-11-01,5.69,-5.0,-0.69
5,2006-01-23,-3.25,2.93,0.32
6,2007-01-26,-0.6,0.23,0.38
7,2010-12-20,5.48,0.05,-5.54
8,2011-03-03,-6.29,-0.25,6.54
9,2013-08-31,2.94,-3.22,0.28
10,2014-10-12,3.31,-3.0,-0.31
11,2015-02-17,-4.82,4.41,0.41
12,2015-04-15,-1.5,1.77,-0.27
13,2015-05-01,-0.03,0.12,-0.09
14,2017-10-20,1.84,-1.68,-0.16
15,2018-05-16,0.2,-0.38,0.17
16,2018-06-10,-2.21,2.52,-0.31
17,2018-09-21,-0.3,-0.15,0.45
18,2018-12-28,6.52,-5.82,-0.7
19,2019-01-30,-6.53,5.43,1.1
20,2019-02-06,4.15,-4.11,-0.04
21,2019-02-19,-3.83,3.81,0.01
22,2019-03-16,1.96,-1.97,0.01
23,2019-04-05,-0.38,0.4,-0.02
24,2019-04-17,0.32,-0.01,-0.31
25,2019-10-17,1.66,-1.92,0.26
26,2019-11-06,-3.73,3.73,0.0
27,2020-01-15,5.39,-4.4,-0.99
28,2020-02-14,2.68,-3.57,0.88
29,2020-07-01,-7.45,8.07,-0.62
30,2020-09-19,3.7,-3.94,0.25
31,2020-10-12,-2.9,2.68,0.22
32,2021-01-14,0.58,-0.87,0.29
33,2021-02-03,5.39,-5.45,0.06
34,2021-09-01,-7.09,7.17,-0.08
35,2021-10-21,4.68,-4.69,0.01
36,2021-12-20,-3.88,4.55,-0.67
37,2021-12-25,3.86,-3.64,-0.22
38,2022-01-14,-4.2,3.5,0.7
39,2022-02-15,-0.1,-0.1,0.19
40,2022-02-23,4.4,-3.76,-0.64
41,2022-05-28,-2.54,2.9,-0.36
42,2022-06-25,-2.65,2.36,0.29
43,2022-09-08,2.05,-1.91,-0.14
44,2022-09-09,2.36,-2.48,0.12
45,2022-09-16,1.66,-1.0,-0.66
46,2022-11-10,-4.16,2.84,1.31
47,2022-12-27,5.5,-4.78,-0.71
48,2022-12-30,-4.76,4.55,0.22
49,2023-01-01,-0.23,0.48,-0.26
50,2023-01-09,27.38,-27.13,-0.25
51,2023-01-14,-20.94,22.63,-1.69
52,2023-02-13,2.08,-4.47,2.39
53,2023-02-23,-4.48,4.09,0.39
54,2023-03-05,-5.75,5.81,-0.05
55,2023-03-30,6.53,-6.61,0.08
56,2023-10-05,-2.5,2.82,-0.32
57,2023-11-10,-4.69,4.45,0.24
58,2023-11-20,3.52,-3.51,-0.01
59,2023-11-30,0.18,-0.2,0.02
60,2024-01-17,4.47,-4.27,-0.2
61,2024-02-18,-8.58,8.32,0.26
62,2024-03-19,4.23,-4.26,0.02
63,2024-04-23,-3.43,3.46,-0.03
64,2024-07-04,6.31,-5.54,-0.78
65,2024-08-05,-3.05,3.79,-0.74
66,2024-08-20,-0.69,0.38,0.31
67,2024-09-13,-0.75,0.54,0.22
68,2024-09-20,0.73,-0.77,0.03
69,2024-10-17,-2.18,1.22,0.96
70,2024-11-24,-1.26,1.23,0.03
71,2024-11-29,0.38,-0.38,0.0
