Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-09-22,6.0,120.0,0.69,13.84,15.36,2.36,19.04,738.76,8.36
,LE07,1999-10-24,2.52,50.42,0.64,12.82,8.12,1.96,12.2,746.0,7.96
,LE07,2001-01-05,0.93,18.62,0.64,12.82,4.4,2.0,8.44,749.72,8.0
,LE07,2001-04-27,0.65,12.94,0.8,15.9,336.76,2.32,340.48,417.36,8.32
,LE07,2001-09-11,0.74,14.7,0.69,13.84,2.16,2.4,5.8,751.96,8.4
,LE07,2001-09-18,0.88,17.64,0.69,13.84,3.08,2.24,6.88,751.04,8.24
,LE07,2001-10-04,0.71,14.12,0.64,12.82,1.84,1.88,6.0,752.28,7.88
,LE07,2002-02-25,6.0,120.0,0.64,12.82,15.12,2.0,19.16,739.0,8.0
,LE07,2002-08-20,6.0,120.0,0.64,12.82,196.2,1.84,200.4,557.92,7.84
,LE07,2002-10-23,-0.03,-0.58,0.64,12.82,-0.6,1.84,3.6,754.72,7.84
,LE07,2003-03-16,0.94,18.82,0.69,13.84,5.24,2.08,9.2,748.88,8.08
,LE07,2003-05-19,-0.91,-18.24,0.8,15.9,-4.16,1.12,0.76,758.28,7.12
,LT05,2004-01-22,0.82,16.48,0.64,12.82,3.04,2.2,6.88,751.08,8.2
,LT05,2004-02-23,0.62,12.36,0.64,12.82,354.48,2.28,358.24,399.64,8.28
,LT05,2004-04-20,0.47,9.42,0.69,13.84,1.6,2.48,5.16,752.52,8.48
,LT05,2004-10-20,0.09,1.76,0.64,12.82,0.64,2.24,4.44,753.48,8.24
,LT05,2004-12-16,-0.88,-17.64,0.8,15.9,190.12,1.32,194.84,564.0,7.32
,LT05,2005-08-29,0.91,18.24,0.64,12.82,3.6,2.2,7.44,750.52,8.2
,LT05,2006-01-27,6.0,120.0,0.69,13.84,15.28,2.48,18.84,738.84,8.48
,LT05,2006-02-12,6.0,120.0,0.69,13.84,318.84,2.04,322.84,435.28,8.04
,LT05,2007-01-30,6.0,120.0,0.69,13.84,13.96,2.04,17.96,740.16,8.04
,LT05,2011-10-24,6.0,120.0,0.64,12.82,16.2,2.24,20.0,737.92,8.24
,LC08,2013-06-16,-0.88,-17.64,0.8,15.9,-3.8,1.36,0.88,757.92,7.36
,LC08,2013-07-25,-0.91,-18.24,0.8,15.9,-3.84,1.28,0.92,757.96,7.28
,LC08,2013-10-29,0.94,18.82,0.69,13.84,3.52,2.08,7.48,750.6,8.08
,LC08,2013-11-30,6.0,120.0,0.69,13.84,15.28,2.36,18.96,738.84,8.36
,LC08,2014-02-27,6.0,120.0,0.69,13.84,15.96,2.28,19.72,738.16,8.28
,LC08,2014-09-07,6.0,120.0,0.69,13.84,16.32,2.28,20.08,737.8,8.28
,LC08,2015-01-04,0.97,19.42,0.69,13.84,10.32,2.08,14.28,743.8,8.08
,LC08,2016-03-27,-0.88,-17.64,0.8,15.9,-3.8,1.24,1.0,757.92,7.24
,LC08,2016-04-05,6.0,120.0,0.69,13.84,15.84,2.16,19.72,738.28,8.16
,LC08,2016-05-07,0.91,18.24,0.69,13.84,3.92,2.04,7.92,750.2,8.04
,LC08,2016-11-22,0.56,11.18,0.8,15.9,1.52,2.52,5.04,752.6,8.52
,LC08,2017-01-09,3.4,68.06,0.69,13.84,9.12,1.92,13.24,745.0,7.92
,LC08,2017-02-10,0.91,18.24,0.69,13.84,10.12,2.08,14.08,744.0,8.08
,LC08,2017-03-30,0.41,8.24,0.69,13.84,1.24,2.4,4.88,752.88,8.4
,LC08,2017-07-29,6.0,120.0,0.8,15.9,83.28,2.68,86.64,670.84,8.68
,LC08,2017-08-05,1.01,20.28,0.8,15.9,6.36,2.52,9.88,747.76,8.52
,LC08,2017-10-01,0.82,16.48,0.69,13.84,2.92,2.16,6.8,751.2,8.16
,LC08,2017-12-04,0.7,14.06,0.69,13.84,3.64,2.28,7.4,750.48,8.28
,LC08,2017-12-11,0.74,14.7,0.69,13.84,1.84,2.0,5.88,752.28,8.0
,LC08,2018-03-10,0.82,16.48,0.8,15.9,2.36,2.32,6.08,751.76,8.32
,S2,2018-07-05,0.44,8.82,0.8,15.9,1.16,2.48,4.72,752.96,8.48
,LC08,2018-08-24,0.65,12.94,0.8,15.9,2.32,2.48,5.88,751.8,8.48
,LC08,2018-10-27,0.12,2.36,0.8,15.9,0.44,2.6,3.88,753.68,8.6
,LC08,2018-11-05,6.0,120.0,0.69,13.84,16.16,2.36,19.84,737.96,8.36
,S2,2018-12-17,0.91,18.24,0.74,14.88,3.4,2.44,7.0,750.72,8.44
,S2,2018-12-22,6.0,120.0,0.59,11.8,16.6,2.52,20.12,737.52,8.52
,S2,2019-01-01,1.79,35.88,0.8,15.9,7.88,2.56,11.36,746.24,8.56
,S2,2019-01-16,6.0,120.0,0.8,15.9,117.04,2.52,120.56,637.08,8.52
,S2,2019-01-26,0.24,4.7,0.8,15.9,0.84,2.56,4.32,753.28,8.56
,S2,2019-01-31,1.53,30.54,0.28,5.64,7.08,1.36,11.76,747.04,7.36
,LC08,2019-02-16,6.0,120.0,0.8,15.9,14.64,2.24,18.44,739.48,8.24
,S2,2019-02-25,0.26,5.3,0.8,15.9,0.88,2.48,4.44,753.24,8.48
,LC08,2019-03-04,0.94,18.82,0.8,15.9,3.88,2.56,7.36,750.24,8.56
,LC08,2019-05-07,-0.91,-18.24,0.8,15.9,-3.96,1.16,0.92,758.08,7.16
,S2,2019-05-21,0.41,8.24,0.74,14.88,1.2,2.2,5.04,752.92,8.2
,S2,2019-05-26,0.5,9.94,0.85,16.92,25.28,2.76,28.56,728.84,8.76
,S2,2019-06-05,0.76,15.3,0.85,16.92,2.12,2.72,5.44,752.0,8.72
,S2,2019-06-15,1.62,32.48,0.8,15.9,9.72,2.28,13.48,744.4,8.28
,S2,2019-07-30,1.92,38.3,0.85,16.92,11.12,2.68,14.48,743.0,8.68
,S2,2019-08-04,0.06,1.18,0.85,16.92,0.64,2.68,4.0,753.48,8.68
,S2,2019-08-24,0.35,7.06,0.74,14.88,1.04,2.52,4.56,753.08,8.52
,S2,2019-09-18,0.62,12.36,0.74,14.88,1.56,2.4,5.2,752.56,8.4
,LC08,2019-10-30,0.38,7.64,0.69,13.84,1.28,2.4,4.92,752.84,8.4
,S2,2019-11-02,0.24,4.7,0.74,14.88,0.88,2.4,4.52,753.24,8.4
