,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,1999-10-04,0.0,0.0,0.0
1,1999-12-30,2.62,-3.77,1.15
2,2000-05-31,-2.41,3.56,-1.15
3,2000-09-04,-0.21,0.63,-0.42
4,2000-09-20,-0.52,-0.42,0.94
5,2000-09-27,2.72,-3.77,1.05
6,2001-02-27,1.15,-1.57,0.42
7,2001-03-22,-4.39,0.94,3.45
8,2001-04-16,1.15,4.39,-5.54
9,2001-05-02,0.31,-0.21,-0.1
10,2001-11-26,-1.36,0.21,1.15
11,2002-08-25,7.74,-1.57,-6.17
12,2002-10-28,-8.79,1.36,7.43
13,2003-01-07,6.28,-4.39,-1.88
14,2003-03-21,0.94,-0.63,-0.31
15,2004-01-27,-3.97,3.66,0.31
16,2004-05-02,-0.52,1.57,-1.05
17,2005-05-28,-1.36,-0.84,2.2
18,2005-09-10,4.5,-3.03,-1.46
19,2005-11-13,-4.39,3.87,0.52
20,2006-01-23,3.97,-3.24,-0.73
21,2008-10-27,3.56,-1.15,-2.41
22,2010-02-12,-2.51,0.73,1.78
23,2011-03-03,-3.77,3.66,0.1
24,2013-10-02,4.08,-4.18,0.1
25,2014-01-29,0.31,-0.21,-0.1
26,2014-04-12,0.0,0.31,-0.31
27,2014-05-05,-2.3,1.36,0.94
28,2014-08-18,1.78,2.51,-4.29
29,2014-09-19,-1.67,0.21,1.46
30,2014-11-29,-1.46,-0.84,2.3
31,2014-12-15,3.77,-3.56,-0.21
32,2014-12-31,-4.6,4.18,0.42
33,2015-01-16,2.72,-4.18,1.46
34,2016-03-07,-0.52,3.56,-3.03
35,2016-03-16,-0.73,1.26,-0.52
36,2017-04-04,4.29,-4.6,0.31
37,2017-04-20,-3.14,2.62,0.52
38,2017-09-27,1.78,-2.62,0.84
39,2018-12-26,1.57,-0.42,-1.15
40,2019-02-12,-0.42,-0.0,0.42
41,2019-03-08,0.0,0.0,0.0
42,2019-03-16,-2.72,0.73,1.99
43,2019-04-02,2.3,0.63,-2.93
44,2019-04-07,-0.21,-1.78,1.99
45,2019-04-12,0.31,1.99,-2.3
46,2019-04-17,-1.78,-1.05,2.82
47,2019-07-31,2.41,0.52,-2.93
48,2019-08-23,0.63,0.63,-1.26
49,2019-09-14,-0.21,-0.63,0.84
50,2019-09-17,-0.1,-1.05,1.15
51,2019-10-04,-0.63,1.67,-1.05
52,2019-11-23,-8.26,6.69,1.57
53,2019-11-28,8.26,-9.0,0.73
54,2019-12-03,-1.26,0.84,0.42
55,2020-02-16,0.42,1.88,-2.3
56,2020-04-03,-0.73,-0.73,1.46
57,2020-04-12,-1.99,-0.63,2.62
58,2020-06-15,-0.42,3.87,-3.45
59,2020-07-01,-0.21,0.0,0.21
60,2020-08-02,4.81,-3.97,-0.84
61,2020-09-23,-2.09,0.1,1.99
62,2020-10-23,-2.2,4.29,-2.09
63,2020-11-07,1.57,-1.26,-0.31
64,2020-11-12,1.67,-3.56,1.88
65,2020-12-27,1.05,0.94,-1.99
66,2021-01-11,-1.15,-0.1,1.26
67,2021-03-05,-3.35,-0.31,3.66
68,2021-03-12,4.08,0.1,-4.18
69,2021-05-11,0.42,0.42,-0.84
70,2021-08-29,-2.09,2.51,-0.42
71,2021-10-13,-1.99,1.26,0.73
72,2021-11-17,1.36,-1.26,-0.1
73,2021-11-27,-1.57,1.26,0.31
74,2021-12-12,-1.46,0.84,0.63
75,2022-01-26,-0.31,-2.2,2.51
76,2022-01-27,4.29,-3.45,-0.84
77,2022-01-28,0.52,0.21,-0.73
78,2022-02-13,0.0,0.0,0.0
79,2022-03-02,1.15,0.63,-1.78
80,2022-03-17,0.0,-1.26,1.26
81,2022-03-22,-1.26,-1.15,2.41
82,2022-03-24,-6.28,1.88,4.39
83,2022-04-10,0.31,4.08,-4.39
84,2022-04-17,2.93,-4.71,1.78
85,2022-04-26,0.73,4.71,-5.44
86,2022-05-01,3.45,-4.5,1.05
87,2022-05-04,-0.73,0.0,0.73
88,2022-05-20,-4.5,4.92,-0.42
89,2022-06-13,2.82,-0.63,-2.2
90,2022-09-13,3.35,-3.56,0.21
91,2022-11-04,-10.36,8.05,2.3
92,2022-11-20,6.69,-8.47,1.78
93,2022-11-27,2.41,0.63,-3.03
94,2022-12-06,-4.81,3.56,1.26
95,2022-12-13,2.93,-2.93,-0.0
96,2022-12-14,1.67,-2.09,0.42
97,2022-12-21,0.21,0.63,-0.84
98,2022-12-29,-0.73,1.15,-0.42
99,2022-12-30,-3.77,3.24,0.52
100,2023-01-01,1.05,-0.84,-0.21
101,2023-03-02,-3.14,3.56,-0.42
102,2023-03-07,6.49,-6.28,-0.21
103,2023-04-13,-8.47,3.97,4.5
