Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LT05,2003-10-07,-0.34,-6.74,-1.96,-39.14,-2.84,-4.44,16.04,1172.96,18.08
,LT05,2004-11-19,0.13,2.68,-3.45,-68.92,472.56,-16.12,503.12,697.56,6.4
,LC08,2013-05-11,0.79,15.82,0.09,1.72,30.12,0.96,43.6,1140.0,23.48
,LC08,2013-06-28,6.3,126.1,0.09,1.72,130.12,-0.52,145.08,1040.0,22.0
,LC08,2013-07-23,0.59,11.74,-1.93,-38.66,37.2,-4.2,55.84,1132.92,18.32
,LC08,2013-08-08,0.51,10.24,-1.88,-37.7,25.72,-4.12,44.28,1144.4,18.4
,LC08,2013-08-31,-0.24,-4.76,0.04,0.74,-2.24,-0.88,13.08,1172.36,21.64
,LC08,2013-10-02,0.0,0.0,-1.79,-35.82,9.08,-4.08,27.6,1161.04,18.44
,LC08,2013-11-19,0.94,18.84,-1.79,-35.82,33.52,-5.12,53.08,1136.6,17.4
,LC08,2014-01-22,-0.2,-4.06,0.01,0.24,3.52,0.72,17.24,1166.6,23.24
,LC08,2014-04-21,-0.44,-8.72,0.09,1.72,-5.04,0.68,8.72,1175.16,23.2
,LC08,2014-05-30,0.84,16.86,0.09,1.72,32.28,0.8,45.92,1137.84,23.32
,LC08,2014-08-02,-0.1,-1.98,0.01,0.24,-1.0,-0.4,13.84,1171.12,22.12
,LC08,2014-08-18,-0.67,-13.38,0.14,2.72,-8.04,0.52,5.88,1178.16,23.04
,LC08,2014-09-03,-0.61,-12.2,0.09,1.72,-7.4,0.32,6.72,1177.52,22.84
,LC08,2014-09-19,-0.44,-8.72,0.11,2.22,-4.96,0.48,9.0,1175.08,23.0
,LC08,2015-04-15,6.99,139.88,0.14,2.72,202.04,1.2,215.28,968.08,23.72
,LC08,2015-05-01,0.01,0.24,0.14,2.72,5.92,1.0,19.36,1164.2,23.52
,LC08,2015-06-27,0.9,18.02,0.09,1.72,67.4,1.04,80.8,1102.72,23.56
,LC08,2015-07-04,0.53,10.58,0.14,2.72,26.0,0.92,39.52,1144.12,23.44
,LC08,2015-08-21,-0.27,-5.34,-0.04,-0.74,0.6,0.6,14.44,1169.52,23.12
,LC08,2015-10-17,-0.14,-2.9,-1.79,-35.82,2.04,-2.56,19.04,1168.08,19.96
,LC08,2016-02-22,0.7,13.96,-1.88,-37.7,33.52,-2.8,50.76,1136.6,19.72
,LC08,2016-03-16,-0.67,-13.48,0.06,1.24,-4.92,0.56,8.96,1175.04,23.08
,LC08,2016-05-12,-0.76,-15.12,0.21,4.2,-8.72,0.8,4.92,1178.84,23.32
,LC08,2016-06-04,0.59,11.74,0.09,1.72,26.36,0.84,39.96,1143.76,23.36
,LC08,2016-09-08,6.85,137.06,-1.88,-37.7,161.08,-2.84,178.36,1009.04,19.68
,LC08,2016-10-26,-0.16,-3.26,-1.88,-37.7,0.08,-3.36,17.88,1170.04,19.16
,LC08,2016-11-27,-0.75,-15.0,-1.79,-35.82,-8.68,-3.0,8.76,1178.8,19.52
,LC08,2017-04-20,-0.31,-6.28,-0.04,-0.74,-3.88,0.72,9.84,1174.0,23.24
,LC08,2017-05-06,0.51,10.24,0.06,1.24,10.04,0.92,23.56,1160.08,23.44
,LC08,2017-06-07,0.94,18.72,-0.01,-0.24,238.44,0.32,252.56,931.68,22.84
,LC08,2017-07-09,0.73,14.66,0.06,1.24,27.04,0.44,41.04,1143.08,22.96
,LC08,2017-09-27,-0.6,-12.1,-1.79,-35.82,-7.36,-2.64,9.72,1177.48,19.88
