Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,2000-03-28,-0.95,-19.08,0.38,7.62,-12.24,7.16,52.72,216.76,21.8
,LT05,2005-04-19,-0.54,-10.76,-0.85,-16.96,-5.68,-7.56,74.0,210.2,7.08
,LT05,2006-08-12,-3.4,-67.9,0.82,16.38,-21.36,10.56,40.2,225.88,25.2
,LT05,2007-10-02,-1.71,-34.22,0.54,10.86,-14.2,7.64,50.28,218.72,22.28
,LT05,2011-09-11,-3.39,-67.8,0.76,15.24,-21.16,10.4,40.56,225.68,25.04
,LC08,2013-07-14,-1.57,-31.38,0.79,15.8,-12.84,13.16,46.12,217.36,27.8
,LC08,2014-05-30,-2.32,-46.4,4.07,81.44,-16.32,54.68,1.12,220.84,69.32
,LC08,2014-07-17,-2.47,-49.4,0.73,14.66,-17.68,10.24,44.2,222.2,24.88
,LC08,2017-06-07,-0.22,-4.3,0.65,12.96,-1.8,11.64,58.68,206.32,26.28
,LC08,2018-04-23,0.02,0.34,0.61,12.2,0.76,8.2,64.68,203.76,22.84
,LC08,2018-07-12,-0.78,-15.52,0.7,13.9,-7.08,13.4,51.64,211.6,28.04
,LC08,2018-11-17,-0.02,-0.46,-0.06,-1.14,-0.08,0.76,71.28,204.6,15.4
,LC08,2019-03-25,-0.8,-16.04,0.68,13.52,-7.36,9.2,55.56,211.88,23.84
,LC08,2020-07-17,-0.21,-4.16,0.84,16.76,2.92,20.92,54.12,201.6,35.56
,LC08,2021-05-17,-0.55,-11.02,0.82,16.38,-4.24,16.28,51.6,208.76,30.92
,LC08,2021-11-09,-1.77,-35.48,0.9,17.9,-14.8,26.96,30.36,219.32,41.6
,LC08,2022-08-08,-0.64,-12.88,0.78,15.62,-5.92,13.88,52.32,210.44,28.52
,LC08,2022-09-09,-1.51,-30.12,0.89,17.72,-12.24,22.84,37.04,216.76,37.48
,LC08,2023-01-15,-1.82,-36.38,0.78,15.62,-15.24,13.2,43.68,219.76,27.84
,LC08,2023-02-16,-0.75,-14.98,0.47,9.34,-8.56,9.48,54.08,213.08,24.12
,LC08,2023-03-20,-1.66,-33.22,0.85,16.96,-13.72,15.36,43.04,218.24,30.0
,LC09,2023-06-16,-2.33,-46.66,0.88,17.52,-16.44,19.28,36.4,220.96,33.92
,LC09,2023-10-22,-0.93,-18.54,0.69,13.72,-10.64,11.32,50.16,215.16,25.96
,LC08,2024-11-17,-4.69,-93.88,0.9,18.1,-26.76,24.48,20.88,231.28,39.12
