,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,2004-11-19,0.0,0.0,-81.99,-7.38
1,2013-07-23,60.54,13.12,-21.45,5.74
2,2013-10-11,88.07,17.36,6.08,9.98
3,2014-04-21,76.66,14.6,-5.33,7.22
4,2014-09-03,79.33,13.64,-2.66,6.26
5,2014-11-22,84.74,11.22,2.75,3.84
6,2015-02-26,97.62,12.34,15.63,4.96
7,2015-10-17,79.86,12.34,-2.13,4.96
8,2015-11-09,76.67,11.06,-5.32,3.68
9,2016-09-08,90.41,11.06,8.42,3.68
10,2017-01-30,89.52,10.1,7.53,2.72
11,2017-04-20,93.39,12.26,11.4,4.88
12,2017-05-06,95.89,16.14,13.9,8.76
13,2018-03-06,101.36,9.32,19.37,1.94
14,2018-04-16,80.78,13.3,-1.21,5.92
15,2018-05-02,79.29,12.18,-2.7,4.8
16,2018-05-18,70.92,14.5,-11.07,7.12
17,2018-07-28,79.98,13.3,-2.01,5.92
18,2018-09-07,97.63,9.84,15.64,2.46
19,2019-02-03,85.87,11.22,3.88,3.84
20,2019-03-03,93.12,8.8,11.13,1.42
21,2019-06-16,63.31,7.26,-18.68,-0.12
22,2019-10-03,91.73,12.0,9.74,4.62
23,2019-10-19,92.57,11.58,10.58,4.2
24,2020-01-19,93.43,14.86,11.44,7.48
25,2020-01-23,89.19,10.54,7.2,3.16
26,2020-09-23,30.06,15.28,-51.93,7.9
27,2020-10-05,90.69,13.72,8.7,6.34
28,2020-10-08,91.05,11.48,9.06,4.1
29,2020-11-22,97.32,14.94,15.33,7.56
30,2021-01-13,104.27,16.24,22.28,8.86
31,2021-02-20,98.97,11.4,16.98,4.02
32,2021-07-13,79.65,13.98,-2.34,6.6
33,2021-08-14,89.67,12.0,7.68,4.62
34,2021-09-06,89.45,14.24,7.46,6.86
35,2022-01-13,95.89,13.82,13.9,6.44
36,2022-05-05,99.1,14.5,17.11,7.12
37,2022-08-24,97.13,12.34,15.14,4.96
38,2022-09-09,88.12,14.68,6.13,7.3
39,2022-09-10,86.3,13.72,4.31,6.34
40,2022-10-19,84.2,13.12,2.21,5.74
41,2023-01-18,98.13,10.02,16.14,2.64
42,2023-02-12,104.56,6.48,22.57,-0.9
43,2023-02-25,104.57,5.44,22.58,-1.94
44,2023-03-17,91.72,14.34,9.73,6.96
45,2023-04-14,103.07,11.92,21.08,4.54
46,2023-04-29,97.44,12.96,15.45,5.58
47,2023-05-07,93.57,13.38,11.58,6.0
48,2023-06-12,96.3,11.14,14.31,3.76
49,2023-09-13,92.33,13.04,10.34,5.66
50,2023-11-02,92.83,12.0,10.84,4.62
51,2023-11-15,84.02,13.56,2.03,6.18
52,2023-11-17,101.8,22.02,19.81,14.64
53,2024-01-28,96.41,15.28,14.42,7.9
54,2024-02-12,96.6,17.1,14.61,9.72
55,2024-02-15,103.92,17.36,21.93,9.98
56,2024-02-22,88.27,16.84,6.28,9.46
57,2024-03-06,90.59,17.54,8.6,10.16
58,2024-04-16,93.47,18.14,11.48,10.76
59,2024-08-05,90.94,15.54,8.95,8.16
60,2024-08-29,95.37,15.2,13.38,7.82
61,2024-09-07,84.82,17.18,2.83,9.8
62,2024-09-23,89.59,16.84,7.6,9.46
63,2024-10-24,92.4,15.72,10.41,8.34
64,2024-11-11,89.75,16.14,7.76,8.76
