,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,2002-01-22,0.0,0.0,3.13,-11.1
1,2003-01-16,8.4,0.36,11.53,-10.74
2,2006-07-27,4.36,5.72,7.49,-5.38
3,2006-09-29,-12.03,7.88,-8.9,-3.22
4,2006-12-11,23.62,15.98,26.75,4.88
5,2007-10-02,18.35,8.32,21.48,-2.78
6,2009-01-24,7.59,10.42,10.72,-0.68
7,2011-03-12,-10.05,4.04,-6.92,-7.06
8,2011-09-04,-20.04,10.2,-16.91,-0.9
9,2013-05-11,9.1,13.16,12.23,2.06
10,2013-08-31,-9.0,11.86,-5.87,0.76
11,2013-10-02,1.06,11.86,4.19,0.76
12,2013-10-27,-19.89,12.8,-16.76,1.7
13,2013-11-12,-1.44,12.58,1.69,1.48
14,2013-11-28,4.25,11.58,7.38,0.48
15,2013-12-05,-5.46,15.62,-2.33,4.52
16,2014-01-06,-23.58,11.86,-20.45,0.76
17,2014-02-07,-4.66,9.76,-1.53,-1.34
18,2014-02-23,-10.09,8.38,-6.96,-2.72
19,2014-05-30,7.73,15.18,10.86,4.08
20,2014-09-19,-20.58,12.8,-17.45,1.7
21,2015-12-20,-0.56,15.98,2.57,4.88
22,2017-03-03,-18.26,14.02,-15.13,2.92
23,2017-04-20,-25.22,14.9,-22.09,3.8
24,2017-08-03,-5.62,12.3,-2.49,1.2
25,2018-02-27,11.08,16.7,14.21,5.6
26,2018-12-28,-14.6,16.92,-11.47,5.82
27,2019-02-11,-3.2,21.04,-0.07,9.94
28,2019-02-13,-1.25,20.9,1.88,9.8
29,2019-02-14,1.84,19.96,4.97,8.86
30,2019-02-26,-1.83,18.88,1.3,7.78
31,2019-03-05,23.98,26.1,27.11,15.0
32,2019-03-13,0.11,16.42,3.24,5.32
33,2019-03-23,2.93,20.98,6.06,9.88
34,2019-04-17,18.68,21.56,21.81,10.46
35,2019-05-04,15.64,23.08,18.77,11.98
36,2019-05-28,-4.05,19.88,-0.92,8.78
37,2019-10-26,10.13,19.1,13.26,8.0
38,2019-11-03,-8.23,19.6,-5.1,8.5
39,2019-11-23,10.09,18.52,13.22,7.42
40,2019-12-22,4.57,19.46,7.7,8.36
41,2020-01-02,-15.47,19.96,-12.34,8.86
42,2020-01-17,-10.41,18.58,-7.28,7.48
43,2020-01-22,19.41,20.1,22.54,9.0
44,2020-01-24,14.78,21.7,17.91,10.6
45,2020-01-27,-0.68,23.28,2.45,12.18
46,2020-03-07,29.13,12.66,32.26,1.56
47,2020-04-21,9.27,15.04,12.4,3.94
48,2020-08-19,-63.13,18.08,-60.0,6.98
49,2020-10-03,10.17,20.1,13.3,9.0
50,2020-10-23,-6.63,18.88,-3.5,7.78
51,2020-11-14,19.42,17.42,22.55,6.32
52,2020-12-17,-5.33,19.52,-2.2,8.42
53,2020-12-19,0.92,20.18,4.05,9.08
54,2021-02-02,-6.6,17.28,-3.47,6.18
55,2021-02-12,10.1,20.9,13.23,9.8
56,2021-02-19,0.88,16.12,4.01,5.02
57,2021-02-27,18.14,19.82,21.27,8.72
58,2021-03-24,18.99,20.26,22.12,9.16
59,2021-10-15,9.5,16.64,12.63,5.54
60,2021-11-18,12.83,20.54,15.96,9.44
61,2021-12-19,7.79,21.92,10.92,10.82
62,2022-01-01,13.73,17.5,16.86,6.4
63,2022-01-03,13.65,23.72,16.78,12.62
64,2022-01-04,4.83,23.08,7.96,11.98
65,2022-01-12,12.09,19.38,15.22,8.28
66,2022-01-20,-7.82,22.86,-4.69,11.76
67,2022-02-21,-12.43,17.36,-9.3,6.26
68,2022-02-25,3.28,15.7,6.41,4.6
69,2022-09-09,7.72,18.58,10.85,7.48
70,2022-10-04,-1.52,15.76,1.61,4.66
71,2022-10-15,0.39,16.42,3.52,5.32
72,2022-10-23,24.17,19.1,27.3,8.0
73,2022-10-25,13.17,20.1,16.3,9.0
74,2022-11-13,-7.81,18.36,-4.68,7.26
75,2022-12-19,13.71,18.22,16.84,7.12
76,2022-12-22,13.47,17.14,16.6,6.04
77,2023-01-07,4.77,19.82,7.9,8.72
78,2023-01-13,-1.61,18.36,1.52,7.26
79,2023-01-24,-8.42,18.88,-5.29,7.78
80,2023-03-07,11.04,16.86,14.17,5.76
81,2023-05-24,-13.19,13.46,-10.06,2.36
82,2023-06-10,-5.75,14.46,-2.62,3.36
83,2023-07-26,-33.34,11.72,-30.21,0.62
84,2023-09-05,0.96,14.68,4.09,3.58
85,2023-11-04,-13.2,15.12,-10.07,4.02
86,2023-11-12,4.85,14.6,7.98,3.5
87,2024-02-04,-11.94,14.82,-8.81,3.72
88,2024-04-23,5.1,17.14,8.23,6.04
89,2024-05-18,-26.49,14.82,-23.36,3.72
90,2024-07-04,1.14,13.24,4.27,2.14
91,2024-07-11,7.99,14.76,11.12,3.66
92,2024-07-29,-12.56,12.88,-9.43,1.78
93,2024-09-23,-8.56,16.56,-5.43,5.46
94,2024-10-22,-15.87,16.12,-12.74,5.02
95,2024-11-18,-4.21,17.64,-1.08,6.54
