,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,2002-10-30,0.0,0.0,9.26,-3.2
1,2003-10-16,4.88,2.4,14.14,-0.8
2,2003-11-17,3.92,3.2,13.18,0.0
3,2005-05-23,-191.76,-5.6,-182.5,-8.8
4,2006-07-13,-26.34,-7.2,-17.08,-10.4
5,2006-09-15,4.88,1.6,14.14,-1.6
6,2006-12-11,-2.92,-0.8,6.34,-4.0
7,2010-10-03,33.98,4.0,43.24,0.8
8,2013-10-27,7.82,1.6,17.08,-1.6
9,2013-11-28,14.12,-0.8,23.38,-4.0
10,2013-12-14,5.86,1.6,15.12,-1.6
11,2014-02-09,7.82,5.6,17.08,2.4
12,2014-02-25,6.84,-0.8,16.1,-4.0
13,2014-03-20,5.86,8.8,15.12,5.6
14,2014-09-28,5.86,5.6,15.12,2.4
15,2014-10-14,7.82,4.0,17.08,0.8
16,2015-01-02,2.94,1.6,12.2,-1.6
17,2015-02-12,7.82,0.0,17.08,-3.2
18,2015-09-24,7.82,10.4,17.08,7.2
19,2015-11-18,0.94,-0.8,10.2,-4.0
20,2015-12-04,6.84,1.6,16.1,-1.6
21,2016-01-05,6.84,-1.6,16.1,-4.8
22,2016-01-30,7.82,0.0,17.08,-3.2
23,2016-02-06,9.76,-1.6,19.02,-4.8
24,2016-10-19,-2.92,4.0,6.34,0.8
25,2016-11-20,7.82,4.0,17.08,0.8
26,2017-02-08,2.94,0.0,12.2,-3.2
27,2017-03-21,7.82,5.6,17.08,2.4
28,2017-08-03,7.82,9.6,17.08,6.4
29,2017-09-13,7.82,10.4,17.08,7.2
30,2017-10-15,6.84,11.2,16.1,8.0
31,2018-03-08,7.82,0.0,17.08,-3.2
32,2018-11-03,4.88,7.2,14.14,4.0
33,2019-02-18,3.92,0.8,13.18,-2.4
34,2019-03-30,7.82,4.8,17.08,1.6
35,2019-08-17,-1.94,8.8,7.32,5.6
36,2019-09-11,3.92,6.4,13.18,3.2
37,2019-09-19,6.84,5.6,16.1,2.4
38,2019-09-26,-5.84,2.4,3.42,-0.8
39,2019-10-05,7.82,9.6,17.08,6.4
40,2019-10-11,-10.72,4.8,-1.46,1.6
41,2019-10-31,-9.74,0.0,-0.48,-3.2
42,2019-11-29,0.98,4.0,10.24,0.8
43,2020-02-13,0.98,-5.6,10.24,-8.8
44,2020-02-18,4.88,1.6,14.14,-1.6
45,2020-02-23,0.98,-3.2,10.24,-6.4
46,2020-02-28,0.0,4.0,9.26,0.8
47,2020-03-04,6.84,-0.8,16.1,-4.0
48,2020-03-14,5.86,-0.8,15.12,-4.0
49,2020-03-19,3.92,-3.2,13.18,-6.4
50,2020-03-29,4.88,-2.4,14.14,-5.6
51,2020-04-03,7.82,0.8,17.08,-2.4
52,2020-04-13,4.88,4.0,14.14,0.8
53,2020-04-23,-2.92,8.0,6.34,4.8
54,2020-04-28,7.82,3.2,17.08,0.0
55,2020-04-30,7.82,0.8,17.08,-2.4
56,2020-06-01,6.84,12.8,16.1,9.6
57,2020-07-19,3.92,7.2,13.18,4.0
58,2020-08-11,7.82,5.6,17.08,2.4
59,2020-08-16,7.82,3.2,17.08,0.0
60,2020-09-15,-12.68,7.2,-3.42,4.0
61,2020-09-30,-4.86,3.2,4.4,0.0
62,2020-10-15,-4.86,4.0,4.4,0.8
63,2020-10-20,-8.78,0.0,0.48,-3.2
64,2020-12-14,1.96,7.2,11.22,4.0
65,2021-02-03,7.82,-2.4,17.08,-5.6
66,2021-02-12,-26.34,4.0,-17.08,0.8
67,2021-02-17,7.82,-0.8,17.08,-4.0
68,2021-03-04,2.94,6.4,12.2,3.2
69,2021-03-07,6.84,2.4,16.1,-0.8
70,2021-03-19,6.84,0.0,16.1,-3.2
71,2021-04-03,7.82,0.0,17.08,-3.2
72,2021-04-23,3.92,7.2,13.18,4.0
73,2021-04-28,-10.72,7.2,-1.46,4.0
74,2021-05-03,7.82,8.8,17.08,5.6
75,2021-05-19,7.82,3.2,17.08,0.0
76,2021-06-07,-9.74,6.4,-0.48,3.2
77,2021-08-31,7.82,1.6,17.08,-1.6
78,2021-09-30,7.82,4.0,17.08,0.8
79,2021-10-15,6.84,0.0,16.1,-3.2
80,2021-10-30,3.92,6.4,13.18,3.2
81,2022-01-03,-6.82,0.8,2.44,-2.4
82,2022-01-13,-0.96,0.8,8.3,-2.4
83,2022-01-28,7.82,2.4,17.08,-0.8
84,2022-02-07,7.82,-4.0,17.08,-7.2
85,2022-02-23,7.82,-0.8,17.08,-4.0
86,2022-03-02,-3.9,8.0,5.36,4.8
87,2022-03-26,7.82,4.0,17.08,0.8
88,2022-03-27,6.84,8.0,16.1,4.8
89,2022-04-03,-8.78,4.0,0.48,0.8
90,2022-05-05,6.84,4.0,16.1,0.8
91,2022-05-30,-26.34,2.4,-17.08,-0.8
92,2022-10-05,7.82,6.4,17.08,3.2
93,2022-10-13,,1.6,,-1.6
94,2022-11-06,,12.8,,9.6
95,2022-11-14,4.88,6.4,14.14,3.2
96,2022-11-24,,8.0,,4.8
97,2022-12-04,-7.8,4.8,1.46,1.6
98,2023-01-18,6.84,0.8,16.1,-2.4
99,2023-02-10,5.86,10.4,15.12,7.2
100,2023-03-05,,8.8,,5.6
101,2023-03-06,,6.4,,3.2
102,2023-03-09,,4.8,,1.6
103,2023-03-14,7.82,5.6,17.08,2.4
104,2023-03-29,7.82,1.6,17.08,-1.6
105,2023-04-03,1.96,7.2,11.22,4.0
106,2023-08-13,,12.8,,9.6
107,2023-08-16,,4.0,,0.8
108,2023-08-21,8.78,4.0,18.04,0.8
109,2023-09-14,,12.0,,8.8
110,2023-10-24,6.84,8.0,16.1,4.8
111,2023-10-30,-1.94,6.4,7.32,3.2
112,2023-10-31,,4.8,,1.6
113,2023-11-25,4.88,8.8,14.14,5.6
114,2023-12-10,26.08,4.8,35.34,1.6
115,2024-01-20,7.82,5.6,17.08,2.4
116,2024-02-12,3.92,1.6,13.18,-1.6
117,2024-02-27,,4.0,,0.8
118,2024-03-18,7.82,0.0,17.08,-3.2
119,2024-03-28,-2.92,0.8,6.34,-2.4
120,2024-04-17,7.82,5.6,17.08,2.4
121,2024-04-27,3.92,0.8,13.18,-2.4
122,2024-05-02,7.82,1.6,17.08,-1.6
123,2024-08-31,,7.2,,4.0
124,2024-09-04,,11.2,,8.0
125,2024-09-23,6.84,4.0,16.1,0.8
126,2024-09-29,3.92,0.0,13.18,-3.2
127,2024-10-10,12.8,0.0,22.06,-3.2
