Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-10-15,0.36,7.28,-0.72,-14.36,8.2,-44.64,86.24,457.12,528.32
,LE07,1999-11-16,0.36,7.12,-0.67,-13.34,4.72,-44.72,82.84,460.6,528.24
,LE07,2001-02-06,-0.13,-2.52,-0.95,-18.92,-6.04,-404.4,431.76,471.36,168.56
,LE07,2001-09-02,-0.02,-0.38,-0.91,-18.26,-3.8,-57.8,87.4,469.12,515.16
,LE07,2001-11-05,0.45,8.96,-0.84,-16.74,13.32,-50.52,97.24,452.0,522.44
,LE07,2001-12-30,-0.51,-10.2,-0.68,-13.58,-11.08,-40.0,62.32,476.4,532.96
,LE07,2002-02-16,0.42,8.5,-0.64,-12.7,9.56,-30.36,73.32,455.76,542.6
,LE07,2002-02-25,-0.06,-1.3,-0.65,-13.08,-4.12,-30.64,59.92,469.44,542.32
,LE07,2002-09-12,0.53,10.66,-0.92,-18.46,11.44,-49.76,94.6,453.88,523.2
,LE07,2002-10-30,0.48,9.58,-0.88,-17.56,9.84,-44.28,87.52,455.48,528.68
,LE07,2002-12-01,0.01,0.22,-0.73,-14.68,-1.24,-44.76,76.92,466.56,528.2
,LE07,2003-03-16,-0.38,-7.58,-5.9,-118.06,-7.0,-426.28,452.68,472.32,146.68
,LT05,2004-09-18,0.07,1.46,-0.82,-16.48,3.52,-33.04,69.96,461.8,539.92
,LT05,2007-09-18,0.81,16.16,-0.93,-18.52,14.6,-32.92,80.92,450.72,540.04
,LT05,2010-10-12,3.43,68.58,-0.74,-14.74,18.92,-16.0,68.32,446.4,556.96
,LC08,2014-08-29,0.93,18.62,0.12,2.38,16.64,3.84,46.2,448.68,576.8
,LC08,2014-09-30,0.98,19.54,0.25,5.06,20.12,7.08,46.44,445.2,580.04
,LC08,2015-09-24,0.92,18.32,0.42,8.4,13.28,9.64,37.04,452.04,582.6
,LC08,2016-04-12,3.55,70.92,0.44,8.84,22.08,11.8,43.68,443.24,584.76
,LC08,2016-10-21,3.63,72.58,0.1,1.98,22.24,2.84,52.8,443.0,575.8
,LC08,2017-10-15,0.56,11.12,0.5,10.0,4.92,7.32,31.0,460.4,580.28
,LC08,2018-03-17,0.49,9.74,-0.01,-0.2,5.44,-3.92,42.76,459.88,569.04
,LC08,2018-09-09,0.53,10.66,0.19,3.78,4.68,1.4,36.68,460.64,574.36
,S2,2018-10-18,3.65,72.94,0.06,1.28,24.76,2.84,55.32,440.56,575.8
,S2,2018-12-27,0.98,19.54,-0.07,-1.34,23.88,-4.92,62.2,441.44,568.04
,S2,2019-01-21,0.42,8.5,-0.92,-18.34,4.4,-287.8,325.6,460.92,285.16
,S2,2019-02-10,3.65,72.94,-0.96,-19.16,24.32,-350.56,408.28,441.0,222.4
,S2,2019-02-25,3.67,73.44,-0.96,-19.1,25.28,-351.56,410.24,440.04,221.4
,S2,2019-03-02,0.98,19.54,-3.04,-60.88,20.68,-378.08,432.16,444.64,194.88
,S2,2019-03-17,0.95,19.08,-0.9,-18.02,18.32,-93.96,145.68,447.0,479.0
,LC08,2019-03-20,0.52,10.34,-0.05,-0.96,5.36,-1.44,40.2,459.92,571.52
,S2,2019-03-22,0.56,11.26,-0.85,-17.06,6.24,-64.2,103.84,457.4,508.76
,S2,2019-03-27,3.4,67.9,-0.72,-14.42,20.88,-52.72,107.0,444.44,520.24
,S2,2019-04-16,0.9,18.0,0.02,0.38,15.12,0.44,48.08,450.2,573.4
,S2,2019-09-18,0.51,10.2,0.02,0.32,8.24,0.16,41.48,457.08,573.12
