Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-09-29,-0.57,-11.38,0.21,4.16,-9.72,-72.96,120.28,723.96,318.04
,LE07,1999-10-24,0.15,3.0,0.2,3.98,-3.6,-55.8,109.24,717.84,335.2
,LE07,2000-02-04,-0.1,-1.96,0.16,3.12,-5.08,-52.96,104.92,719.32,338.04
,LE07,2000-03-16,0.54,10.84,0.16,3.3,10.68,-60.12,127.84,703.56,330.88
,LE07,2000-09-15,-0.71,-14.24,0.2,4.06,-10.28,-76.84,123.6,724.52,314.16
,LE07,2000-12-04,0.16,3.26,0.06,1.16,-1.72,-96.6,151.92,715.96,294.4
,LE07,2001-01-05,0.54,10.84,0.04,0.9,16.16,-70.32,143.52,698.08,320.68
,LE07,2001-04-20,0.83,16.6,0.2,4.06,14.72,-71.32,143.08,699.52,319.68
,LE07,2001-09-11,0.65,12.94,0.25,4.92,11.52,-89.92,158.48,702.72,301.08
,LE07,2001-09-18,0.29,5.88,0.25,4.92,-4.12,-86.48,139.4,718.36,304.52
,LE07,2001-09-27,0.83,16.6,0.19,3.82,27.48,-119.2,203.72,686.76,271.8
,LE07,2002-02-09,0.33,6.66,0.08,1.58,9.6,-66.12,132.76,704.64,324.88
,LE07,2002-02-25,0.57,11.38,0.02,0.3,13.48,-66.24,136.76,700.76,324.76
,LE07,2002-04-07,0.71,14.24,0.1,2.02,18.48,-57.0,132.52,695.76,334.0
,LE07,2002-08-29,0.18,3.52,0.18,3.56,2.04,-70.48,129.56,712.2,320.52
,LE07,2002-11-17,0.08,1.7,0.06,1.16,0.48,-66.4,123.92,713.76,324.6
,LE07,2002-12-26,0.2,4.06,-0.01,-0.12,4.84,-64.08,125.96,709.4,326.92
,LE07,2003-02-21,0.05,0.92,0.15,3.04,-0.92,-31.88,88.0,715.16,359.12
,LE07,2003-03-16,0.41,8.24,0.06,1.16,11.56,-63.16,131.76,702.68,327.84
,LE07,2003-04-01,0.22,4.32,0.2,3.9,6.68,-57.72,121.44,707.56,333.28
,LT05,2003-11-28,-0.07,-1.44,0.09,1.76,-6.8,-71.96,122.2,721.04,319.04
,LT05,2003-12-30,0.18,3.52,-0.21,-4.24,11.2,-70.68,138.92,703.04,320.32
,LT05,2004-03-19,0.11,2.22,0.11,2.18,6.92,-48.08,112.04,707.32,342.92
,LT05,2004-10-20,0.12,2.48,-0.09,-1.84,7.36,-129.96,194.36,706.88,261.04
,LT05,2005-01-24,0.19,3.8,-0.08,-1.68,5.24,-67.2,129.48,709.0,323.8
,LT05,2005-02-18,0.15,3.0,-0.27,-5.36,12.48,-76.48,146.0,701.76,314.52
,LT05,2005-08-29,0.31,6.14,0.16,3.22,41.92,-104.32,203.28,672.32,286.68
,LT05,2006-01-27,0.2,4.06,-0.24,-4.84,3.6,-40.6,101.24,710.64,350.4
,LT05,2006-02-05,0.1,1.96,-0.21,-4.24,-3.56,-43.52,97.0,717.8,347.48
,LT05,2006-02-28,0.07,1.44,0.1,1.92,-9.04,-58.16,106.16,723.28,332.84
,LT05,2006-03-09,0.26,5.1,-0.04,-0.82,34.8,-41.4,133.24,679.44,349.6
,LT05,2006-04-26,0.24,4.84,0.26,5.18,4.44,-36.44,97.92,709.8,354.56
,LT05,2006-09-17,0.49,9.8,0.08,1.68,62.8,-105.56,225.4,651.44,285.44
,LT05,2006-10-10,0.06,1.18,0.14,2.7,-13.36,-91.36,135.04,727.6,299.64
,LT05,2007-01-30,0.23,4.58,-0.18,-3.56,22.04,-59.32,138.4,692.2,331.68
,LT05,2007-02-08,0.07,1.44,0.02,0.3,-8.32,-26.08,74.8,722.56,364.92
,LT05,2011-03-07,0.03,0.66,-0.14,-2.7,-2.04,-54.68,109.68,716.28,336.32
,LT05,2011-10-24,0.65,12.94,-0.1,-2.1,43.64,-138.52,239.2,670.6,252.48
,LC08,2013-04-29,0.1,1.96,0.38,7.66,-0.04,-12.44,69.44,714.28,378.56
,LC08,2013-08-26,0.08,1.7,0.36,7.16,-0.72,-11.76,68.08,714.96,379.24
,LC08,2014-01-10,0.39,7.72,-0.19,-3.82,42.2,-16.64,115.88,671.88,374.36
,LC08,2014-09-14,0.1,1.96,0.35,7.06,-0.64,-10.92,67.32,714.88,380.08
,LC08,2014-11-26,0.01,0.14,0.44,8.86,-2.84,-23.04,77.24,717.08,367.96
,LC08,2015-07-15,0.14,2.74,0.63,12.54,-3.4,7.16,46.48,717.64,398.16
,LC08,2015-08-09,0.33,6.66,0.39,7.76,25.64,3.56,79.12,688.6,394.56
