,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,1999-09-29,0.0,0.0,0.0
1,1999-10-24,-0.95,-0.53,1.48
2,2000-02-04,-0.37,0.13,0.24
3,2000-03-16,1.97,-1.36,-0.62
4,2000-09-15,-0.36,1.8,-1.44
5,2000-12-04,2.44,-0.74,-1.7
6,2001-01-05,-0.72,-1.54,2.26
7,2001-04-20,-0.04,0.12,-0.09
8,2001-09-11,1.32,0.28,-1.6
9,2001-09-18,-1.64,1.35,0.3
10,2001-09-27,5.53,-2.72,-2.82
11,2002-02-09,-6.11,1.54,4.57
12,2002-02-25,0.34,-0.33,-0.01
13,2002-04-07,-0.36,-0.43,0.79
14,2002-08-29,-0.25,1.41,-1.16
15,2002-11-17,-0.49,0.13,0.35
16,2002-12-26,0.18,-0.38,0.2
17,2003-02-21,-3.27,0.5,2.77
18,2003-03-16,3.77,-1.07,-2.69
19,2003-04-01,-0.89,0.42,0.47
20,2003-11-28,0.07,1.16,-1.23
21,2003-12-30,1.44,-1.55,0.11
22,2004-03-19,-2.31,0.37,1.94
23,2004-10-20,7.08,-0.04,-7.04
24,2005-01-24,-5.58,0.18,5.4
25,2005-02-18,1.42,-0.62,-0.8
26,2005-08-29,4.93,-2.53,-2.4
27,2006-01-27,-8.78,3.3,5.48
28,2006-02-05,-0.36,0.62,-0.25
29,2006-02-28,0.79,0.47,-1.26
30,2006-03-09,2.33,-3.77,1.44
31,2006-04-26,-3.04,2.61,0.43
32,2006-09-17,10.97,-5.02,-5.95
33,2006-10-10,-7.77,6.55,1.22
34,2007-01-30,0.29,-3.05,2.76
35,2007-02-08,-5.47,2.61,2.86
36,2011-03-07,3.0,-0.54,-2.46
37,2011-10-24,11.14,-3.93,-7.21
38,2013-04-29,-14.61,3.76,10.85
39,2013-08-26,-0.12,0.06,0.06
40,2014-01-10,4.11,-3.7,-0.42
41,2014-09-14,-4.18,3.69,0.49
42,2014-11-26,0.85,0.19,-1.04
43,2015-07-15,-2.65,0.05,2.6
44,2015-08-09,2.81,-2.5,-0.31
45,2015-08-25,0.94,-1.04,0.09
46,2015-09-26,3.03,-1.92,-1.11
47,2015-11-13,-5.94,5.79,0.15
48,2016-11-22,3.57,-1.89,-1.68
49,2016-12-24,-3.06,0.98,2.08
50,2017-01-25,0.83,-0.77,-0.06
51,2017-12-20,-2.28,1.63,0.65
52,2018-01-12,2.63,-1.78,-0.85
53,2018-09-09,-1.6,0.84,0.76
54,2019-01-11,0.3,0.27,-0.57
55,2019-02-15,1.74,-0.96,-0.78
56,2019-02-25,-1.65,0.71,0.94
57,2019-03-02,1.34,-0.86,-0.48
58,2019-03-04,-1.19,0.75,0.44
59,2019-04-01,0.35,-0.7,0.35
60,2019-04-06,-0.64,0.82,-0.17
61,2019-04-26,0.36,-0.77,0.41
62,2019-05-01,0.58,-0.48,-0.1
63,2019-05-16,1.03,-0.92,-0.11
64,2019-06-01,-2.08,1.9,0.17
65,2019-08-29,1.68,-1.98,0.3
66,2019-09-21,-1.55,1.91,-0.36
67,2019-10-08,0.44,-0.8,0.36
68,2019-11-02,-0.73,1.2,-0.47
69,2019-11-22,2.3,-1.78,-0.52
70,2020-01-06,-1.11,1.25,-0.13
71,2020-02-03,-0.1,-0.09,0.19
72,2020-02-10,0.66,0.74,-1.4
73,2020-03-11,-1.46,0.09,1.37
74,2020-03-31,0.13,-0.69,0.56
75,2020-07-21,-0.81,0.75,0.06
76,2020-08-13,1.21,-1.07,-0.14
77,2020-09-12,0.79,-0.79,-0.01
78,2020-10-16,-1.59,1.61,-0.02
79,2020-11-11,3.2,-2.91,-0.29
80,2020-12-01,-2.94,3.0,-0.07
81,2020-12-12,1.84,-1.5,-0.34
82,2020-12-16,-1.9,1.88,0.02
83,2020-12-31,0.52,-0.21,-0.32
84,2021-01-10,1.2,-1.72,0.52
85,2021-01-25,0.06,0.18,-0.24
86,2021-02-19,-0.92,0.63,0.29
87,2021-03-11,0.03,-0.02,-0.01
88,2021-03-25,1.07,-1.22,0.15
89,2021-04-05,0.65,-0.52,-0.14
90,2021-04-15,-2.71,2.53,0.18
91,2021-09-01,1.35,-1.48,0.14
92,2021-09-17,0.51,-0.4,-0.11
93,2021-10-19,-1.7,1.52,0.19
94,2021-10-28,-0.97,0.29,0.69
95,2021-12-30,3.26,-2.01,-1.25
96,2021-12-31,0.97,-0.28,-0.69
97,2022-01-10,-2.38,1.73,0.65
98,2022-04-14,-1.07,0.42,0.65
99,2022-04-22,-0.87,0.7,0.18
100,2022-08-20,1.82,-2.01,0.19
101,2022-08-27,-1.43,1.49,-0.07
102,2022-10-06,4.11,-4.12,0.02
103,2022-10-07,0.07,-0.11,0.04
104,2022-10-22,-1.35,1.2,0.15
105,2022-12-26,-3.69,4.49,-0.8
106,2023-01-20,2.71,-2.79,0.08
107,2023-02-09,-2.58,2.24,0.35
108,2023-02-28,1.87,-1.86,-0.01
109,2023-03-06,-1.09,1.24,-0.14
110,2023-03-21,0.94,-1.11,0.18
111,2023-03-23,-1.37,1.89,-0.52
112,2023-04-08,-0.89,0.2,0.69
113,2023-05-15,4.87,-4.72,-0.14
114,2023-07-14,-0.89,0.78,0.11
115,2023-08-08,-2.13,2.11,0.02
116,2023-08-15,-0.8,0.71,0.09
117,2023-08-23,0.17,-0.04,-0.12
118,2023-08-28,5.81,-5.73,-0.09
119,2023-09-07,-5.04,4.81,0.23
120,2023-09-08,1.46,-1.24,-0.22
121,2023-09-15,-2.65,2.47,0.18
122,2023-10-12,2.08,-1.94,-0.14
123,2023-11-10,0.17,-0.09,-0.08
124,2023-11-26,-1.89,2.04,-0.15
125,2023-12-06,0.35,-0.28,-0.08
126,2023-12-13,-0.83,0.7,0.14
127,2023-12-29,0.91,-1.03,0.12
