Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-12-30,0.42,8.34,0.47,9.48,24.84,0.2,30.68,594.92,1.6
,LT05,2003-10-14,0.95,19.06,0.26,5.26,30.56,0.2,36.4,589.2,1.6
,LC08,2014-01-29,-0.06,-1.1,0.9,17.9,1.24,0.48,6.8,618.52,1.88
,LC08,2014-10-12,0.92,18.42,0.47,9.48,29.28,0.2,35.12,590.48,1.6
,LC08,2018-03-29,0.21,4.26,0.9,17.9,2.4,0.44,8.0,617.36,1.84
,S2,2018-12-28,1.24,24.84,0.16,3.16,37.24,0.16,43.12,582.52,1.56
,S2,2019-02-06,0.95,19.06,0.05,1.06,13.04,0.12,18.96,606.72,1.52
,S2,2019-02-24,1.37,27.46,0.05,1.06,46.28,0.12,52.2,573.48,1.52
,S2,2019-03-16,0.89,17.8,0.37,7.36,5.08,0.24,10.88,614.68,1.64
,S2,2019-03-28,0.95,19.06,0.16,3.16,19.76,0.16,25.64,600.0,1.56
,S2,2019-04-05,0.5,9.92,0.26,5.26,2.96,0.2,8.8,616.8,1.6
,LC08,2019-05-19,0.89,17.8,0.47,9.48,217.04,0.28,222.8,402.72,1.68
,LC08,2019-11-11,0.56,11.18,0.9,17.9,4.28,0.48,9.84,615.48,1.88
,S2,2019-11-21,0.83,16.54,0.37,7.36,8.96,0.24,14.76,610.8,1.64
,S2,2019-12-01,0.97,19.38,0.16,3.16,14.36,0.16,20.24,605.4,1.56
,S2,2020-01-22,0.62,12.44,0.37,7.36,3.84,0.28,9.6,615.92,1.68
,LC08,2020-04-19,7.0,140.0,0.9,17.9,110.84,0.48,116.4,508.92,1.88
,S2,2020-10-08,1.14,22.72,0.16,3.16,29.88,0.16,35.76,589.88,1.56
,LC08,2020-10-12,0.61,12.12,0.58,11.58,8.32,0.32,14.04,611.44,1.72
,S2,2020-11-02,0.89,17.8,0.37,7.36,9.68,0.24,15.48,610.08,1.64
,S2,2020-11-05,0.97,19.38,0.37,7.36,19.12,0.24,24.92,600.64,1.64
,S2,2020-11-12,-0.34,-6.78,0.16,3.16,-1.56,0.0,4.48,621.32,1.4
,S2,2020-11-30,-0.42,-8.34,-0.05,-1.06,-1.76,0.0,4.28,621.52,1.4
,S2,2020-12-25,0.45,8.98,0.68,13.68,2.68,0.4,8.32,617.08,1.8
,S2,2020-12-27,0.67,13.38,0.68,13.68,7.64,0.4,13.28,612.12,1.8
,S2,2021-02-03,1.31,26.14,0.37,7.36,48.68,0.24,54.48,571.08,1.64
,S2,2021-02-18,0.53,10.6,0.16,3.16,26.04,0.16,31.92,593.72,1.56
,S2,2021-09-26,0.92,18.42,0.05,1.06,17.32,0.08,23.28,602.44,1.48
,S2,2021-10-08,0.81,16.22,0.26,5.26,14.64,0.2,20.48,605.12,1.6
,S2,2021-10-21,0.75,14.96,0.26,5.26,11.36,0.2,17.2,608.4,1.6
,S2,2021-11-27,0.72,14.34,0.68,13.68,34.72,0.4,40.36,585.04,1.8
,S2,2022-10-13,0.97,19.38,0.16,3.16,29.84,0.16,35.72,589.92,1.56
,S2,2022-11-10,0.51,10.24,0.16,3.16,8.28,0.16,14.16,611.48,1.56
,S2,2023-01-14,1.1,22.02,0.37,7.36,46.44,0.24,52.24,573.32,1.64
,S2,2023-02-10,1.23,24.58,0.16,3.16,45.8,0.16,51.68,573.96,1.56
,S2,2023-02-23,1.36,27.14,0.37,7.36,48.76,0.24,54.56,571.0,1.64
,S2,2023-03-05,0.29,5.82,0.37,7.36,7.0,0.24,12.8,612.76,1.64
,S2,2023-03-07,0.59,11.82,0.37,7.36,9.56,0.24,15.36,610.2,1.64
,S2,2023-03-30,0.89,17.8,0.37,7.36,24.24,0.24,30.04,595.52,1.64
,S2,2023-09-23,0.94,18.74,0.26,5.26,29.64,0.2,35.48,590.12,1.6
,S2,2023-11-10,-0.23,-4.56,0.37,7.36,3.36,0.0,9.4,616.4,1.4
,S2,2023-11-30,0.8,15.9,0.26,5.26,20.76,0.2,26.6,599.0,1.6
,S2,2023-12-17,0.97,19.46,0.58,11.58,49.0,0.36,54.68,570.76,1.76
,S2,2024-02-13,0.97,19.38,0.37,7.36,41.28,0.24,47.08,578.48,1.64
,S2,2024-02-28,0.95,19.06,0.37,7.36,32.08,0.24,37.88,587.68,1.64
,S2,2024-03-19,0.62,12.44,0.37,7.36,11.12,0.24,16.92,608.64,1.64
,S2,2024-08-26,0.97,19.38,0.37,7.36,26.16,0.24,31.96,593.6,1.64
,S2,2024-10-05,0.83,16.54,0.37,7.36,22.44,0.24,28.24,597.32,1.64
,S2,2024-10-17,-0.53,-10.56,0.37,7.36,-2.72,0.24,3.08,622.48,1.64
,LC08,2024-11-08,0.7,14.02,0.58,11.58,16.6,0.4,22.24,603.16,1.8
,S2,2024-11-29,-6.97,-139.32,0.37,7.36,-5.84,0.0,0.2,625.6,1.4
,S2,2024-12-06,1.12,22.48,0.37,7.36,45.04,0.24,50.84,574.72,1.64
