,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,1999-08-28,0.0,0.0,0.0
1,1999-09-29,3.89,-3.62,-0.26
2,1999-11-07,-6.09,5.08,1.01
3,1999-11-16,5.84,-5.11,-0.73
4,2000-01-19,-6.14,5.19,0.95
5,2000-03-14,5.78,-5.04,-0.73
6,2000-12-04,0.72,-1.84,1.12
7,2001-01-21,25.81,5.78,-31.58
8,2001-09-02,-28.01,-1.43,29.44
9,2001-11-05,2.28,-3.37,1.09
10,2001-12-30,-4.98,5.2,-0.22
11,2002-02-16,3.64,-4.3,0.66
12,2002-07-10,-2.41,4.17,-1.76
13,2002-09-05,-1.27,0.29,0.98
14,2002-10-23,0.32,-0.32,0.0
15,2002-10-30,4.57,-4.17,-0.39
16,2002-12-26,1.05,0.01,-1.06
17,2003-01-02,-6.72,5.12,1.59
18,2003-01-27,13.37,-3.67,-9.71
19,2004-03-01,-9.51,0.03,9.47
20,2004-04-18,-3.69,2.75,0.94
21,2004-09-18,5.24,-2.71,-2.54
22,2005-01-15,0.23,-3.31,3.08
23,2005-04-05,-3.84,6.82,-2.98
24,2005-08-27,5.08,-5.82,0.74
25,2005-09-28,-1.18,0.58,0.6
26,2005-10-30,-3.46,3.23,0.23
27,2005-11-08,4.86,-5.29,0.43
28,2006-01-27,1.78,7.01,-8.79
29,2006-10-26,-5.26,-3.28,8.54
30,2006-11-02,-0.12,0.0,0.12
31,2006-12-13,4.08,-3.55,-0.52
32,2006-12-29,-6.76,1.13,5.63
33,2007-09-18,2.81,2.15,-4.96
34,2010-01-29,-3.82,2.73,1.09
35,2010-10-12,6.03,-5.74,-0.29
36,2011-01-09,-1.78,2.83,-1.05
37,2011-02-17,-3.3,3.42,-0.12
38,2013-07-25,-2.54,-1.83,4.37
39,2013-08-17,2.28,-1.14,-1.14
40,2013-11-14,-1.08,-0.28,1.36
41,2013-11-30,-1.88,2.22,-0.34
42,2014-01-24,5.63,-5.22,-0.41
43,2014-02-02,-2.68,3.01,-0.32
44,2014-03-06,2.99,-3.39,0.4
45,2014-08-29,-2.52,2.84,-0.32
46,2015-01-20,-4.73,3.35,1.38
47,2015-01-27,17.22,-6.46,-10.75
48,2015-05-12,-14.41,6.9,7.51
49,2015-06-29,-1.08,-0.34,1.42
50,2015-09-24,3.12,-4.13,1.01
51,2015-10-19,-1.31,0.53,0.78
52,2015-12-13,-3.42,4.56,-1.14
53,2015-12-29,3.25,-3.49,0.24
54,2016-01-30,4.23,-3.65,-0.58
55,2016-03-02,-0.21,0.16,0.05
56,2016-04-12,-0.21,0.17,0.03
57,2016-08-18,-7.09,6.07,1.02
58,2016-10-21,6.1,-6.12,0.02
59,2016-12-08,-1.61,2.31,-0.7
60,2016-12-15,-5.38,4.72,0.66
61,2017-02-10,0.85,-1.33,0.47
62,2017-04-06,4.69,-2.48,-2.21
63,2017-04-15,-1.3,0.21,1.09
64,2017-06-02,3.09,-2.74,-0.35
65,2017-10-15,-3.41,2.69,0.71
66,2017-12-11,8.89,-0.97,-7.92
67,2018-01-28,-6.16,-0.71,6.87
68,2018-03-17,-0.5,2.06,-1.56
69,2018-04-25,0.79,-2.14,1.35
70,2018-08-08,-3.12,1.88,1.24
71,2018-08-15,1.08,-0.17,-0.91
72,2018-08-24,-2.08,2.15,-0.07
73,2018-09-09,0.6,-0.7,0.1
74,2018-09-25,-2.84,2.09,0.75
75,2018-10-18,8.42,-7.7,-0.72
76,2018-11-12,-1.5,0.76,0.74
77,2018-12-14,1.1,-0.71,-0.38
78,2018-12-21,-6.12,6.6,-0.48
79,2018-12-27,8.72,-6.8,-1.92
80,2019-01-21,-4.55,5.91,-1.36
81,2019-02-10,11.43,-5.17,-6.26
82,2019-02-25,0.93,-0.73,-0.2
