,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,1999-08-28,0.0,0.0,9.0,-16.18
1,1999-09-29,3.44,-0.44,12.44,-16.62
2,1999-11-07,-8.22,4.4,0.78,-11.78
3,1999-11-16,0.28,-0.6,9.28,-16.78
4,2000-01-19,-7.66,4.56,1.34,-11.62
5,2000-03-14,5.56,-0.18,14.56,-16.36
6,2000-12-04,80.14,5.76,89.14,-10.42
7,2001-01-21,-10.59,-71.56,-1.59,-87.74
8,2001-09-02,9.17,-1.1,18.17,-17.28
9,2001-11-05,0.22,0.24,9.22,-15.94
10,2001-12-30,-9.18,-0.86,-0.18,-17.04
11,2002-02-16,1.36,1.44,10.36,-14.74
12,2002-07-10,-1.96,-2.54,7.04,-18.72
13,2002-09-05,-1.13,-0.1,7.87,-16.28
14,2002-10-23,-19.18,-0.86,-10.18,-17.04
15,2002-10-30,4.06,-1.44,13.06,-17.62
16,2002-12-26,-5.55,-2.64,3.45,-18.82
17,2003-01-02,-11.55,-1.1,-2.55,-17.28
18,2003-01-27,1.76,-3.4,10.76,-19.58
19,2004-03-01,3.62,-1.2,12.62,-17.38
20,2004-04-18,-1.93,2.12,7.07,-14.06
21,2004-09-18,-1.28,-1.2,7.72,-17.38
22,2005-01-15,70.74,5.08,79.74,-11.1
23,2005-04-05,-14.59,-2.98,-5.59,-19.16
24,2005-08-27,1.08,-1.44,10.08,-17.62
25,2005-09-28,13.6,-0.1,22.6,-16.28
26,2005-10-30,13.37,0.68,22.37,-15.5
27,2005-11-08,76.27,0.08,85.27,-16.1
28,2006-01-27,-7.24,-12.46,1.76,-28.64
29,2006-10-26,-5.49,-0.1,3.51,-16.28
30,2006-11-02,17.32,0.92,26.32,-15.26
31,2006-12-13,81.87,10.24,90.87,-5.94
32,2006-12-29,56.83,23.8,65.83,7.62
33,2007-09-18,-1.2,2.28,7.8,-13.9
34,2010-01-29,-4.2,5.58,4.8,-10.6
35,2010-10-12,77.66,5.68,86.66,-10.5
36,2011-01-09,-6.82,-0.68,2.18,-16.86
37,2011-02-17,-2.79,-0.26,6.21,-16.44
38,2013-07-25,-1.17,23.3,7.83,7.12
39,2013-08-17,3.41,22.62,12.41,6.44
40,2013-11-14,20.45,20.34,29.45,4.16
41,2013-11-30,1.07,23.9,10.07,7.72
42,2014-01-24,73.04,16.34,82.04,0.16
43,2014-02-02,0.45,15.42,9.45,-0.76
44,2014-03-06,74.6,16.78,83.6,0.6
45,2014-08-29,12.33,15.76,21.33,-0.42
46,2015-01-20,-6.68,28.46,2.32,12.28
47,2015-01-27,73.94,9.24,82.94,-6.94
48,2015-05-12,-33.64,14.74,-24.64,-1.44
49,2015-06-29,-10.57,23.9,-1.57,7.72
50,2015-09-24,8.23,18.64,17.23,2.46
51,2015-10-19,-7.36,21.94,1.64,5.76
52,2015-12-13,-21.83,20.92,-12.83,4.74
53,2015-12-29,-8.48,18.22,0.52,2.04
54,2016-01-30,75.16,15.68,84.16,-0.5
55,2016-03-02,78.72,15.84,87.72,-0.34
56,2016-04-12,78.38,15.68,87.38,-0.5
57,2016-08-18,0.82,28.22,9.82,12.04
58,2016-10-21,73.79,21.44,82.79,5.26
59,2016-12-08,-0.14,17.88,8.86,1.7
60,2016-12-15,-64.69,28.9,-55.69,12.72
61,2017-02-10,-6.68,28.3,2.32,12.12
62,2017-04-06,2.3,15.58,11.3,-0.6
63,2017-04-15,1.3,17.7,10.3,1.52
64,2017-06-02,50.35,15.84,59.35,-0.34
65,2017-10-15,7.92,19.56,16.92,3.38
66,2017-12-11,0.94,8.38,9.94,-7.8
67,2018-01-28,23.62,13.46,32.62,-2.72
68,2018-03-17,10.85,12.88,19.85,-3.3
69,2018-04-25,10.56,11.94,19.56,-4.24
70,2018-08-08,6.91,19.06,15.91,2.88
71,2018-08-15,-1.3,14.56,7.7,-1.62
72,2018-08-24,-0.02,17.88,8.98,1.7
73,2018-09-09,14.2,15.84,23.2,-0.34
74,2018-09-25,-45.84,24.06,-36.84,7.88
75,2018-10-18,88.69,15.68,97.69,-0.5
76,2018-11-12,77.82,18.72,86.82,2.54
77,2018-12-14,78.69,16.44,87.69,0.26
78,2018-12-21,-2.79,24.48,6.21,8.3
79,2018-12-27,76.26,11.68,85.26,-4.5
80,2019-01-21,1.32,13.8,10.32,-2.38
81,2019-02-10,76.52,11.26,85.52,-4.92
82,2019-02-25,77.67,9.66,86.67,-6.52
83,2019-03-02,77.34,11.1,86.34,-5.08
84,2019-03-17,22.7,11.34,31.7,-4.84
85,2019-03-20,20.93,15.24,29.93,-0.94
86,2019-03-22,18.93,11.1,27.93,-5.08
87,2019-03-27,-1.96,16.68,7.04,0.5
88,2019-10-05,75.88,30.42,84.88,14.24
89,2019-10-21,-1.38,18.3,7.62,2.12
90,2019-12-08,-10.66,32.7,-1.66,16.52
91,2020-02-25,12.38,12.62,21.38,-3.56
92,2020-03-13,76.5,17.7,85.5,1.52
93,2020-04-05,23.05,7.8,32.05,-8.38
94,2020-04-10,20.99,15.58,29.99,-0.6
95,2020-05-09,14.02,19.66,23.02,3.48
96,2020-09-30,-4.46,27.28,4.54,11.1
97,2020-10-23,0.77,20.92,9.77,4.74
98,2020-12-11,9.15,9.06,18.15,-7.12
99,2020-12-31,6.34,12.7,15.34,-3.48
100,2021-01-04,68.25,20.92,77.25,4.74
101,2021-01-30,10.74,16.44,19.74,0.26
102,2021-02-05,77.25,19.32,86.25,3.14
103,2021-02-12,6.93,18.56,15.93,2.38
104,2021-03-11,21.35,12.28,30.35,-3.9
105,2021-03-16,5.24,13.64,14.24,-2.54
106,2021-03-25,21.49,21.02,30.49,4.84
107,2021-04-05,4.11,11.6,13.11,-4.58
108,2021-04-26,-52.55,25.76,-43.55,9.58
109,2021-09-17,16.4,20.5,25.4,4.32
110,2021-11-06,16.04,21.18,25.04,5.0
111,2022-01-07,73.26,26.6,82.26,10.42
112,2022-01-14,16.77,26.94,25.77,10.76
113,2022-01-15,11.03,7.7,20.03,-8.48
114,2022-01-20,-1.16,11.34,7.84,-4.84
115,2022-01-30,19.77,6.86,28.77,-9.32
116,2022-02-07,75.87,13.98,84.87,-2.2
117,2022-02-23,76.19,18.04,85.19,1.86
118,2022-02-24,81.56,18.46,90.56,2.28
119,2022-03-12,10.77,23.3,19.77,7.12
120,2022-03-28,20.87,21.44,29.87,5.26
121,2022-04-29,27.1,25.92,36.1,9.74
122,2022-06-16,-3.94,21.78,5.06,5.6
123,2022-10-07,27.05,18.12,36.05,1.94
124,2022-10-21,18.16,22.02,27.16,5.84
125,2022-10-29,-9.82,30.16,-0.82,13.98
126,2022-11-06,-2.81,27.28,6.19,11.1
127,2022-11-14,1.08,26.86,10.08,10.68
128,2022-11-15,1.33,22.36,10.33,6.18
129,2022-11-22,-58.94,30.5,-49.94,14.32
130,2022-12-25,-1.56,25.92,7.44,9.74
131,2022-12-26,-1.48,11.34,7.52,-4.84
132,2023-01-15,79.61,13.04,88.61,-3.14
133,2023-02-04,7.34,18.56,16.34,2.38
134,2023-02-09,6.36,17.88,15.36,1.7
135,2023-02-10,76.69,22.36,85.69,6.18
136,2023-02-27,79.16,16.44,88.16,0.26
137,2023-03-06,16.78,18.12,25.78,1.94
138,2023-03-14,76.96,18.9,85.96,2.72
139,2023-03-22,-8.92,24.82,0.08,8.64
140,2023-04-08,13.23,21.78,22.23,5.6
141,2023-08-22,80.97,19.48,89.97,3.3
142,2023-09-02,24.21,18.12,33.21,1.94
143,2023-09-07,81.42,19.9,90.42,3.72
144,2023-10-17,6.2,21.1,15.2,4.92
145,2023-10-22,83.2,18.56,92.2,2.38
146,2023-11-10,22.9,22.54,31.9,6.36
147,2023-11-17,-10.08,30.08,-1.08,13.9
148,2023-11-21,84.52,6.34,93.52,-9.84
