Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-08-28,-0.45,-9.06,-0.81,-16.18,-4.44,-14.92,35.24,173.2,250.68
,LE07,1999-09-29,0.75,14.94,-0.83,-16.62,12.2,-16.12,53.08,156.56,249.48
,LE07,1999-11-07,-0.95,-18.94,-0.59,-11.78,-11.12,-11.48,25.12,179.88,254.12
,LE07,1999-11-16,0.87,17.34,-0.84,-16.78,12.32,-14.84,51.92,156.44,250.76
,LE07,2000-01-19,-0.95,-18.94,-0.58,-11.62,-11.52,-10.48,23.72,180.28,255.12
,LE07,2000-03-14,0.87,17.34,-0.82,-16.36,11.64,-13.84,50.24,157.12,251.76
,LE07,2000-12-04,4.8,96.08,-0.52,-10.42,20.08,-8.72,53.56,148.68,256.88
,LE07,2001-01-21,-0.76,-15.2,-4.39,-87.74,-6.44,-153.72,172.04,175.2,111.88
,LE07,2001-09-02,-0.13,-2.66,-0.86,-17.28,0.12,-18.56,43.44,168.64,247.04
,LE07,2001-11-05,0.93,18.66,-0.8,-15.94,15.6,-13.56,53.92,153.16,252.04
,LE07,2001-12-30,-0.77,-15.46,-0.85,-17.04,-8.28,-14.56,31.04,177.04,251.04
,LE07,2002-02-16,0.89,17.86,-0.74,-14.74,11.48,-11.52,47.76,157.28,254.08
,LE07,2002-07-10,-0.77,-15.46,-0.94,-18.72,-7.68,-19.6,36.68,176.44,246.0
,LE07,2002-09-05,-0.77,-15.46,-0.81,-16.28,-9.0,-15.08,30.84,177.76,250.52
,LE07,2002-10-23,-0.77,-15.46,-0.85,-17.04,-7.52,-15.08,32.32,176.28,250.52
,LE07,2002-10-30,0.65,13.06,-0.88,-17.62,11.64,-16.88,53.28,157.12,248.72
,LE07,2002-12-26,0.87,17.34,-0.94,-18.82,11.6,-21.76,58.12,157.16,243.84
,LE07,2003-01-02,-0.95,-18.94,-0.86,-17.28,-11.92,-14.44,27.28,180.68,251.16
,LE07,2003-01-27,0.43,8.54,-0.98,-19.58,4.92,-59.0,88.68,163.84,206.6
,LT05,2004-03-01,0.52,10.4,-0.87,-17.38,4.76,-15.52,45.04,164.0,250.08
,LT05,2004-04-18,-0.81,-16.26,-0.7,-14.06,-7.88,-11.2,28.08,176.64,254.4
,LT05,2004-09-18,0.4,8.0,-0.87,-17.38,4.56,-22.84,52.16,164.2,242.76
,LT05,2005-01-15,4.83,96.68,-0.56,-11.1,19.76,-8.68,53.2,149.0,256.92
,LT05,2005-04-05,-0.96,-19.2,-0.96,-19.16,-11.56,-22.36,35.56,180.32,243.24
,LT05,2005-08-27,0.91,18.14,-0.88,-17.62,15.16,-18.96,58.88,153.6,246.64
,LT05,2005-09-28,0.88,17.6,-0.81,-16.28,12.48,-16.2,53.44,156.28,249.4
,LT05,2005-10-30,0.16,3.2,-0.78,-15.5,-2.36,-15.16,37.56,171.12,250.44
,LT05,2005-11-08,4.82,96.38,-0.8,-16.1,21.92,-13.2,59.88,146.84,252.4
,LT05,2006-01-27,-0.77,-15.46,-1.43,-28.64,-10.28,-53.56,68.04,179.04,212.04
,LT05,2006-10-26,0.47,9.34,-0.81,-16.28,4.76,-14.36,43.88,164.0,251.24
,LT05,2006-11-02,0.43,8.54,-0.76,-15.26,4.76,-13.8,43.32,164.0,251.8
,LT05,2006-12-13,4.85,96.98,-0.3,-5.94,21.08,-16.2,62.04,147.68,249.4
,LT05,2006-12-29,3.35,66.94,0.38,7.62,15.88,9.64,31.0,152.88,275.24
,LT05,2007-09-18,0.64,12.8,-0.7,-13.9,6.0,-13.12,43.88,162.76,252.48
,LT05,2010-01-29,-0.76,-15.2,-0.53,-10.6,-6.52,-8.12,26.36,175.28,257.48
,LT05,2010-10-12,4.82,96.38,-0.52,-10.5,19.84,-9.44,54.04,148.92,256.16
,LT05,2011-01-09,0.72,14.4,-0.84,-16.86,6.84,-14.28,45.88,161.92,251.32
,LT05,2011-02-17,-0.77,-15.46,-0.82,-16.44,-8.88,-14.84,30.72,177.64,250.76
,LC08,2013-07-25,-0.07,-1.34,0.36,7.12,-0.48,5.24,19.04,169.24,270.84
,LC08,2013-08-17,0.44,8.8,0.32,6.44,4.76,0.0,29.52,164.0,265.6
,LC08,2013-11-14,0.67,13.34,0.21,4.16,6.04,6.24,24.56,162.72,271.84
,LC08,2013-11-30,-0.43,-8.54,0.39,7.72,-4.16,4.68,15.92,172.92,270.28
,LC08,2014-01-24,4.7,93.98,0.01,0.16,19.8,2.8,41.76,148.96,268.4
