,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,1999-10-04,0.0,0.0,0.0
1,2000-09-20,0.05,1.14,-1.19
2,2003-05-24,-0.32,0.48,-0.15
3,2005-04-19,0.57,-1.18,0.61
4,2005-09-26,0.5,0.58,-1.08
5,2007-10-02,-1.02,0.74,0.28
6,2010-01-27,2.0,-1.38,-0.62
7,2011-01-14,-0.25,0.03,0.22
8,2014-02-23,-2.41,-0.25,2.66
9,2014-05-30,-1.34,1.21,0.13
10,2014-09-03,37.91,-34.72,-3.18
11,2016-10-10,-36.44,33.27,3.18
12,2018-12-28,0.78,-0.74,-0.04
13,2019-01-07,2.66,-2.65,-0.01
14,2019-03-25,-4.12,4.02,0.1
15,2019-04-26,0.99,-0.62,-0.37
16,2019-11-03,0.83,-1.06,0.23
17,2019-11-18,-1.05,0.92,0.13
18,2020-02-01,1.29,-0.8,-0.5
19,2020-02-08,-1.38,0.97,0.41
20,2020-03-07,0.45,-0.26,-0.19
21,2020-09-03,-0.59,0.22,0.38
22,2020-10-03,0.1,-0.05,-0.05
23,2021-07-04,-0.34,0.73,-0.39
24,2021-08-14,1.09,-1.56,0.47
25,2021-11-09,-2.21,2.21,0.0
26,2022-05-12,1.2,-1.1,-0.09
27,2022-06-05,-0.21,0.43,-0.21
28,2022-10-23,1.35,-1.59,0.24
29,2023-04-13,-0.74,1.69,-0.95
30,2023-07-26,-0.43,-0.38,0.81
31,2023-09-18,0.52,-0.76,0.24
32,2023-09-20,-1.28,1.38,-0.09
33,2023-10-03,1.47,-1.6,0.13
34,2023-10-22,-0.65,1.11,-0.46
35,2025-03-09,0.59,-0.52,-0.07
36,2025-05-04,-0.92,0.64,0.28
37,2025-05-20,-0.03,-0.08,0.11
38,2025-06-21,0.71,-0.39,-0.32
39,2025-07-23,-0.47,0.48,-0.02
