,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,1999-12-07,0.0,0.0,-7.56,-28.18
1,1999-12-30,31.2,-0.56,23.64,-28.74
2,2000-09-27,27.68,-46.56,20.12,-74.74
3,2000-10-29,-12.86,-14.66,-20.42,-42.84
4,2001-12-19,28.94,8.68,21.38,-19.5
5,2002-12-31,8.42,8.9,0.86,-19.28
6,2003-09-12,1.32,-30.94,-6.24,-59.12
7,2004-11-01,7.1,-14.56,-0.46,-42.74
8,2006-01-23,32.6,11.14,25.04,-17.04
9,2007-01-26,28.06,8.76,20.5,-19.42
10,2008-10-27,-5.6,-22.92,-13.16,-51.1
11,2010-12-20,-3.06,8.76,-10.62,-19.42
12,2011-01-21,-3.68,7.76,-11.24,-20.42
13,2013-12-12,30.08,18.64,22.52,-9.54
14,2014-09-19,23.84,8.98,16.28,-19.2
15,2014-10-12,-0.1,10.12,-7.66,-18.06
16,2015-09-29,-15.52,-31.9,-23.08,-60.08
17,2016-02-13,27.48,18.48,19.92,-9.7
18,2016-09-08,18.6,-1.44,11.04,-29.62
19,2017-02-15,19.22,25.4,11.66,-2.78
20,2017-02-22,22.42,24.04,14.86,-4.14
21,2017-04-20,31.24,19.36,23.68,-8.82
22,2017-09-27,28.78,-11.2,21.22,-39.38
23,2017-10-20,0.42,8.76,-7.14,-19.42
24,2018-09-21,26.78,8.9,19.22,-19.28
25,2018-12-23,0.66,10.12,-6.9,-18.06
26,2018-12-28,24.74,9.9,17.18,-18.28
27,2019-01-27,24.76,12.94,17.2,-15.24
28,2019-02-06,0.98,8.32,-6.58,-19.86
29,2019-02-12,20.96,25.98,13.4,-2.2
30,2019-03-03,22.6,27.28,15.04,-0.9
31,2019-04-12,9.18,25.04,1.62,-3.14
32,2019-09-14,26.9,-15.06,19.34,-43.24
33,2019-11-23,-105.36,15.46,-112.92,-12.72
34,2019-11-28,-8.08,14.82,-15.64,-13.36
35,2020-01-22,19.46,23.32,11.9,-4.86
36,2020-01-23,14.34,9.54,6.78,-18.64
37,2020-08-19,30.34,-53.14,22.78,-81.32
38,2020-09-19,16.16,-13.4,8.6,-41.58
39,2020-10-08,27.62,-12.32,20.06,-40.5
40,2020-11-12,34.12,15.82,26.56,-12.36
41,2020-12-27,38.18,24.9,30.62,-3.28
42,2021-02-20,31.1,8.68,23.54,-19.5
43,2021-03-02,5.76,23.68,-1.8,-4.5
44,2021-03-17,21.82,25.98,14.26,-2.2
45,2021-04-01,8.66,29.0,1.1,0.82
46,2021-08-29,19.16,-19.22,11.6,-47.4
47,2021-10-31,30.06,20.5,22.5,-7.68
48,2021-11-27,31.2,19.56,23.64,-8.62
49,2021-12-12,48.78,17.12,41.22,-11.06
50,2022-01-27,53.48,26.64,45.92,-1.54
51,2022-02-13,28.5,27.86,20.94,-0.32
52,2022-02-15,13.9,27.5,6.34,-0.68
53,2022-02-20,10.06,26.64,2.5,-1.54
54,2022-03-01,17.04,26.42,9.48,-1.76
55,2022-03-02,11.44,25.62,3.88,-2.56
56,2022-03-22,17.8,9.76,10.24,-18.42
57,2022-09-08,45.68,-13.5,38.12,-41.68
58,2022-09-09,47.76,-12.26,40.2,-40.44
59,2022-09-16,16.72,-11.32,9.16,-39.5
60,2022-09-23,34.68,-15.56,27.12,-43.74
61,2022-12-06,25.22,15.46,17.66,-12.72
62,2022-12-27,21.56,11.36,14.0,-16.82
63,2022-12-29,38.7,20.5,31.14,-7.68
64,2023-01-01,54.26,13.52,46.7,-14.66
65,2023-01-14,31.4,9.76,23.84,-18.42
66,2023-02-10,36.7,11.0,29.14,-17.18
67,2023-02-23,41.44,25.9,33.88,-2.28
68,2023-02-24,43.5,27.06,35.94,-1.12
69,2023-03-07,11.32,27.28,3.76,-0.9
70,2023-04-13,31.5,23.68,23.94,-4.5
71,2023-04-29,27.62,22.08,20.06,-6.1
72,2023-08-29,40.82,14.08,33.26,-14.1
73,2023-10-05,21.52,10.2,13.96,-17.98
74,2023-10-29,4.62,10.56,-2.94,-17.62
75,2023-11-02,8.98,9.12,1.42,-19.06
76,2023-12-17,23.38,17.04,15.82,-11.14
77,2024-01-11,-0.28,11.06,-7.84,-17.12
78,2024-09-22,8.52,-13.16,0.96,-41.34
79,2024-09-29,36.44,1.52,28.88,-26.66
80,2024-10-16,20.44,9.4,12.88,-18.78
81,2024-10-17,12.74,0.78,5.18,-27.4
82,2024-11-08,13.1,11.0,5.54,-17.18
83,2024-11-11,43.1,12.36,35.54,-15.82
84,2024-11-16,4.06,14.02,-3.5,-14.16
85,2024-12-10,29.92,16.1,22.36,-12.08
86,2024-12-16,4.98,16.9,-2.58,-11.28
87,2024-12-18,18.34,15.96,10.78,-12.22
88,2025-01-04,25.92,23.32,18.36,-4.86
89,2025-01-05,42.0,9.62,34.44,-18.56
90,2025-01-15,-0.04,10.7,-7.6,-17.48
91,2025-02-24,41.74,28.5,34.18,0.32
