,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2000-09-04,0.0,0.0,0.0
1,2001-04-16,1.36,-0.25,-1.11
2,2001-11-26,-6.29,-0.02,6.31
3,2001-12-19,3.55,-0.22,-3.33
4,2002-02-14,0.02,-0.82,0.8
5,2003-01-07,-3.26,0.76,2.49
6,2003-10-07,5.53,-0.11,-5.42
7,2003-12-26,-2.25,0.11,2.15
8,2006-02-17,-1.53,-0.04,1.56
9,2007-02-04,1.53,-0.13,-1.4
10,2010-11-02,2.31,0.55,-2.86
11,2011-01-21,-5.87,-0.38,6.26
12,2011-02-06,5.15,0.05,-5.2
13,2011-03-03,-3.47,0.2,3.27
14,2013-09-23,-2.81,-0.62,3.42
15,2013-12-21,2.88,0.35,-3.22
16,2014-01-29,3.2,-0.11,-3.09
17,2014-05-05,-3.87,-0.36,4.24
18,2014-09-19,3.95,0.22,-4.17
19,2014-11-06,-1.33,-0.68,2.01
20,2014-11-29,-4.85,0.67,4.18
21,2015-02-17,-1.16,-0.02,1.18
22,2015-03-14,-3.82,0.07,3.75
23,2016-02-13,4.12,-0.01,-4.11
24,2016-03-16,7.56,0.1,-7.66
25,2016-09-15,-1.05,-0.15,1.2
26,2016-12-04,-6.98,-0.04,7.02
27,2017-02-15,2.18,-0.17,-2.01
28,2017-08-17,6.71,0.37,-7.08
29,2017-09-27,-6.34,-0.19,6.53
30,2018-01-01,-2.12,-0.17,2.29
31,2018-11-08,8.29,0.07,-8.37
32,2018-12-23,-8.84,-0.64,9.47
33,2018-12-28,3.4,-0.56,-2.84
34,2019-02-06,-3.66,0.04,3.62
35,2019-02-12,4.96,1.24,-6.2
36,2019-03-03,-7.49,-0.55,8.04
37,2019-03-28,1.38,0.33,-1.71
38,2019-04-02,-1.62,-0.09,1.71
39,2019-04-07,0.27,-0.27,0.0
40,2019-04-12,0.27,-0.13,-0.15
41,2019-08-23,1.69,0.75,-2.44
42,2019-09-14,0.93,-0.84,-0.09
43,2019-09-17,4.96,0.98,-5.95
44,2019-10-04,-5.93,-0.13,6.06
45,2019-10-14,0.56,-0.56,0.0
46,2019-11-03,-0.31,0.38,-0.07
47,2019-12-08,3.87,0.29,-4.16
48,2020-01-27,-2.09,-0.82,2.91
49,2020-08-19,-0.84,-0.89,1.73
50,2020-09-23,-0.16,0.55,-0.38
51,2020-10-08,0.38,-0.38,0.0
52,2020-10-23,0.0,0.04,-0.04
53,2020-11-02,0.89,-0.84,-0.05
54,2020-11-07,-0.16,1.73,-1.56
55,2020-11-12,-1.13,-0.42,1.55
56,2020-12-27,3.35,0.27,-3.62
57,2021-01-11,1.56,-0.84,-0.73
58,2021-02-20,2.38,0.71,-3.09
59,2021-07-15,-3.27,-0.34,3.61
60,2021-08-29,0.17,0.61,-0.79
61,2021-10-28,-1.44,0.04,1.4
62,2021-11-07,1.44,-1.15,-0.29
63,2021-12-07,-0.09,0.25,-0.16
64,2021-12-12,1.78,0.87,-2.66
65,2021-12-22,0.73,0.27,-1.0
66,2022-01-27,-1.27,0.19,1.07
67,2022-02-15,-8.65,-0.26,8.91
68,2022-02-20,4.95,0.04,-4.98
69,2022-02-25,0.15,0.35,-0.49
70,2022-03-01,4.33,-0.38,-3.95
71,2022-03-02,-2.84,-0.38,3.22
72,2022-03-17,-5.84,-0.36,6.2
73,2022-03-22,-0.89,0.91,-0.02
74,2022-03-24,6.69,0.04,-6.72
75,2022-04-10,-2.7,0.1,2.6
76,2022-04-26,8.02,0.13,-8.15
77,2022-05-04,-2.71,-0.32,3.03
78,2022-09-09,1.22,0.14,-1.36
79,2022-09-16,-6.13,0.07,6.06
80,2022-10-03,3.55,0.18,-3.73
81,2022-10-28,-3.31,-0.33,3.64
82,2022-11-20,2.44,0.13,-2.56
83,2022-12-06,1.04,0.07,-1.11
84,2022-12-14,1.85,0.0,-1.85
85,2022-12-27,-5.71,-0.58,6.29
86,2023-01-01,2.71,0.0,-2.71
87,2023-01-07,-2.92,0.19,2.74
88,2023-01-14,3.63,0.03,-3.67
89,2023-02-10,-7.4,-0.13,7.53
90,2023-02-24,3.33,0.39,-3.72
91,2023-03-02,-3.1,-0.65,3.74
92,2023-03-17,0.02,0.11,-0.13
93,2023-03-22,1.62,0.44,-2.05
94,2023-04-13,9.17,0.35,-9.53
95,2023-05-06,-10.96,-0.74,11.69
96,2023-05-31,11.75,0.76,-12.51
97,2023-08-29,-11.46,-1.0,12.46
98,2023-09-04,10.6,0.82,-11.42
99,2023-09-08,-9.55,-0.49,10.04
100,2023-09-18,-0.31,0.24,0.07
101,2023-10-21,8.75,-0.07,-8.67
102,2023-10-22,1.16,0.33,-1.49
103,2023-10-29,-1.1,-0.68,1.78
104,2023-10-30,1.25,0.5,-1.75
105,2023-12-09,-7.82,0.33,7.49
106,2023-12-17,1.38,-0.11,-1.27
107,2023-12-27,-2.25,-1.55,3.8
108,2024-03-01,-2.87,1.4,1.47
109,2024-03-06,3.68,0.09,-3.77
110,2024-04-14,-0.01,-0.26,0.28
111,2024-09-22,-2.34,-1.17,3.51
112,2024-09-29,-1.4,1.42,-0.02
113,2024-10-17,3.46,-3.46,-0.0
114,2024-10-24,-1.64,3.16,-1.53
115,2024-11-17,0.71,-0.27,-0.44
