,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,2000-01-01,,,,
1,2001-02-04,,,,
2,2002-01-22,,,,
3,2002-03-11,,,,
4,2002-08-02,,,,
5,2004-07-14,,,,
6,2011-09-04,,,,
7,2013-11-12,,,,
8,2013-11-28,,,,
9,2013-12-14,,,,
10,2013-12-30,,,,
11,2014-01-31,,,,
12,2014-12-01,,,-17.6,
13,2015-01-18,,,,
14,2015-03-23,,,,
15,2016-01-21,,,-0.8,
16,2016-08-16,,,-12.8,
17,2017-02-24,,,5.2,
18,2018-05-02,,,,
19,2018-10-25,,,,
20,2019-02-13,,,11.6,
21,2019-02-14,,,-4.0,
22,2019-02-18,,,-19.6,
23,2019-03-02,,,-13.6,
24,2019-03-05,,,-16.4,
25,2019-04-04,,,-19.6,
26,2019-04-09,,,-18.4,
27,2019-04-19,,,,
28,2019-05-24,,,18.8,
29,2019-10-26,,,-2.4,
30,2019-11-05,,,-48.52,
31,2019-11-13,,,-18.8,
32,2019-12-05,,,14.34,
33,2019-12-10,,,6.8,
34,2020-01-16,,,-34.48,
35,2020-02-13,,,18.8,
36,2020-02-18,,,-26.96,
37,2020-10-10,,,-65.38,
38,2020-10-14,,,-42.88,
39,2020-11-14,,,19.6,
40,2020-12-29,,,-49.0,
41,2021-02-02,,,-52.5,
42,2021-03-23,,,-58.06,
43,2021-05-13,,,-50.4,
44,2021-07-02,,,-75.86,
45,2021-10-01,,,-53.12,
46,2021-10-17,,,-61.02,
47,2021-11-09,,,-57.86,
48,2021-12-14,,,-54.54,
49,2022-01-03,,,-48.0,
50,2022-01-08,,,-74.94,
51,2022-02-14,,,-51.4,
52,2022-02-22,,,-69.96,
53,2022-11-13,,,-68.4,
54,2023-01-18,,,-68.68,
55,2023-02-09,,,-50.58,
56,2023-03-09,,,-62.08,
57,2023-03-13,,,-51.82,
58,2023-05-28,,,-74.16,
59,2023-08-28,,,-55.96,
60,2023-09-13,,,-50.74,
61,2023-10-15,,,-41.1,
62,2023-10-25,,,-57.86,
63,2024-01-13,,,-47.44,
64,2024-02-27,,,-55.84,
65,2024-02-28,,,-59.18,
66,2024-07-11,,,-64.6,
67,2024-09-07,,,-61.58,
68,2024-11-28,,,-53.12,
