,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2002-01-22,0.0,0.0,0.0
1,2002-04-12,-4.93,4.94,-0.01
2,2003-01-25,5.89,-5.89,-0.0
3,2003-11-17,-0.48,0.48,-0.01
4,2006-04-15,-3.49,3.49,-0.0
5,2011-01-07,3.67,-3.73,0.05
6,2011-09-04,5.02,-5.01,-0.02
7,2018-12-15,-2.33,2.08,0.25
8,2019-01-04,-4.13,4.36,-0.23
9,2019-02-13,3.35,-3.6,0.25
10,2019-02-23,-1.77,1.68,0.09
11,2019-03-02,-0.7,0.76,-0.06
12,2019-03-25,1.41,-1.41,0.01
13,2019-04-09,-0.66,0.66,-0.0
14,2019-04-14,1.25,-1.25,0.0
15,2019-04-29,-1.75,1.71,0.05
16,2019-05-29,0.23,-0.22,-0.01
17,2019-08-12,-0.97,0.92,0.05
18,2019-10-26,-0.32,0.39,-0.07
19,2019-12-10,0.34,-0.4,0.06
20,2020-02-13,2.11,-2.02,-0.09
21,2020-02-23,-1.95,1.93,0.02
22,2020-04-03,1.67,-1.62,-0.05
23,2020-04-28,0.57,-0.56,-0.02
24,2020-05-18,-1.55,1.47,0.08
25,2020-08-06,-0.41,0.35,0.06
26,2020-09-15,-0.62,0.66,-0.04
27,2020-10-10,2.84,-2.86,0.02
28,2020-10-14,-2.84,2.88,-0.03
29,2020-11-14,-0.31,0.23,0.08
30,2020-11-19,3.03,-3.0,-0.03
31,2020-12-01,-2.75,2.8,-0.05
32,2020-12-14,-0.48,0.44,0.05
33,2021-02-17,2.94,-2.92,-0.02
34,2021-03-14,-2.22,2.26,-0.04
35,2021-03-19,2.12,-2.04,-0.09
36,2021-03-24,-0.76,0.76,0.0
37,2021-04-23,-0.98,0.83,0.15
38,2021-05-13,-0.25,0.24,0.01
39,2021-06-22,-0.1,0.06,0.04
40,2021-07-02,4.43,-4.43,0.0
41,2021-11-09,-2.55,2.57,-0.02
42,2021-12-24,-0.82,0.87,-0.06
43,2022-01-03,-1.85,1.85,0.0
44,2022-02-14,0.51,-0.47,-0.04
45,2022-02-17,-0.09,-0.01,0.1
46,2022-03-09,2.59,-2.61,0.02
47,2022-04-13,-2.14,2.16,-0.02
48,2022-06-07,2.29,-2.32,0.03
49,2022-09-05,-0.92,0.94,-0.02
50,2023-02-17,-1.85,1.92,-0.07
51,2023-02-25,2.33,-2.32,-0.02
52,2023-04-23,-2.17,1.81,0.35
53,2023-06-01,-1.37,1.42,-0.05
54,2023-06-07,1.72,-1.8,0.07
55,2023-06-22,0.2,-0.38,0.18
56,2023-07-22,0.06,0.14,-0.2
57,2023-08-28,-1.48,1.61,-0.13
58,2024-01-08,0.28,-0.41,0.13
59,2024-01-13,-0.08,0.1,-0.02
60,2024-02-20,-0.39,0.34,0.05
61,2024-02-28,1.38,-1.41,0.03
62,2024-03-18,1.87,-1.8,-0.07
63,2024-04-02,1.37,-1.37,-0.0
64,2024-05-12,-1.31,1.23,0.08
65,2024-05-17,-0.76,0.79,-0.03
66,2024-09-23,3.45,-3.06,-0.39
67,2024-12-03,-4.96,4.64,0.32
68,2024-12-13,-1.8,1.77,0.03
69,2024-12-18,2.59,-2.58,-0.01
70,2025-01-21,3.28,-3.36,0.08
71,2025-01-27,-5.07,5.16,-0.09
72,2025-06-16,6.97,-7.05,0.08
