,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2001-04-04,0.0,0.0,0.0
1,2002-04-07,6.81,0.26,-7.08
2,2002-10-16,23.23,-30.29,7.06
3,2002-11-01,-25.8,26.06,-0.26
4,2005-08-29,-4.07,4.1,-0.03
5,2006-12-06,7.6,-1.75,-5.85
6,2014-01-10,-8.04,1.72,6.32
7,2014-02-11,-0.18,0.18,0.0
8,2015-01-29,2.7,-0.12,-2.57
9,2015-02-14,2.01,-1.47,-0.54
10,2015-04-03,-3.08,1.68,1.39
11,2015-08-25,-1.04,-0.46,1.5
12,2015-09-26,37.15,-34.3,-2.85
13,2015-11-13,-37.99,34.89,3.11
14,2016-01-16,0.03,-0.0,-0.03
15,2016-02-01,0.29,-0.06,-0.23
16,2016-04-05,0.34,-0.4,0.06
17,2016-04-21,-0.47,0.29,0.18
18,2016-08-27,0.51,-0.46,-0.05
19,2016-09-12,-0.06,0.06,0.0
20,2017-04-08,20.83,-20.31,-0.52
21,2017-04-24,-21.35,20.63,0.72
22,2017-09-15,0.05,-0.03,-0.02
23,2018-10-04,0.34,-0.21,-0.12
24,2018-10-20,-0.26,0.23,0.03
25,2018-11-05,0.26,-0.17,-0.09
26,2018-12-07,-0.55,0.34,0.21
27,2019-01-01,2.4,-0.06,-2.34
28,2019-01-03,0.08,0.03,-0.11
29,2019-02-02,2.6,-1.82,-0.78
30,2019-02-15,0.44,1.75,-2.19
31,2019-02-25,-2.45,0.29,2.16
32,2019-03-02,1.61,-2.11,0.51
33,2019-03-04,-2.79,1.87,0.92
34,2019-03-09,-1.7,0.25,1.45
35,2019-04-08,-0.17,-0.08,0.25
36,2019-04-14,0.34,-0.44,0.11
37,2019-04-26,0.92,0.4,-1.32
38,2019-05-01,-0.66,-0.49,1.15
39,2019-05-16,-0.02,-0.12,0.14
40,2019-08-29,10.17,-9.89,-0.28
41,2019-09-20,-10.51,10.34,0.17
42,2019-09-21,-0.09,0.05,0.04
43,2019-09-28,6.08,-4.31,-1.77
44,2019-10-08,0.58,-2.3,1.72
45,2019-11-04,-4.99,6.58,-1.59
46,2019-11-22,1.78,0.02,-1.79
47,2019-11-24,-0.75,-0.11,0.86
48,2020-02-05,4.26,-0.09,-4.17
49,2020-03-31,-6.02,0.46,5.56
50,2020-04-30,-1.26,-0.12,1.38
51,2020-06-03,0.69,-0.52,-0.17
52,2020-09-07,-0.58,0.55,0.03
53,2020-09-12,9.37,-9.36,-0.02
54,2020-09-19,0.25,-0.26,0.02
55,2020-10-02,-9.22,9.3,-0.08
56,2020-10-17,23.23,-21.56,-1.67
57,2020-11-11,-16.95,16.6,0.35
