,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,1999-09-27,0.0,0.0,4.43,-6.52
1,2000-01-26,10.27,4.5,14.7,-2.02
2,2000-03-30,10.39,-1.84,14.82,-8.36
3,2000-10-08,4.91,1.62,9.34,-4.9
4,2001-10-02,5.84,-4.98,10.27,-11.5
5,2001-12-30,5.21,2.3,9.64,-4.22
6,2002-02-23,-0.6,-4.62,3.83,-11.14
7,2002-03-04,-11.7,-2.78,-7.27,-9.3
8,2002-08-27,-11.24,3.82,-6.81,-2.7
9,2002-09-03,11.98,3.82,16.41,-2.7
10,2002-10-21,6.62,2.36,11.05,-4.16
11,2002-10-30,-4.95,1.52,-0.52,-5.0
12,2002-11-22,13.15,2.5,17.58,-4.02
13,2002-12-24,14.04,4.5,18.47,-2.02
14,2003-05-10,-11.07,3.98,-6.64,-2.54
15,2003-10-16,17.64,3.46,22.07,-3.06
16,2003-12-03,-8.02,3.04,-3.59,-3.48
17,2004-02-05,7.29,-1.84,11.72,-8.36
18,2004-05-27,1.5,2.04,5.93,-4.48
19,2005-03-27,7.05,-8.44,11.48,-14.96
20,2005-04-05,-2.67,-3.42,1.76,-9.94
21,2005-04-21,-3.97,-4.98,0.46,-11.5
22,2005-10-05,2.64,3.2,7.07,-3.32
23,2006-02-26,3.91,-10.86,8.34,-17.38
24,2006-04-08,13.2,-11.9,17.63,-18.42
25,2006-09-06,0.11,0.1,4.54,-6.42
26,2006-10-08,6.29,-0.74,10.72,-7.26
27,2006-12-11,-1.65,4.72,2.78,-1.8
28,2008-02-16,-13.06,-10.5,-8.63,-17.02
29,2008-11-14,6.72,1.36,11.15,-5.16
30,2009-01-01,12.31,-0.9,16.74,-7.42
31,2009-01-10,2.5,-0.68,6.93,-7.2
32,2010-12-22,3.53,3.46,7.96,-3.06
33,2011-03-12,-7.33,-2.26,-2.9,-8.78
34,2013-07-23,0.14,4.5,4.57,-2.02
35,2013-12-30,4.56,4.86,8.99,-1.66
36,2014-01-08,-13.15,3.98,-8.72,-2.54
37,2014-03-20,15.91,3.76,20.34,-2.76
38,2014-04-30,5.01,15.1,9.44,8.58
39,2014-06-17,-12.18,15.62,-7.75,9.1
40,2014-09-05,13.98,-2.58,18.41,-9.1
41,2014-09-28,2.52,-1.48,6.95,-8.0
42,2014-11-15,8.15,-2.94,12.58,-9.46
43,2015-01-02,6.8,4.92,11.23,-1.6
44,2015-01-18,5.99,0.52,10.42,-6.0
45,2015-02-03,6.3,-9.28,10.73,-15.8
46,2015-03-23,15.88,-9.02,20.31,-15.54
47,2015-05-19,-12.38,2.56,-7.95,-3.96
48,2015-09-08,-14.74,0.46,-10.31,-6.06
49,2015-10-01,13.55,0.3,17.98,-6.22
50,2015-10-17,13.8,-0.26,18.23,-6.78
51,2016-01-21,6.95,-3.04,11.38,-9.56
52,2016-03-18,10.2,-10.08,14.63,-16.6
53,2016-04-19,8.04,1.62,12.47,-4.9
54,2016-04-26,-2.94,1.3,1.49,-5.22
55,2016-09-01,-1.14,-2.0,3.29,-8.52
56,2016-10-28,4.75,-2.58,9.18,-9.1
57,2016-11-20,-8.01,4.92,-3.58,-1.6
58,2016-12-15,9.08,2.46,13.51,-4.06
59,2017-01-23,-14.48,-2.62,-10.05,-9.14
60,2017-02-08,5.29,-3.88,9.72,-10.4
61,2017-04-06,-18.5,-3.62,-14.07,-10.14
62,2017-04-22,-15.45,7.34,-11.02,0.82
63,2017-12-09,14.71,3.5,19.14,-3.02
64,2018-01-19,13.14,2.2,17.57,-4.32
65,2018-02-04,17.99,0.26,22.42,-6.26
66,2018-03-24,11.24,11.26,15.67,4.74
67,2018-03-31,3.77,7.54,8.2,1.02
