,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,1999-11-16,0.0,0.0,4.52,-15.96
1,1999-12-09,-4.95,-3.24,-0.43,-19.2
2,1999-12-25,-4.6,-15.92,-0.08,-31.88
3,2000-03-14,9.0,-3.32,13.52,-19.28
4,2000-12-04,3.01,-3.44,7.53,-19.4
5,2001-02-06,5.44,-38.16,9.96,-54.12
6,2001-09-02,6.36,-34.12,10.88,-50.08
7,2001-11-05,0.15,-19.88,4.67,-35.84
8,2001-12-30,-4.68,-16.74,-0.16,-32.7
9,2002-02-16,-0.89,0.14,3.63,-15.82
10,2002-03-04,-2.47,0.06,2.05,-15.9
11,2002-09-12,1.2,-23.32,5.72,-39.28
12,2002-10-30,4.78,-3.58,9.3,-19.54
13,2002-12-01,-0.27,-3.18,4.25,-19.14
14,2002-12-26,-4.64,-3.24,-0.12,-19.2
15,2003-01-02,1.18,0.2,5.7,-15.76
16,2003-03-16,0.02,-41.02,4.54,-56.98
17,2003-03-23,1.78,-41.02,6.3,-56.98
18,2004-03-01,4.23,-3.04,8.75,-19.0
19,2004-09-18,1.64,-26.54,6.16,-42.5
20,2005-04-05,-3.88,-40.24,0.64,-56.2
21,2005-07-19,-3.71,-38.04,0.81,-54.0
22,2005-08-27,0.69,-30.44,5.21,-46.4
23,2005-09-28,12.35,-28.5,16.87,-44.46
24,2005-11-08,3.83,-1.98,8.35,-17.94
25,2006-10-26,-2.38,-2.52,2.14,-18.48
26,2010-10-12,3.94,-3.04,8.46,-19.0
27,2011-01-09,-4.05,-2.26,0.47,-18.22
28,2014-08-29,15.56,4.3,20.08,-11.66
29,2014-09-30,1.44,7.74,5.96,-8.22
30,2014-11-08,8.32,10.86,12.84,-5.1
31,2015-09-24,11.29,8.94,15.81,-7.02
32,2015-10-19,-1.2,10.0,3.32,-5.96
33,2016-01-14,-2.08,10.8,2.44,-5.16
34,2016-01-30,61.09,9.6,65.61,-6.36
35,2016-03-11,5.39,7.74,9.91,-8.22
36,2016-12-15,-13.69,11.52,-9.17,-4.44
37,2017-10-15,12.38,10.8,16.9,-5.16
38,2018-01-28,24.07,2.18,28.59,-13.78
39,2018-03-17,8.48,7.36,13.0,-8.6
40,2018-09-09,18.62,9.14,23.14,-6.82
41,2018-10-18,69.11,9.94,73.63,-6.02
42,2018-12-14,62.5,12.12,67.02,-3.84
43,2018-12-21,5.86,15.1,10.38,-0.86
44,2018-12-27,58.81,9.46,63.33,-6.5
45,2019-01-21,-0.7,10.46,3.82,-5.5
46,2019-02-10,49.62,1.52,54.14,-14.44
47,2019-02-25,61.01,0.46,65.53,-15.5
48,2019-03-02,39.69,0.66,44.21,-15.3
49,2019-03-17,26.64,7.36,31.16,-8.6
50,2019-03-20,20.58,10.72,25.1,-5.24
51,2019-03-22,16.24,7.22,20.76,-8.74
52,2019-03-27,4.46,7.74,8.98,-8.22
53,2019-04-11,7.6,8.48,12.12,-7.48
54,2019-04-16,26.5,8.6,31.02,-7.36
55,2019-08-27,13.98,12.52,18.5,-3.44
56,2019-09-18,18.84,10.34,23.36,-5.62
57,2019-10-05,51.04,14.56,55.56,-1.4
58,2019-10-21,1.44,13.84,5.96,-2.12
59,2020-02-25,16.73,0.34,21.25,-15.62
60,2020-03-21,3.76,1.58,8.28,-14.38
61,2020-04-10,16.7,11.66,21.22,-4.3
62,2020-05-09,18.76,12.32,23.28,-3.64
