,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,1999-11-16,0.0,0.0,0.0
1,1999-12-09,-2.06,2.22,-0.16
2,1999-12-25,1.43,-1.65,0.22
3,2000-03-14,2.25,-0.95,-1.3
4,2000-12-04,-1.53,0.19,1.35
5,2001-02-06,13.05,2.61,-15.66
6,2001-09-02,-13.79,-0.01,13.81
7,2001-11-05,1.8,-2.85,1.05
8,2001-12-30,-3.65,3.32,0.33
9,2002-02-16,1.74,-2.72,0.98
10,2002-03-04,1.38,-1.16,-0.22
11,2002-09-12,0.99,0.6,-1.59
12,2002-10-30,-1.72,0.66,1.07
13,2002-12-01,-2.64,2.45,0.19
14,2002-12-26,2.76,-2.84,0.08
15,2003-01-02,-3.08,2.65,0.43
16,2003-03-16,20.99,0.47,-21.45
17,2003-03-23,4.17,-3.07,-1.11
18,2004-03-01,-22.49,0.4,22.1
19,2004-09-18,0.74,0.11,-0.86
20,2005-04-05,8.24,1.93,-10.18
21,2005-07-19,-9.69,0.86,8.83
22,2005-08-27,2.5,-3.48,0.98
23,2005-09-28,-0.49,0.34,0.15
24,2005-11-08,1.65,-2.63,0.98
25,2006-10-26,-3.14,2.88,0.26
26,2010-10-12,1.78,-1.84,0.07
27,2011-01-09,-1.49,1.48,0.01
28,2014-08-29,-1.36,-0.13,1.49
29,2014-09-30,2.26,-2.55,0.28
30,2014-11-08,-4.09,3.74,0.35
31,2015-09-24,1.17,-0.98,-0.19
32,2015-10-19,0.39,-0.47,0.08
33,2016-01-14,0.22,-0.14,-0.08
34,2016-01-30,2.43,-2.54,0.11
35,2016-03-11,-2.97,3.14,-0.18
36,2016-12-15,-3.77,3.45,0.32
37,2017-10-15,3.07,-3.04,-0.03
38,2018-01-28,2.07,-0.56,-1.51
39,2018-03-17,-2.85,1.55,1.3
40,2018-09-09,0.04,-0.1,0.05
41,2018-10-18,4.23,-4.2,-0.03
42,2018-12-14,-0.06,-0.24,0.31
43,2018-12-21,-5.39,5.1,0.29
44,2018-12-27,5.74,-5.12,-0.61
45,2019-01-21,-5.42,5.36,0.06
46,2019-02-10,13.21,-4.7,-8.5
47,2019-02-25,1.12,-0.76,-0.36
48,2019-03-02,-2.74,1.78,0.96
49,2019-03-17,-8.34,0.62,7.71
50,2019-03-20,-1.98,1.5,0.48
51,2019-03-22,0.93,-0.5,-0.42
52,2019-03-27,1.14,-1.12,-0.02
53,2019-04-11,0.39,-0.43,0.04
54,2019-04-16,-0.63,0.62,0.01
55,2019-08-27,-1.71,1.22,0.49
56,2019-09-18,1.33,-0.93,-0.4
57,2019-10-05,1.48,-2.02,0.55
58,2019-10-21,-1.98,2.13,-0.16
59,2020-02-25,10.28,0.29,-10.57
60,2020-03-21,-4.08,1.94,2.13
61,2020-04-10,-7.04,-1.97,9.01
62,2020-05-09,0.06,0.53,-0.59
63,2020-05-25,-0.33,-0.21,0.53
64,2020-06-19,-0.45,1.13,-0.68
65,2020-08-08,1.94,-1.87,-0.07
66,2020-09-02,-1.48,1.25,0.23
67,2020-12-11,0.43,0.75,-1.19
68,2021-01-04,3.78,-4.29,0.51
69,2021-01-30,-3.41,2.89,0.52
70,2021-03-16,-0.47,0.67,-0.2
71,2021-03-25,0.61,-0.89,0.29
72,2021-09-02,2.12,-1.59,-0.53
73,2021-09-17,-0.87,0.95,-0.08
74,2022-01-07,2.02,-2.32,0.29
75,2022-01-14,-3.64,2.9,0.73
76,2022-01-15,3.01,0.66,-3.68
77,2022-01-20,7.03,0.5,-7.53
78,2022-01-30,4.6,-0.53,-4.07
79,2022-02-07,-0.87,-3.52,4.39
80,2022-02-23,-10.56,-0.01,10.57
81,2022-02-24,0.36,-0.2,-0.15
82,2022-03-12,-2.06,1.86,0.2
83,2022-03-28,-1.3,1.4,-0.1
84,2022-10-07,0.22,-0.12,-0.1
85,2022-10-21,-0.32,0.19,0.13
86,2022-11-15,0.88,-0.98,0.11
87,2022-11-21,-2.48,2.32,0.15
88,2022-11-22,-2.38,2.57,-0.19
89,2022-12-25,3.36,-3.59,0.23
90,2023-01-15,4.2,-3.55,-0.65
91,2023-03-06,-2.67,3.76,-1.1
92,2023-03-22,-1.07,1.19,-0.13
93,2023-04-07,1.06,-0.9,-0.16
94,2023-09-07,1.99,-3.95,1.95
95,2023-10-17,-3.5,3.42,0.08
96,2023-10-22,3.95,-3.56,-0.39
97,2023-10-27,-5.1,5.06,0.04
98,2023-11-10,2.59,-2.09,-0.5
99,2023-11-21,2.97,-2.92,-0.05
100,2023-12-12,-6.06,5.29,0.77
101,2023-12-31,4.15,-2.47,-1.68
102,2024-01-29,2.83,0.35,-3.18
103,2024-01-30,10.19,-1.63,-8.57
104,2024-02-19,5.46,0.56,-6.02
105,2024-02-21,-20.6,1.16,19.44
106,2024-02-29,20.56,-1.78,-18.79
107,2024-03-09,-21.52,2.57,18.95
108,2024-03-20,2.72,-2.23,-0.5
109,2024-03-30,19.0,-0.5,-18.5
110,2024-05-04,-18.84,0.87,17.97
111,2024-05-09,-1.76,1.17,0.59
112,2024-09-24,0.41,-0.73,0.32
113,2024-10-03,-2.25,2.01,0.24
114,2024-10-16,1.55,-0.96,-0.59
115,2024-10-19,-0.31,-0.13,0.45
116,2024-10-21,1.41,-1.14,-0.27
117,2025-01-06,2.03,-2.32,0.29
118,2025-01-15,-3.17,2.99,0.19
119,2025-01-19,18.55,-1.97,-16.58
120,2025-02-03,0.96,-1.14,0.18
121,2025-02-13,-0.75,2.64,-1.9
