,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,1999-08-26,0.0,0.0,0.0
1,2000-01-26,-2.06,1.67,0.39
2,2000-03-14,1.76,-1.53,-0.22
3,2000-03-30,-2.87,0.47,2.4
4,2000-07-11,1.88,-0.54,-1.34
5,2000-10-08,1.88,-0.02,-1.87
6,2000-10-15,0.33,0.07,-0.4
7,2000-11-09,-1.21,-0.11,1.32
8,2000-12-18,-1.08,2.36,-1.28
9,2001-05-11,2.35,-1.33,-1.02
10,2001-09-25,1.7,-0.3,-1.4
11,2001-10-02,1.5,-0.6,-0.9
12,2001-12-14,-5.4,-0.11,5.51
13,2002-02-16,-6.97,0.72,6.24
14,2002-03-11,3.62,-0.75,-2.88
15,2002-09-19,4.81,0.02,-4.83
16,2002-10-14,-2.96,0.86,2.1
17,2002-10-21,1.29,-0.88,-0.42
18,2002-10-30,1.35,0.12,-1.47
19,2002-11-22,-1.68,0.49,1.19
20,2003-01-18,2.24,-0.61,-1.63
21,2003-02-19,-1.5,0.04,1.46
22,2003-09-14,-1.7,0.75,0.95
23,2003-12-03,3.28,-0.58,-2.7
24,2004-02-05,-0.41,-0.14,0.55
25,2004-04-02,-8.67,-0.07,8.74
26,2004-05-04,5.57,-0.0,-5.57
27,2004-07-14,0.32,0.05,-0.37
28,2004-09-25,-0.9,-0.04,0.94
29,2004-10-02,-1.59,1.65,-0.07
30,2005-01-22,3.7,-1.55,-2.15
31,2005-02-23,1.18,0.01,-1.19
32,2005-03-27,-1.95,0.08,1.88
33,2005-04-05,-1.88,-0.17,2.05
34,2005-04-21,1.02,-0.01,-1.01
35,2005-07-01,2.9,0.17,-3.07
36,2005-10-05,2.16,0.84,-3.0
37,2005-11-22,-3.47,0.59,2.88
38,2006-01-25,2.67,-1.14,-1.53
39,2006-02-26,-0.55,-0.47,1.02
40,2006-10-08,-1.32,0.07,1.25
41,2006-11-02,1.13,-0.05,-1.08
42,2006-12-11,-3.97,2.34,1.63
43,2008-10-29,1.94,-2.17,0.22
44,2010-10-19,6.66,-0.03,-6.63
45,2010-12-22,-2.11,0.02,2.09
46,2011-09-13,-5.33,0.93,4.4
47,2013-10-27,-6.49,-0.96,7.45
48,2013-12-14,3.72,-0.16,-3.57
49,2014-05-07,-6.37,0.16,6.21
50,2014-08-27,3.7,-0.15,-3.55
51,2014-09-28,-0.34,0.21,0.13
52,2014-11-15,-2.2,0.7,1.5
53,2015-02-03,13.15,-0.91,-12.24
54,2015-03-23,-1.89,0.17,1.72
55,2015-04-24,-4.27,0.46,3.81
56,2015-05-10,-4.46,0.21,4.25
57,2015-05-19,0.93,-0.78,-0.14
58,2015-10-17,0.62,0.16,-0.78
59,2015-11-18,-2.93,1.81,1.12
60,2015-12-20,8.93,-1.83,-7.1
61,2016-02-15,-7.12,0.01,7.11
62,2016-04-10,-0.46,-0.14,0.61
63,2016-04-19,-0.01,-0.07,0.08
64,2016-04-26,-2.1,0.19,1.91
65,2016-05-12,-1.19,0.03,1.16
66,2016-12-15,2.27,-0.21,-2.06
67,2017-02-08,8.57,-0.01,-8.57
68,2017-12-09,-2.08,0.69,1.39
69,2018-02-11,-3.62,-0.59,4.2
70,2018-03-31,-2.89,-0.1,2.99
71,2018-05-02,-1.13,0.15,0.98
72,2018-05-18,-1.02,0.02,1.0
73,2018-07-21,1.31,-0.01,-1.29
74,2018-08-06,1.28,0.29,-1.57
75,2018-11-10,-0.99,-0.39,1.38
76,2018-12-21,0.72,-0.05,-0.67
77,2019-01-04,1.08,-0.01,-1.07
78,2019-01-09,0.72,0.07,-0.79
79,2019-01-19,1.38,-0.07,-1.31
80,2019-02-03,2.05,0.03,-2.08
81,2019-02-08,0.31,0.04,-0.36
82,2019-02-13,-1.09,1.41,-0.32
83,2019-03-05,2.04,-1.47,-0.57
84,2019-08-27,-3.99,0.02,3.98
85,2019-09-16,-0.77,0.02,0.75
86,2019-10-05,-3.9,0.4,3.5
87,2019-10-06,0.94,0.59,-1.53
88,2019-10-21,-1.26,-0.2,1.45
89,2019-12-30,7.8,-0.19,-7.61
90,2020-02-08,6.26,-0.64,-5.63
91,2020-02-23,0.47,0.01,-0.48
92,2020-03-04,-1.01,0.28,0.73
93,2020-03-24,0.4,-0.27,-0.14
94,2020-04-21,-9.24,0.01,9.23
95,2020-05-07,0.16,-0.02,-0.14
96,2020-08-04,1.61,0.11,-1.73
97,2020-08-27,-2.07,1.73,0.33
98,2020-09-15,2.32,-1.85,-0.46
99,2020-09-20,-0.37,0.33,0.04
100,2020-09-25,-0.32,0.69,-0.37
101,2020-10-15,0.38,-1.03,0.64
102,2020-12-14,3.46,-0.02,-3.44
103,2021-01-03,-3.14,0.79,2.34
104,2021-02-07,4.61,-0.71,-3.9
105,2021-02-22,0.12,-0.02,-0.09
106,2021-03-16,-5.16,0.14,5.01
107,2021-04-17,2.29,0.45,-2.74
108,2021-04-28,8.84,-0.63,-8.2
109,2021-05-03,-8.88,1.93,6.96
110,2021-06-20,4.27,-2.71,-1.55
111,2021-07-13,-9.44,1.63,7.81
112,2021-08-14,-2.77,0.87,1.9
113,2021-09-30,2.11,-0.99,-1.12
114,2021-10-20,0.35,-0.7,0.35
115,2021-10-30,-0.09,0.02,0.07
116,2021-11-14,0.98,0.03,-1.01
117,2021-12-20,-2.92,0.32,2.59
118,2021-12-29,0.52,0.15,-0.67
119,2022-03-10,-2.07,1.34,0.73
120,2022-04-28,1.51,-1.87,0.36
121,2022-05-05,-0.68,0.39,0.29
122,2022-08-02,1.97,-0.33,-1.64
123,2022-08-26,-0.32,-0.02,0.34
124,2022-09-03,-2.18,1.88,0.31
125,2022-10-10,1.97,-1.9,-0.07
126,2022-11-04,0.01,0.79,-0.81
127,2022-11-14,1.18,1.02,-2.2
128,2023-01-08,-0.31,-1.8,2.11
