,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,1999-09-04,0.0,0.0,-7.72,-18.34
1,1999-10-22,12.35,-0.32,4.63,-18.66
2,1999-12-25,-37.99,-0.66,-45.71,-19.0
3,2000-03-30,3.97,-0.66,-3.75,-19.0
4,2000-04-15,14.28,-0.66,6.56,-19.0
5,2000-05-01,55.93,-0.66,48.21,-19.0
6,2000-05-17,54.88,-0.32,47.16,-18.66
7,2000-09-06,13.28,-0.32,5.56,-18.66
8,2000-10-08,18.73,0.0,11.01,-18.34
9,2001-05-20,-4.29,-0.66,-12.01,-19.0
10,2002-10-30,-51.21,-1.0,-58.93,-19.34
11,2003-04-08,-1.18,-0.32,-8.9,-18.66
12,2003-05-10,-5.71,-1.0,-13.43,-19.34
13,2004-04-02,47.89,-1.0,40.17,-19.34
14,2004-05-04,42.47,-0.32,34.75,-18.66
15,2004-08-08,-45.85,0.34,-53.57,-18.0
16,2004-09-25,15.34,-0.66,7.62,-19.0
17,2005-04-05,-4.25,14.34,-11.97,-4.0
18,2005-04-21,14.89,-0.32,7.17,-18.66
19,2011-09-13,10.73,23.0,3.01,4.66
20,2013-09-02,47.49,-0.32,39.77,-18.66
21,2014-01-24,0.09,5.68,-7.63,-12.66
22,2014-09-05,15.5,22.68,7.78,4.34
23,2014-12-26,12.28,4.68,4.56,-13.66
24,2015-04-01,46.99,5.0,39.27,-13.34
25,2015-05-19,6.2,-0.32,-1.52,-18.66
26,2015-09-08,11.12,-0.66,3.4,-19.0
27,2016-02-15,13.15,4.68,5.43,-13.66
28,2016-03-18,16.96,5.68,9.24,-12.66
29,2016-04-19,44.61,6.34,36.89,-12.0
30,2016-07-08,23.04,-0.32,15.32,-18.66
31,2016-10-12,9.17,23.34,1.45,5.0
32,2017-04-22,14.9,-0.32,7.18,-18.66
33,2017-08-12,14.35,23.0,6.63,4.66
34,2017-08-28,18.57,22.68,10.85,4.34
35,2018-04-25,10.72,15.68,3.0,-2.66
36,2018-08-31,14.89,23.0,7.17,4.66
37,2018-12-20,7.86,1.0,0.14,-17.34
38,2019-01-01,10.69,6.34,2.97,-12.0
39,2019-01-04,8.79,6.0,1.07,-12.34
40,2019-01-09,16.75,5.34,9.03,-13.0
41,2019-01-16,13.0,6.0,5.28,-12.34
42,2019-01-19,52.9,5.68,45.18,-12.66
43,2019-01-21,48.74,4.34,41.02,-14.0
44,2019-02-03,8.54,-1.0,0.82,-19.34
45,2019-02-08,4.43,0.68,-3.29,-17.66
46,2019-02-13,3.32,0.34,-4.4,-18.0
47,2019-02-20,15.06,1.0,7.34,-17.34
48,2019-02-25,3.61,5.68,-4.11,-12.66
