Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-10-22,0.14,2.84,-0.64,-12.7,1.2,-17.72,63.76,989.08,232.48
,LE07,2000-02-27,-0.26,-5.26,-0.48,-9.56,147.36,-11.4,203.6,842.92,238.8
,LE07,2000-03-30,-0.06,-1.12,-0.67,-13.32,-0.6,-20.32,64.56,990.88,229.88
,LE07,2000-04-15,0.07,1.48,-0.7,-14.1,1.4,-21.72,67.96,988.88,228.48
,LE07,2000-09-06,-0.16,-3.2,-0.71,-14.22,-4.88,-31.2,71.16,995.16,219.0
,LE07,2000-11-25,-0.2,-4.08,-0.62,-12.3,-5.24,-18.12,57.72,995.52,232.08
,LE07,2001-08-24,-0.85,-17.04,-0.87,-17.48,-13.8,-46.08,77.12,1004.08,204.12
,LE07,2002-02-16,-0.32,-6.42,-0.75,-15.06,-5.52,-20.72,60.04,995.8,229.48
,LE07,2002-03-20,-0.52,-10.48,-0.73,-14.66,-7.12,-20.84,58.56,997.4,229.36
,LE07,2002-09-12,-0.47,-9.48,-0.88,-17.64,-7.76,-36.84,73.92,998.04,213.36
,LT05,2004-04-02,0.39,7.86,-0.52,-10.5,443.56,-17.36,505.76,546.72,232.84
,LT05,2005-01-15,-0.67,-13.34,-0.39,-7.8,-13.16,-11.32,43.0,1003.44,238.88
,LT05,2005-03-04,-0.17,-3.46,-0.86,-17.14,-3.28,-92.04,133.6,993.56,158.16
,LT05,2005-09-28,-0.07,-1.48,-0.24,-4.78,-1.2,-6.36,50.0,991.48,243.84
,LT05,2007-01-21,-0.56,-11.28,-0.28,-5.56,-9.48,-5.36,40.72,999.76,244.84
,LT05,2008-02-25,-0.79,-15.86,-0.63,-12.64,-17.8,-25.8,52.84,1008.08,224.4
,LT05,2010-01-29,-0.11,-2.12,-0.79,-15.74,-0.68,-98.72,142.88,990.96,151.48
,LT05,2010-10-12,-0.61,-12.18,-0.52,-10.4,-9.56,-23.72,59.0,999.84,226.48
,LC08,2014-01-24,-0.44,-8.76,-0.01,-0.16,-5.68,2.56,36.6,995.96,252.76
,LC08,2014-12-26,0.49,9.84,-0.08,-1.58,6.64,-1.08,52.56,983.64,249.12
,LC08,2015-02-28,0.58,11.64,-0.44,-8.7,7.72,-52.12,104.68,982.56,198.08
,LC08,2015-11-27,0.22,4.44,0.03,0.56,2.92,2.68,45.08,987.36,252.88
,LC08,2015-12-13,-0.06,-1.22,-0.0,-0.06,-5.76,1.84,37.24,996.04,252.04
,LC08,2016-04-19,0.28,5.62,0.12,2.3,3.92,3.88,44.88,986.36,254.08
,LC08,2016-07-24,-0.23,-4.54,-0.01,-0.28,-2.72,-0.4,42.52,993.0,249.8
,LC08,2016-09-10,-0.31,-6.24,-0.07,-1.46,-8.44,0.08,36.32,998.72,250.28
,LC08,2016-10-12,0.45,8.94,0.11,2.24,6.0,-2.84,53.68,984.28,247.36
,LC08,2016-12-15,0.18,3.64,0.22,4.44,2.52,7.68,39.68,987.76,257.88
,LC08,2017-01-16,0.22,4.44,0.31,6.12,3.2,9.32,38.72,987.08,259.52
,LC08,2017-02-17,-0.64,-12.8,0.44,8.7,-9.4,11.04,24.4,999.68,261.24
,LC08,2017-04-22,-0.34,-6.88,0.05,1.02,-3.28,1.52,40.04,993.56,251.72
,LC08,2017-08-12,-0.06,-1.3,0.06,1.3,-0.2,3.12,41.52,990.48,253.32
,LC08,2017-11-16,0.66,13.26,-0.04,-0.78,8.68,-0.32,53.84,981.6,249.88
,LC08,2017-12-02,0.89,17.84,0.02,0.4,11.6,0.48,55.96,978.68,250.68
,LC08,2018-01-19,0.53,10.56,0.04,0.84,6.88,2.72,49.0,983.4,252.92
,LC08,2018-02-20,-0.97,-19.46,0.08,1.62,-20.4,1.72,22.72,1010.68,251.92
,LC08,2018-04-25,-0.59,-11.82,0.22,4.32,-6.2,6.36,32.28,996.48,256.56
,LC08,2018-08-31,-0.72,-14.34,-0.26,-5.22,-10.0,-5.76,40.6,1000.28,244.44
,S2,2019-01-04,0.9,18.02,0.0,0.06,303.92,0.04,348.72,686.36,250.24
,S2,2019-01-16,0.85,16.94,0.11,2.2,11.04,2.4,53.48,979.24,252.6
,S2,2019-01-19,0.92,18.38,0.14,2.86,11.64,2.48,54.0,978.64,252.68
,S2,2019-01-26,0.19,3.74,-0.14,-2.8,2.84,-5.56,53.24,987.44,244.64
,S2,2019-02-03,0.5,10.02,-0.42,-8.48,6.8,-21.0,72.64,983.48,229.2
,LC08,2019-02-07,0.19,3.74,-0.16,-3.14,3.28,-4.16,52.28,987.0,246.04
,S2,2019-02-08,0.8,15.96,-0.37,-7.36,10.2,-38.04,93.08,980.08,212.16
,S2,2019-02-10,0.53,10.56,-0.6,-12.08,7.04,-73.6,125.48,983.24,176.6
,S2,2019-02-13,-0.26,-5.26,-0.83,-16.62,-2.48,-94.68,137.04,992.76,155.52
,S2,2019-02-20,0.84,16.76,-0.76,-15.28,10.6,-102.72,158.16,979.68,147.48
,S2,2019-02-25,-0.27,-5.34,-0.69,-13.88,-2.24,-92.44,135.04,992.52,157.76
,S2,2019-02-28,0.63,12.62,-0.76,-15.16,8.32,-87.76,140.92,981.96,162.44
,S2,2019-03-05,0.9,18.02,-0.55,-10.96,11.52,-18.12,74.48,978.76,232.08
