,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2024-12-12,0.0,0.0,0.0
1,2025-01-24,-15.27,15.31,-0.03
2,2025-02-03,36.29,-36.29,0.0
3,2025-02-08,-36.28,36.28,0.0
4,2025-02-20,-0.15,0.15,-0.0
5,2025-02-25,2.78,-2.82,0.04
6,2025-02-28,37.12,-37.08,-0.04
7,2025-03-02,-39.45,39.45,-0.0
8,2025-03-10,0.84,-0.89,0.04
9,2025-03-13,-1.23,1.27,-0.04
10,2025-03-15,-0.18,0.18,0.0
11,2025-03-21,-0.26,0.25,0.01
12,2025-03-22,0.28,-0.27,-0.01
13,2025-03-29,0.29,-0.29,0.0
14,2025-04-04,-0.52,0.52,-0.0
15,2025-04-09,1.05,-1.05,-0.0
