Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,2000-01-26,-0.5,-10.02,0.31,6.14,-6.68,-114.6,266.96,1025.08,702.84
,LE07,2000-03-14,-0.49,-9.74,-0.12,-2.34,-6.68,-267.44,419.8,1025.08,550.0
,LE07,2000-03-30,-0.88,-17.64,-0.09,-1.86,-21.84,-231.08,368.28,1040.24,586.36
,LE07,2000-07-11,-0.52,-10.5,-0.11,-2.18,12.12,-241.56,412.72,1006.28,575.88
,LE07,2000-07-27,-0.58,-11.52,-0.24,-4.78,-13.32,-322.88,468.6,1031.72,494.56
,LE07,2001-10-02,-0.51,-10.22,-0.27,-5.42,-10.72,-259.2,407.52,1029.12,558.24
,LE07,2002-02-23,-0.52,-10.5,-0.04,-0.78,-8.04,-232.8,383.8,1026.44,584.64
,LE07,2002-08-02,-0.51,-10.22,-0.29,-5.74,-4.44,-289.68,444.28,1022.84,527.76
,LE07,2002-08-27,-0.63,-12.56,-0.25,-5.06,-15.24,-274.64,418.44,1033.64,542.8
,LE07,2002-09-03,-0.44,-8.8,-0.2,-3.94,-2.44,-260.76,417.36,1020.84,556.68
,LE07,2002-10-21,-0.64,-12.84,-0.26,-5.3,-16.52,-216.0,358.52,1034.92,601.44
,LE07,2002-11-22,0.15,3.06,0.01,0.16,6.88,-110.44,276.36,1011.52,707.0
,LE07,2002-12-24,-0.47,-9.46,0.05,0.94,-5.44,-118.04,271.64,1023.84,699.4
,LE07,2003-02-10,-0.94,-18.78,-0.29,-5.82,-23.56,-366.36,501.84,1041.96,451.08
,LE07,2003-02-19,0.21,4.18,-0.32,-6.46,7.84,-329.64,496.52,1010.56,487.8
,LE07,2003-04-08,-0.54,-10.88,-0.4,-7.92,0.2,-328.6,487.84,1018.2,488.84
,LE07,2003-04-24,-0.97,-19.44,-0.19,-3.84,-6.08,-269.72,422.68,1024.48,547.72
,LE07,2003-05-10,-0.88,-17.64,-0.16,-3.1,-10.4,-266.4,415.04,1028.8,551.04
,LT05,2003-12-03,-0.89,-17.74,0.26,5.3,-17.92,-79.84,220.96,1036.32,737.6
,LT05,2004-02-05,-0.08,-1.64,-0.55,-11.04,27.64,-489.6,676.28,990.76,327.84
,LT05,2004-04-02,-0.29,-5.88,-0.3,-6.04,0.6,-254.4,414.04,1017.8,563.04
,LT05,2004-08-08,-0.61,-12.28,-0.24,-4.74,6.4,-290.96,456.4,1012.0,526.48
,LT05,2005-03-27,0.14,2.78,-0.02,-0.5,35.96,-234.8,429.8,982.44,582.64
,LT05,2005-04-05,-0.4,-8.04,-0.1,-2.04,-3.56,-277.84,433.32,1021.96,539.6
,LT05,2005-04-21,-0.85,-17.08,-0.06,-1.16,-11.84,-243.96,391.16,1030.24,573.48
,LT05,2005-10-05,-0.3,-6.08,-0.17,-3.34,-2.2,-268.36,425.2,1020.6,549.08
,LT05,2006-02-26,0.3,5.98,-0.31,-6.28,8.96,-343.48,511.48,1009.44,473.96
,LT05,2006-03-07,-0.44,-8.8,-0.3,-6.06,-5.32,-307.04,460.76,1023.72,510.4
,LT05,2006-10-08,0.31,6.16,-0.06,-1.2,8.92,-237.6,405.56,1009.48,579.84
,LT05,2006-12-11,-0.32,-6.44,0.42,8.4,-4.92,-44.96,199.08,1023.32,772.48
,LT05,2008-02-16,-0.72,-14.44,-0.32,-6.48,-5.36,-371.64,525.32,1023.76,445.8
,LT05,2008-11-14,0.65,12.94,0.17,3.34,13.08,-69.8,241.92,1005.32,747.64
,LT05,2009-01-01,-0.8,-16.04,0.22,4.42,-16.44,-233.96,376.56,1034.84,583.48
,LT05,2009-01-10,0.68,13.6,0.03,0.66,27.84,-249.0,435.88,990.56,568.44
,LT05,2010-10-19,-0.18,-3.62,-0.11,-2.2,-0.56,-254.16,412.64,1018.96,563.28
,LT05,2010-12-22,-0.41,-8.14,0.5,9.92,-2.72,-86.96,243.28,1021.12,730.48
,LT05,2011-03-12,-0.87,-17.46,-0.35,-6.98,-17.8,-270.68,411.92,1036.2,546.76
,LT05,2011-09-13,-0.74,-14.82,-0.34,-6.88,-9.52,-274.92,424.44,1027.92,542.52
,LC08,2013-07-23,0.76,15.1,0.2,3.96,13.52,-100.2,272.76,1004.72,717.24
,LC08,2013-10-11,0.46,9.18,0.15,2.92,9.44,-86.04,254.52,1008.88,731.4
,LC08,2013-12-30,0.68,13.6,0.4,8.06,13.44,-28.48,200.96,1004.8,788.96
,LC08,2014-03-13,0.85,16.98,-0.16,-3.12,16.84,-131.68,307.56,1001.56,685.76
,LC08,2014-03-20,0.73,14.64,-0.09,-1.88,14.4,-140.48,313.92,1004.0,676.96
,LC08,2014-04-30,0.76,15.3,0.2,4.1,14.2,-86.24,259.48,1004.12,731.2
,LC08,2014-05-16,0.82,16.32,0.09,1.74,15.12,-116.68,290.84,1003.2,700.76
,LC08,2014-09-05,0.6,12.1,-0.12,-2.44,10.68,-179.24,348.96,1007.6,638.2
,LC08,2014-09-28,0.26,5.12,-0.16,-3.18,5.48,-153.44,317.96,1012.92,664.0
,LC08,2014-11-15,0.31,6.26,0.23,4.66,5.4,-112.04,276.48,1013.0,705.4
,LC08,2015-01-02,0.79,15.86,0.36,7.28,14.12,-105.96,279.12,1004.28,711.48
,LC08,2015-01-18,0.78,15.68,-0.02,-0.3,14.56,-322.32,495.92,1003.84,495.12
,LC08,2015-03-23,0.59,11.82,-0.28,-5.64,11.8,-215.04,385.88,1006.6,602.4
,LC08,2015-09-08,-0.73,-14.64,-0.26,-5.14,-7.92,-232.24,383.36,1026.24,585.2
,LC08,2015-10-01,0.59,11.72,-0.17,-3.42,13.64,-229.76,402.44,1004.52,587.68
,LC08,2015-10-17,0.61,12.28,-0.15,-3.02,14.76,-185.56,359.36,1003.64,631.88
,LC08,2015-12-20,0.59,11.72,0.4,8.0,11.32,-150.36,320.72,1007.08,667.08
,LC08,2016-01-21,0.8,15.96,-0.16,-3.12,15.76,-200.04,374.84,1002.56,617.4
