,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,1999-08-05,0.0,0.0,-54.59,120.0
1,1999-08-12,56.62,0.0,2.03,120.0
2,1999-08-21,50.19,0.0,-4.4,120.0
3,1999-09-29,15.67,0.0,-38.92,120.0
4,1999-10-31,0.0,0.0,-54.59,120.0
5,1999-11-25,15.94,-136.6,-38.65,-16.6
6,2000-02-20,67.52,0.0,12.93,120.0
7,2000-05-26,59.38,0.0,4.79,120.0
8,2000-07-13,45.56,0.0,-9.03,120.0
9,2000-07-29,44.18,0.0,-10.41,120.0
10,2000-08-07,-1.36,0.0,-55.95,120.0
11,2000-08-14,43.58,0.0,-11.01,120.0
12,2000-09-15,-3.52,0.0,-58.11,120.0
13,2001-01-14,14.59,0.0,-40.0,120.0
14,2001-01-21,48.78,0.0,-5.81,120.0
15,2001-04-27,10.0,0.0,-44.59,120.0
16,2001-05-22,45.36,0.0,-9.23,120.0
17,2001-06-07,58.87,0.0,4.28,120.0
18,2001-07-25,14.59,0.0,-40.0,120.0
19,2001-08-26,-1.09,0.0,-55.68,120.0
20,2001-09-18,56.62,0.0,2.03,120.0
21,2001-10-04,62.46,0.0,7.87,120.0
22,2001-10-20,16.48,0.0,-38.11,120.0
23,2002-02-25,50.91,0.0,-3.68,120.0
24,2002-04-07,44.82,0.0,-9.77,120.0
25,2002-04-14,61.03,0.0,6.44,120.0
26,2002-05-09,48.94,0.0,-5.65,120.0
27,2002-10-23,76.8,0.0,22.21,120.0
28,2002-11-24,79.35,0.0,24.76,120.0
29,2002-12-10,61.31,0.0,6.72,120.0
30,2002-12-26,74.15,0.0,19.56,120.0
31,2003-02-21,13.78,0.0,-40.81,120.0
32,2003-05-03,-0.55,0.0,-55.14,120.0
33,2003-07-30,54.47,0.0,-0.12,120.0
34,2003-08-15,7.56,0.0,-47.03,120.0
35,2003-10-18,57.76,0.0,3.17,120.0
36,2003-11-19,51.64,0.0,-2.95,120.0
37,2003-12-14,8.37,0.0,-46.22,120.0
38,2004-01-22,67.25,0.0,12.66,120.0
39,2004-02-16,46.53,0.0,-8.06,120.0
40,2004-03-19,60.37,0.0,5.78,120.0
41,2004-04-20,62.02,0.0,7.43,120.0
42,2004-06-07,12.43,0.0,-42.16,120.0
43,2004-06-23,5.4,0.0,-49.19,120.0
44,2004-07-25,57.83,0.0,3.24,120.0
45,2004-09-18,11.35,0.0,-43.24,120.0
46,2004-10-20,2.7,0.0,-51.89,120.0
47,2005-01-17,59.32,0.0,4.73,120.0
