,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,2003-02-24,,0.0,,-5.6
1,2013-07-05,,4.8,,-0.8
2,2014-01-13,,12.8,,7.2
3,2014-04-19,,0.0,,-5.6
4,2014-05-14,,8.0,,2.4
5,2014-06-06,,-54.4,,-60.0
6,2014-07-17,,8.0,,2.4
7,2015-05-17,,12.8,,7.2
8,2015-08-21,,9.6,,4.0
9,2017-05-06,,12.8,,7.2
10,2017-06-07,,12.8,,7.2
11,2017-06-23,,9.6,,4.0
12,2017-09-18,,1.6,,-4.0
13,2018-09-05,,17.6,,12.0
14,2019-01-17,,6.4,,0.8
15,2019-01-20,,9.6,,4.0
16,2019-10-14,,4.8,,-0.8
17,2020-10-08,,4.8,,-0.8
18,2020-11-12,,6.4,,0.8
19,2020-12-27,,4.8,,-0.8
20,2021-01-25,,12.8,,7.2
21,2021-02-15,,6.4,,0.8
22,2021-02-20,,6.4,,0.8
23,2021-03-12,,6.4,,0.8
24,2021-06-18,,9.6,,4.0
25,2021-08-12,,0.0,,-5.6
26,2021-08-14,,47.96,,42.36
27,2022-01-27,,12.8,,7.2
28,2022-03-02,,9.6,,4.0
29,2022-04-17,,-1.6,,-7.2
30,2022-07-15,,12.8,,7.2
31,2022-07-23,,9.6,,4.0
32,2022-12-27,,4.8,,-0.8
33,2023-04-20,,-1.6,,-7.2
34,2023-05-06,,-1.6,,-7.2
35,2023-06-23,,-1.6,,-7.2
36,2023-07-10,,9.6,,4.0
37,2023-07-25,,0.0,,-5.6
38,2024-01-21,,4.8,,-0.8
39,2024-03-14,,8.0,,2.4
40,2024-04-30,,0.0,,-5.6
41,2024-06-09,,0.0,,-5.6
42,2024-06-18,,9.6,,4.0
43,2024-07-12,,9.6,,4.0
44,2024-10-17,,4.8,,-0.8
45,2024-11-08,,0.0,,-5.6
46,2024-11-24,,0.0,,-5.6
