Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,2000-10-29,0.44,8.88,0.71,14.24,4.12,41.8,67.68,1366.64,1032.44
,LE07,2001-11-26,0.05,0.92,0.75,15.08,-11.28,38.64,55.44,1382.04,1029.28
,LE07,2002-03-18,0.07,1.48,0.26,5.16,-4.32,10.72,90.32,1375.08,1001.36
,LE07,2002-10-19,0.1,2.04,0.69,13.78,-8.32,34.28,62.76,1379.08,1024.92
,LT05,2004-11-01,0.41,8.14,0.62,12.34,4.44,39.2,70.6,1366.32,1029.84
,LT05,2007-02-04,0.5,9.9,0.09,1.78,6.72,-42.92,155.0,1364.04,947.72
,LC08,2013-09-23,0.82,16.38,0.66,13.2,13.96,42.56,76.76,1356.48,1033.2
,LC08,2014-10-05,-0.35,-7.04,0.79,15.78,-13.28,44.92,47.16,1384.04,1035.56
,LC08,2014-10-12,0.64,12.88,0.78,15.68,9.84,49.64,65.56,1360.92,1040.28
,LC08,2016-06-11,-0.04,-0.74,0.57,11.46,49.92,-109.68,264.96,1320.84,880.96
,LC08,2018-01-01,0.24,4.82,0.3,6.1,4.4,15.88,93.88,1366.12,1006.52
,S2,2019-02-06,0.26,5.1,0.43,8.54,5.6,24.16,86.8,1365.16,1014.8
,S2,2019-03-03,0.24,4.82,0.67,13.32,10.8,36.92,79.24,1359.96,1027.56
,S2,2019-03-28,-0.2,-3.98,0.72,14.36,-1.24,42.16,61.96,1372.0,1032.8
,S2,2019-11-28,0.32,6.3,0.68,13.5,3.36,27.0,81.72,1367.4,1017.64
,S2,2020-08-19,-0.19,-3.88,0.67,13.4,172.52,42.8,235.08,1198.24,1033.44
,S2,2020-10-08,0.32,6.48,-0.29,-5.78,97.52,-382.8,585.68,1273.24,607.84
,S2,2020-11-02,0.49,9.82,-0.22,-4.42,7.44,-428.0,540.8,1363.32,562.64
,S2,2020-11-12,-0.32,-6.38,0.79,15.74,5.44,46.28,64.52,1365.32,1036.92
,S2,2020-12-07,-0.51,-10.28,0.73,14.58,-16.96,44.0,44.4,1387.72,1034.64
,S2,2020-12-27,0.2,4.08,0.5,9.96,22.32,31.24,96.44,1348.44,1021.88
,S2,2021-11-27,0.19,3.88,0.8,15.98,4.08,47.4,62.04,1366.68,1038.04
,LC08,2022-03-01,0.13,2.6,0.28,5.5,2.72,5.76,102.32,1368.04,996.4
,LC09,2022-12-06,-0.44,-8.8,0.74,14.72,-6.36,45.68,53.32,1377.12,1036.32
,LC09,2023-01-07,0.34,6.76,0.32,6.42,5.32,13.72,96.96,1365.08,1004.36
,S2,2023-03-07,-0.19,-3.8,0.32,6.36,-0.52,15.48,89.36,1371.28,1006.12
,S2,2023-09-18,-0.15,-2.96,0.51,10.22,0.0,32.32,73.04,1370.76,1022.96
,S2,2023-12-17,0.55,11.02,0.6,11.9,5.56,36.88,74.04,1365.2,1027.52
,S2,2023-12-27,0.32,6.38,0.57,11.46,10.36,35.68,80.04,1360.4,1026.32
,LC09,2024-10-24,-0.48,-9.62,0.8,15.9,-30.88,39.24,35.24,1401.64,1029.88
