Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,2000-08-12,-0.57,-11.32,-0.55,-11.0,-15.92,-135.32,181.48,796.4,196.6
,LE07,2001-04-09,0.04,0.7,0.31,6.14,-0.56,17.04,44.48,781.04,348.96
,LE07,2002-03-11,-0.75,-15.06,-0.86,-17.14,-20.24,-144.04,185.88,800.72,187.88
,LE07,2002-04-12,-0.1,-2.08,-0.74,-14.74,-2.32,-142.92,202.68,782.8,189.0
,LE07,2002-05-14,-0.02,-0.4,-0.84,-16.76,-1.16,-173.84,234.76,781.64,158.08
,LT05,2003-11-17,-0.84,-16.8,-0.27,-5.38,-24.16,-39.92,77.84,804.64,292.0
,LT05,2004-10-18,-5.96,-119.26,-0.46,-9.12,-41.56,-79.48,100.0,822.04,252.44
,LT05,2004-11-03,-0.64,-12.7,-0.34,-6.9,-13.28,-57.88,106.68,793.76,274.04
,LT05,2005-04-12,-0.77,-15.48,-0.62,-12.48,-20.68,-148.44,189.84,801.16,183.48
,LT05,2005-10-05,-0.79,-15.84,-0.43,-8.52,-18.32,-87.8,131.56,798.8,244.12
,LT05,2005-11-06,-0.57,-11.44,-0.36,-7.18,-17.8,-83.6,127.88,798.28,248.32
,LT05,2006-02-10,-0.7,-14.02,-0.42,-8.36,-17.64,-80.28,124.72,798.12,251.64
,LT05,2006-10-08,-0.02,-0.34,-0.14,-2.9,-2.0,-75.64,135.72,782.48,256.28
,LT05,2007-02-13,-0.96,-19.1,-0.45,-8.94,-29.44,-71.84,104.48,809.92,260.08
,LT05,2008-02-16,-0.81,-16.2,-0.54,-10.8,-21.72,-96.52,136.88,802.2,235.4
,LT05,2008-10-29,-5.96,-119.26,-0.26,-5.3,-41.56,-107.16,127.68,822.04,224.76
,LT05,2011-01-07,-0.49,-9.8,-0.42,-8.48,-9.56,-137.36,189.88,790.04,194.56
,LT05,2011-02-08,-0.25,-4.92,-0.74,-14.78,-5.88,-149.96,206.16,786.36,181.96
,LT05,2011-03-28,-0.87,-17.46,-0.36,-7.3,-21.36,-112.52,153.24,801.84,219.4
,LC08,2013-10-11,-0.11,-2.26,0.1,2.02,-3.24,-54.04,112.88,783.72,277.88
,LC08,2014-08-11,0.69,13.72,0.16,3.24,11.0,-88.28,161.36,769.48,243.64
,LC08,2014-08-27,0.54,10.76,0.04,0.88,8.12,-96.16,166.36,772.36,235.76
,LC08,2016-04-26,0.04,0.82,-0.54,-10.84,0.0,-82.6,144.68,780.48,249.32
,LC08,2016-05-12,-0.07,-1.48,-0.26,-5.26,-2.64,-65.52,124.96,783.08,266.4
,LC08,2016-09-01,0.33,6.54,-0.22,-4.42,4.76,-66.32,133.16,775.72,265.6
,LC08,2017-11-07,-0.25,-4.92,0.3,6.06,-5.64,4.44,52.0,786.12,336.36
,LC08,2018-03-31,0.18,3.58,-0.33,-6.6,2.04,-88.96,153.08,778.44,242.96
,LC08,2018-04-16,0.05,1.0,-0.5,-10.0,0.16,-97.04,159.28,780.32,234.88
,LC08,2018-07-21,-0.17,-3.46,-0.55,-11.06,-4.28,-100.12,157.92,784.68,231.8
,LC08,2018-09-07,-0.49,-9.86,-0.03,-0.62,-10.24,-41.6,93.44,790.72,290.32
,S2,2018-12-23,0.42,8.3,0.24,4.74,5.68,-9.12,76.88,774.8,322.8
,S2,2018-12-28,0.01,0.16,0.11,2.18,0.28,-19.88,82.24,780.2,312.04
,S2,2019-01-04,0.36,7.26,0.18,3.54,5.0,-8.12,75.2,775.48,323.8
,LC08,2019-01-13,-0.48,-9.62,0.17,3.36,-13.0,-6.16,55.24,793.48,325.76
,S2,2019-01-27,-0.62,-12.46,-0.52,-10.3,-10.04,-68.32,120.36,790.52,263.6
,S2,2019-02-01,-0.06,-1.3,-0.7,-13.96,-0.68,-81.44,142.84,781.16,250.48
