Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-09-06,0.18,3.6,-0.78,-15.6,16.16,-20.36,64.12,625.52,99.72
,LE07,1999-09-22,0.22,4.4,-0.78,-15.6,4.12,-18.96,50.68,637.56,101.12
,LE07,1999-10-24,-0.17,-3.34,-0.76,-15.26,0.32,-46.44,74.36,641.36,73.64
,LE07,2000-01-12,-0.64,-12.78,-0.8,-16.06,-5.44,-34.72,56.88,647.12,85.36
,LE07,2000-02-13,-5.2,-104.04,-2.39,-47.78,-21.44,-33.6,39.76,663.12,86.48
,LE07,2000-04-01,-0.04,-0.72,-0.91,-18.26,1.2,-53.64,82.44,640.48,66.44
,LE07,2001-04-04,0.07,1.38,-0.78,-15.5,2.88,-41.32,71.8,638.8,78.76
,LE07,2001-09-11,-0.28,-5.7,-0.77,-15.38,-2.12,-18.68,44.16,643.8,101.4
,LE07,2001-10-13,0.32,6.5,-0.93,-18.62,8.36,-23.56,59.52,633.32,96.52
,LE07,2001-10-29,-0.3,-6.1,-0.95,-18.96,-1.44,-23.52,49.68,643.12,96.56
,LE07,2003-02-21,-5.28,-105.66,-0.9,-18.04,-22.44,-20.2,25.36,664.12,99.88
,LT05,2005-03-22,-0.17,-3.34,-0.79,-15.72,0.16,-44.32,72.08,641.52,75.76
,LT05,2006-03-09,-0.44,-8.86,-0.79,-15.84,-3.96,-21.88,45.52,645.64,98.2
,LT05,2006-04-10,-0.47,-9.38,-0.94,-18.72,-5.48,-27.04,49.16,647.16,93.04
,LT05,2006-04-26,0.1,2.04,-0.95,-18.96,2.68,-26.16,56.44,639.0,93.92
,LT05,2006-09-01,-0.47,-9.38,-0.85,-17.0,-4.08,-22.48,46.0,645.76,97.6
,LT05,2006-09-17,-0.26,-5.18,-0.87,-17.46,-1.64,-22.84,48.8,643.32,97.24
,LC08,2013-04-29,-0.39,-7.86,-0.77,-15.38,-4.76,-18.92,41.76,646.16,101.16
,LC08,2013-10-06,-0.66,-13.18,0.14,2.9,-9.32,-2.16,20.44,651.0,117.92
,LC08,2014-02-27,0.76,15.14,-0.84,-16.76,15.6,-15.4,58.6,626.08,104.68
,LC08,2014-09-07,0.53,10.68,-0.15,-3.0,12.64,-3.72,43.96,629.04,116.36
