Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,2000-01-26,-3.92,-78.42,-0.38,-7.58,-0.24,-0.84,5.88,6.56,2.96
,LE07,2000-03-30,-3.92,-78.42,-0.34,-6.9,0.04,-0.8,6.12,6.28,3.0
,LE07,2002-02-16,-0.54,-10.76,-0.31,-6.2,0.0,-0.76,6.04,6.32,3.04
,LE07,2002-10-30,-3.92,-78.42,-0.52,-10.34,-0.28,-1.16,6.16,6.6,2.64
,LT05,2004-04-02,-3.92,-78.42,-0.34,-6.9,-0.16,-0.76,5.88,6.48,3.04
,LT05,2004-05-04,-3.84,-76.84,-0.45,-8.96,-0.12,-0.8,5.96,6.44,3.0
,LT05,2005-01-15,-3.84,-76.84,-0.45,-8.96,-0.28,-0.92,5.92,6.6,2.88
,LT05,2005-03-04,-3.92,-78.42,-0.34,-6.9,-0.32,-0.68,5.64,6.64,3.12
,LT05,2005-04-05,-3.92,-78.42,-0.41,-8.28,-0.04,-0.84,6.08,6.36,2.96
,LT05,2005-09-28,-3.84,-76.84,-0.41,-8.28,-0.32,-0.84,5.8,6.64,2.96
,LT05,2007-01-05,-3.84,-76.84,-0.45,-8.96,-0.08,-0.96,6.16,6.4,2.84
,LC08,2015-09-08,-0.38,-7.7,0.28,5.52,-0.24,0.4,4.64,6.56,4.2
,LC08,2017-03-05,0.23,4.62,2.0,40.0,0.76,1.76,4.28,5.56,5.56
,LC08,2017-04-06,0.23,4.62,2.0,40.0,0.2,1.76,3.72,6.12,5.56
,LC08,2017-04-22,0.31,6.16,2.0,40.0,1.4,1.8,4.88,4.92,5.6
,LC08,2017-08-12,-0.23,-4.62,2.0,40.0,0.24,2.0,3.52,6.08,5.8
,LC08,2017-08-28,-3.84,-76.84,2.0,40.0,-1.44,1.92,1.92,7.76,5.72
,LC08,2018-08-31,-0.31,-6.16,2.0,40.0,-0.08,1.92,3.28,6.4,5.72
,LC08,2018-10-18,-0.69,-13.84,2.0,40.0,-0.44,1.88,2.96,6.76,5.68
,S2,2018-12-20,0.15,3.08,0.28,5.52,0.28,0.52,5.04,6.04,4.32
,S2,2019-01-26,0.23,4.62,0.07,1.38,0.6,0.24,5.64,5.72,4.04
,S2,2019-02-13,0.15,3.08,0.34,6.9,0.24,0.64,4.88,6.08,4.44
,S2,2019-02-25,0.08,1.54,2.0,40.0,-0.16,2.0,3.12,6.48,5.8
,S2,2019-03-12,0.69,13.84,2.0,40.0,0.88,2.0,4.16,5.44,5.8
,S2,2019-04-24,-3.92,-78.42,2.0,40.0,-1.28,2.08,1.92,7.6,5.88
,S2,2019-05-09,0.54,10.76,2.0,40.0,0.76,2.08,3.96,5.56,5.88
