,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2013-08-31,0.0,0.0,0.0
1,2013-10-18,-1.98,0.26,1.72
2,2014-07-17,-1.81,0.03,1.78
3,2015-08-05,1.92,-0.01,-1.91
4,2015-10-24,2.24,-0.24,-1.99
5,2016-01-12,-6.89,0.28,6.61
6,2017-06-07,7.94,-0.17,-7.77
7,2018-05-09,-6.86,-0.15,7.01
8,2018-05-25,2.45,0.09,-2.54
9,2018-07-12,1.24,0.15,-1.39
10,2018-12-28,-1.22,-0.89,2.11
11,2019-01-22,9.24,0.94,-10.18
12,2019-04-02,-1.22,-3.35,4.57
13,2019-11-03,-1.26,0.52,0.74
14,2019-11-23,-4.51,1.79,2.72
15,2020-07-01,4.25,0.78,-5.03
16,2020-08-29,-7.09,-1.83,8.92
17,2020-09-03,-1.44,0.95,0.49
18,2020-10-03,2.96,1.04,-3.99
19,2020-11-27,-2.74,0.04,2.7
20,2021-04-16,-0.14,-2.76,2.89
21,2021-08-09,1.59,-0.45,-1.14
22,2021-08-14,0.03,0.18,-0.21
23,2022-05-12,-1.42,2.8,-1.39
24,2022-07-15,0.64,0.28,-0.93
25,2022-09-09,-0.76,-0.1,0.86
26,2023-02-16,-3.14,-0.22,3.36
27,2023-07-30,6.14,-2.87,-3.27
28,2023-09-18,-4.1,3.04,1.06
29,2023-09-20,-1.63,0.09,1.54
30,2023-10-03,3.08,-3.87,0.79
31,2023-12-07,1.58,2.76,-4.34
32,2023-12-17,-4.14,0.24,3.9
33,2024-03-30,16.13,0.87,-17.0
34,2024-06-02,-14.46,-0.24,14.7
35,2024-07-12,2.81,0.13,-2.94
36,2024-08-13,0.2,-0.17,-0.03
37,2024-09-17,1.83,-3.59,1.75
38,2024-11-21,-4.19,3.87,0.31
