,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2000-03-30,0.0,0.0,0.0
1,2001-03-17,2.11,-2.42,0.32
2,2001-09-09,1.96,-1.35,-0.61
3,2002-02-16,-3.15,3.25,-0.1
4,2002-10-14,2.32,-3.25,0.94
5,2003-10-25,-5.58,5.64,-0.06
6,2004-04-18,0.49,-0.33,-0.16
7,2004-09-25,1.1,-0.86,-0.24
8,2006-02-03,2.49,-2.76,0.28
9,2011-02-17,-4.56,4.59,-0.03
10,2013-09-02,1.89,-2.38,0.49
11,2014-08-20,0.19,-0.16,-0.03
12,2015-02-28,0.79,-0.75,-0.05
13,2015-09-24,-1.17,1.1,0.07
14,2016-09-10,2.65,-2.64,-0.02
15,2017-07-27,-2.85,2.82,0.03
16,2018-03-08,2.3,-2.28,-0.02
17,2018-10-18,0.3,-0.25,-0.05
18,2018-11-03,-2.53,2.56,-0.04
19,2018-12-15,4.51,-3.45,-1.05
20,2019-01-24,-4.03,3.86,0.17
21,2019-02-13,4.41,-3.63,-0.78
22,2019-03-15,2.6,-0.19,-2.41
23,2019-03-20,-6.76,4.53,2.23
24,2019-04-14,4.7,-4.57,-0.13
25,2019-04-19,-4.52,4.43,0.09
26,2019-04-24,3.76,-3.95,0.19
27,2019-06-23,-1.39,1.18,0.21
28,2019-11-20,2.17,-1.48,-0.69
29,2019-12-10,-5.71,4.17,1.54
30,2020-01-14,0.75,-0.8,0.05
31,2020-01-19,2.31,-2.37,0.06
32,2020-01-24,-3.62,3.47,0.16
33,2020-02-23,5.99,-0.04,-5.95
34,2020-03-13,-4.44,-1.72,6.17
35,2020-04-03,7.28,-1.68,-5.6
36,2020-06-22,-5.24,2.7,2.54
37,2020-10-15,-0.73,0.6,0.13
38,2020-11-19,0.89,-1.18,0.28
39,2020-12-14,-1.92,1.67,0.25
40,2021-01-03,2.03,-1.76,-0.27
41,2021-01-08,1.28,-1.42,0.14
42,2021-02-17,0.66,-0.05,-0.6
43,2021-03-24,0.53,-1.47,0.95
44,2021-04-01,-4.45,2.51,1.94
45,2021-04-28,-1.78,2.06,-0.28
46,2021-05-03,5.73,-5.24,-0.49
47,2021-08-01,-2.25,1.19,1.06
48,2021-08-31,0.54,-0.6,0.06
49,2021-11-09,-2.01,2.01,-0.0
50,2021-11-19,-2.13,2.23,-0.1
51,2022-01-03,-0.33,0.43,-0.1
52,2022-01-13,2.93,-2.52,-0.41
53,2022-01-28,0.9,-0.21,-0.7
54,2022-02-23,0.27,-1.67,1.4
55,2022-03-09,-0.88,0.93,-0.05
56,2022-03-27,-1.42,1.39,0.04
57,2022-08-26,-2.08,2.24,-0.16
58,2022-09-05,3.31,-3.53,0.21
59,2022-09-25,-2.9,3.09,-0.19
60,2023-02-17,1.27,-1.3,0.03
61,2023-03-14,2.16,-2.35,0.19
62,2023-03-22,-4.01,4.22,-0.21
63,2023-03-29,4.03,-4.25,0.22
64,2023-04-07,-3.8,3.93,-0.13
65,2023-05-13,5.92,-6.08,0.16
66,2023-06-07,-4.11,4.25,-0.14
67,2023-06-27,2.35,-2.49,0.14
68,2023-08-31,-4.02,4.22,-0.21
69,2023-10-08,2.24,-2.5,0.25
70,2023-11-24,-1.33,1.51,-0.18
71,2024-01-03,2.91,-3.03,0.12
72,2024-01-13,-3.37,3.56,-0.19
73,2024-02-13,1.25,-1.35,0.1
74,2024-02-27,-0.51,0.55,-0.04
75,2024-03-23,-0.76,0.81,-0.05
76,2024-06-26,2.41,-2.56,0.15
77,2024-07-11,0.49,-0.48,-0.01
78,2024-07-30,-0.17,0.15,0.02
79,2024-08-10,-0.04,0.05,-0.02
80,2024-12-28,-2.0,2.13,-0.13
81,2025-01-12,-0.28,0.51,-0.23
82,2025-01-27,0.08,-0.12,0.04
83,2025-02-01,0.17,-0.15,-0.02
84,2025-02-11,-0.21,0.02,0.19
