Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,2000-09-04,-0.39,-7.88,-0.92,-18.36,-9.16,-68.12,132.96,856.64,343.52
,LE07,2000-09-20,-0.39,-7.74,-0.92,-18.48,-10.68,-111.36,174.68,858.16,300.28
,LE07,2001-04-16,-0.46,-9.24,-0.89,-17.82,-7.52,-57.56,124.04,855.0,354.08
,LE07,2001-11-26,-0.42,-8.5,-0.87,-17.4,-6.92,-55.44,122.52,854.4,356.2
,LT05,2005-11-13,-0.24,-4.78,-0.78,-15.64,-7.08,-70.28,137.2,854.56,341.36
,LT05,2006-02-17,0.55,10.94,-0.76,-15.16,8.8,-47.04,129.84,838.68,364.6
,LT05,2007-02-04,0.55,11.06,-0.85,-16.98,10.64,-79.44,164.08,836.84,332.2
,LT05,2010-01-27,-3.23,-64.64,-0.98,-19.58,-38.4,-75.36,110.96,885.88,336.28
,LT05,2011-03-03,-0.22,-4.36,-0.83,-16.56,-3.04,-79.72,150.68,850.52,331.92
,LC08,2014-09-19,-0.47,-9.44,-0.28,-5.66,-9.04,-6.28,71.24,856.52,405.36
,LC08,2015-03-14,-0.1,-2.06,-0.2,-4.08,0.4,-7.88,82.28,847.08,403.76
,LC08,2015-08-21,0.01,0.16,-0.88,-17.58,-0.08,-40.36,114.28,847.56,371.28
,LC08,2015-10-24,-0.71,-14.18,-0.61,-12.14,-16.24,-23.92,81.68,863.72,387.72
,LC08,2016-03-16,-0.48,-9.58,-0.24,-4.82,-7.84,-5.28,71.44,855.32,406.36
,LC08,2016-11-11,-0.3,-6.06,-0.28,-5.54,-3.16,-9.2,80.04,850.64,402.44
,LC08,2017-04-04,-0.17,-3.36,0.49,9.78,-1.44,10.68,61.88,848.92,422.32
,LC08,2018-01-01,0.59,11.82,0.24,4.88,10.28,-0.92,85.2,837.2,410.72
,S2,2018-12-13,0.04,0.84,0.21,4.2,2.16,-15.32,91.48,845.32,396.32
,S2,2018-12-23,0.48,9.64,0.35,6.92,10.04,-10.92,94.96,837.44,400.72
,S2,2019-02-06,0.59,11.88,0.16,3.12,10.56,3.72,80.84,836.92,415.36
,S2,2019-03-03,0.09,1.72,0.36,7.12,2.88,-6.32,83.2,844.6,405.32
,S2,2019-04-07,0.84,16.88,0.29,5.78,16.72,6.8,83.92,830.76,418.44
,S2,2019-04-17,-0.32,-6.46,0.14,2.76,0.24,4.16,70.08,847.24,415.8
,LC08,2019-09-17,0.2,4.1,0.02,0.4,3.04,-9.48,86.52,844.44,402.16
,S2,2019-10-14,0.48,9.5,-0.23,-4.68,11.04,-12.2,97.24,836.44,399.44
,LC08,2020-06-15,-0.6,-11.94,0.43,8.56,-12.04,13.2,48.76,859.52,424.84
,S2,2020-08-19,0.01,0.24,-0.83,-16.56,11.32,-51.56,136.88,836.16,360.08
,S2,2020-09-23,-0.36,-7.28,-0.3,-6.08,-3.04,-23.32,94.28,850.52,388.32
,S2,2020-10-08,-0.12,-2.34,-0.47,-9.4,0.84,-22.8,97.64,846.64,388.84
,S2,2020-11-02,0.59,11.88,-0.22,-4.32,11.44,-9.16,94.6,836.04,402.48
,S2,2020-11-12,-0.71,-14.18,0.2,4.02,-12.8,-3.64,64.84,860.28,408.0
,S2,2020-11-22,-0.53,-10.66,0.1,2.02,-6.96,-4.56,71.6,854.44,407.08
,S2,2020-12-27,-0.04,-0.72,0.29,5.72,4.68,-15.12,93.8,842.8,396.52
,S2,2021-01-11,-0.24,-4.9,0.14,2.7,-0.24,-4.28,78.04,847.72,407.36
,S2,2021-02-20,-0.44,-8.84,0.4,8.08,-3.52,11.52,58.96,851.0,423.16
,S2,2021-03-12,0.44,8.7,0.54,10.86,10.76,14.04,70.72,836.72,425.68
,S2,2021-10-28,-0.12,-2.4,0.22,4.5,2.52,5.48,71.04,844.96,417.12
,S2,2021-11-07,0.26,5.24,-0.08,-1.6,9.08,-1.92,85.0,838.4,409.72
,S2,2021-11-27,0.03,0.64,0.61,12.14,4.0,10.76,67.24,843.48,422.4
,S2,2022-01-26,-0.49,-9.84,0.57,11.34,-7.48,15.64,50.88,854.96,427.28
,LC08,2022-01-28,0.02,0.44,0.62,12.44,1.96,18.36,57.6,845.52,430.0
,LC08,2022-02-13,0.13,2.54,0.64,12.74,2.36,19.8,56.56,845.12,431.44
,S2,2022-02-15,0.34,6.74,0.53,10.62,6.12,14.2,65.92,841.36,425.84
,LC08,2022-03-01,0.42,8.3,0.52,10.32,8.6,15.92,66.68,838.88,427.56
,LC08,2022-03-17,0.45,9.04,0.65,13.04,9.08,19.24,63.84,838.4,430.88
,LC09,2022-04-10,-0.4,-8.02,0.69,13.88,-7.0,20.32,46.68,854.48,431.96
,LC08,2022-05-04,0.5,10.06,0.7,14.0,8.68,22.48,60.2,838.8,434.12
,LC09,2022-06-13,-0.95,-18.92,-6.32,-126.48,-25.04,-245.08,294.04,872.52,166.56
,LC08,2022-09-09,0.0,0.04,0.47,9.48,1.52,3.08,72.44,845.96,414.72
,LC09,2022-12-06,-0.24,-4.84,0.42,8.38,-5.48,-3.08,71.6,852.96,408.56
,S2,2022-12-27,-0.04,-0.72,0.42,8.38,1.0,5.08,69.92,846.48,416.72
,LC08,2022-12-30,-0.47,-9.38,0.55,10.98,-10.56,12.56,50.88,858.04,424.2
,S2,2023-01-01,-0.49,-9.78,0.51,10.2,-5.36,9.96,58.68,852.84,421.6
,LC09,2023-01-07,0.22,4.44,0.5,9.9,4.8,15.84,62.96,842.68,427.48
,S2,2023-02-10,0.45,8.96,0.45,8.92,9.24,12.52,70.72,838.24,424.16
,LC09,2023-02-24,0.36,7.28,0.62,12.32,6.68,18.96,61.72,840.8,430.6
,S2,2023-03-02,-0.67,-13.44,0.48,9.6,-9.76,13.92,50.32,857.24,425.56
,LC09,2023-04-13,-0.15,-2.94,0.58,11.58,-0.48,19.32,54.2,847.96,430.96
,LC08,2023-06-24,-0.01,-0.24,-0.29,-5.78,-1.04,-193.68,266.64,848.52,217.96
,S2,2023-09-08,-0.62,-12.36,0.44,8.74,-10.8,2.92,60.28,858.28,414.56
,S2,2023-12-17,0.12,2.48,0.56,11.28,3.72,6.0,71.72,843.76,417.64
,S2,2023-12-27,0.44,8.7,0.68,13.58,9.24,14.8,68.44,838.24,426.44
,S2,2024-03-01,0.17,3.48,0.56,11.28,10.68,18.32,66.36,836.8,429.96
,LC09,2024-08-05,0.35,7.0,0.44,8.74,6.72,3.76,76.96,840.76,415.4
,S2,2024-09-22,0.08,1.52,0.56,11.28,4.36,18.16,60.2,843.12,429.8
