,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2001-03-15,0.0,0.0,0.0
1,2001-09-07,0.24,0.09,-0.34
2,2002-02-14,-0.21,-0.12,0.33
3,2006-01-23,-0.32,0.66,-0.34
4,2008-12-23,-0.14,-0.03,0.18
5,2013-06-12,1.78,-1.92,0.15
6,2013-08-31,-0.62,0.9,-0.28
7,2013-09-23,-0.22,-0.05,0.28
8,2014-04-28,-0.83,0.82,0.01
9,2014-05-30,0.89,-0.9,0.01
10,2014-07-17,0.87,-0.84,-0.03
11,2014-11-06,-1.06,1.03,0.03
12,2015-03-14,0.74,-0.46,-0.28
13,2015-04-15,-0.82,0.54,0.28
14,2015-09-13,-0.29,0.44,-0.15
15,2016-03-16,1.11,-1.23,0.12
16,2016-04-17,-0.87,1.17,-0.3
17,2016-11-02,-0.35,0.39,-0.04
18,2016-11-11,-0.29,0.12,0.17
19,2017-06-07,1.02,-0.93,-0.09
20,2017-09-18,-0.73,0.6,0.13
21,2018-02-02,0.29,-0.11,-0.18
22,2018-02-25,-0.09,0.13,-0.03
23,2018-03-06,0.35,-0.36,0.0
24,2018-07-28,-0.07,0.02,0.05
25,2018-12-23,31.35,-31.32,-0.03
26,2018-12-26,-30.35,30.34,0.01
27,2019-02-12,-0.7,0.68,0.02
28,2019-04-07,2.34,-2.68,0.35
29,2019-05-12,-2.76,2.92,-0.16
30,2019-09-08,-0.45,0.67,-0.22
31,2019-10-04,0.86,-0.9,0.03
32,2019-11-11,-0.89,0.94,-0.05
33,2020-01-17,7.63,-7.7,0.07
34,2020-02-24,-6.42,6.44,-0.02
35,2020-04-03,0.71,-0.73,0.03
36,2020-04-28,-1.55,1.4,0.15
37,2020-05-30,1.29,-1.47,0.18
38,2020-10-21,0.51,-0.15,-0.36
39,2020-12-27,40.79,-40.77,-0.02
40,2021-02-20,-38.93,38.91,0.02
41,2021-04-06,-3.41,3.43,-0.02
42,2021-04-26,-0.71,0.56,0.16
43,2021-05-01,11.05,-10.48,-0.57
44,2021-08-05,-5.48,5.03,0.45
45,2021-09-29,-4.36,4.36,0.0
46,2021-10-13,2.01,-2.0,-0.02
47,2021-11-02,-2.83,2.68,0.15
48,2022-01-06,5.44,-5.29,-0.15
49,2022-01-11,-5.43,5.17,0.26
50,2022-01-21,3.76,-3.48,-0.27
51,2022-01-26,42.31,-42.31,0.0
52,2022-02-05,-44.86,44.84,0.02
53,2022-02-13,-1.23,1.24,-0.01
54,2022-02-20,0.27,-0.24,-0.04
55,2022-03-01,-0.15,0.13,0.02
56,2022-03-09,1.29,-1.47,0.18
57,2022-03-17,-0.78,0.76,0.02
58,2022-03-24,-0.31,0.5,-0.19
59,2022-03-25,-0.0,0.01,-0.01
60,2022-04-01,-0.04,0.05,-0.01
61,2022-04-02,-0.24,0.04,0.19
62,2022-04-26,-0.01,-0.07,0.07
63,2022-05-20,0.48,-0.59,0.1
64,2022-07-23,-0.06,0.18,-0.11
65,2022-09-17,-0.48,0.7,-0.22
66,2022-09-23,0.28,-0.26,-0.02
67,2022-10-18,0.05,-0.03,-0.02
68,2023-01-07,-0.19,-0.13,0.32
69,2023-01-14,1.33,-1.3,-0.03
70,2023-02-10,2.17,-1.9,-0.27
71,2023-02-15,-0.01,0.01,0.0
72,2023-02-16,-3.12,3.09,0.03
73,2023-02-23,0.31,-0.56,0.25
74,2023-02-24,1.01,-1.05,0.03
75,2023-02-25,-0.13,0.43,-0.3
76,2023-03-04,-1.99,2.01,-0.02
77,2023-04-29,0.67,-0.95,0.28
78,2023-05-23,0.38,-0.41,0.04
79,2023-07-10,-0.15,0.19,-0.04
80,2023-07-26,-0.28,0.28,-0.0
81,2023-08-27,-0.31,0.6,-0.3
82,2023-09-03,0.86,-0.92,0.06
83,2023-10-21,0.39,-0.36,-0.03
84,2023-10-29,-0.67,0.66,0.01
85,2023-11-06,0.83,-1.1,0.27
86,2023-11-17,45.68,-45.32,-0.36
87,2023-11-30,-42.67,42.31,0.36
88,2023-12-27,-4.47,4.78,-0.31
89,2024-02-19,-0.22,0.02,0.2
90,2024-03-21,-0.06,0.26,-0.19
91,2024-03-29,1.8,-1.86,0.06
92,2024-05-25,-1.25,1.24,0.01
93,2024-06-10,0.39,-0.68,0.3
94,2024-06-26,1.49,-1.46,-0.03
95,2024-07-20,-1.87,1.93,-0.06
96,2024-08-13,7.45,-7.24,-0.21
97,2024-10-24,-8.16,8.04,0.12
