,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2019-03-23,0.0,0.0,0.0
1,2019-06-26,1.37,-1.37,0.0
2,2020-08-04,1.29,1.35,-2.63
3,2020-08-29,0.39,-0.39,0.0
4,2020-09-03,-0.4,0.52,-0.12
5,2021-04-16,0.14,-0.24,0.1
6,2021-04-26,2.32,1.09,-3.42
7,2021-05-01,-1.89,-1.58,3.48
8,2021-05-26,-2.57,1.66,0.92
9,2021-06-30,2.29,-2.1,-0.19
10,2022-03-27,0.09,0.67,-0.76
11,2022-05-01,-0.22,0.21,0.01
12,2022-05-06,0.37,-0.37,0.0
13,2022-05-11,2.6,-0.11,-2.49
14,2022-06-15,-6.0,1.21,4.79
15,2022-08-04,1.66,-1.63,-0.04
16,2022-09-09,3.51,1.81,-5.33
17,2023-03-07,-3.94,-0.72,4.66
18,2023-07-20,-0.56,0.06,0.5
19,2023-07-30,0.43,-0.43,0.0
20,2023-09-18,-0.28,0.28,0.0
21,2023-10-03,0.33,-0.26,-0.08
22,2024-05-10,2.78,-2.81,0.03
23,2024-05-17,-2.81,2.94,-0.13
24,2024-07-04,-0.04,-0.12,0.17
25,2024-08-29,-0.11,0.2,-0.09
