Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-10-13,-0.44,-8.7,-0.59,-11.88,-6.6,-7.36,15.44,603.24,45.36
,LE07,2000-04-13,-0.28,-5.5,-0.62,-12.44,-5.16,-6.52,16.04,601.8,46.2
,LE07,2000-06-25,-0.38,-7.64,-0.64,-12.72,-6.36,-7.48,15.8,603.0,45.24
,LE07,2000-09-20,0.25,5.04,-0.71,-14.12,3.84,-8.12,26.64,592.8,44.6
,LE07,2000-12-02,-0.12,-2.44,-0.58,-11.6,-1.24,-6.64,20.08,597.88,46.08
,LE07,2001-01-10,-0.78,-15.58,-0.65,-13.0,-10.08,-7.04,11.64,606.72,45.68
,LE07,2001-03-15,0.8,16.04,-0.64,-12.72,10.68,-8.0,33.36,585.96,44.72
,LE07,2001-03-31,3.0,60.0,-0.69,-13.84,14.72,-8.32,37.72,581.92,44.4
,LE07,2001-12-21,0.74,14.8,-0.57,-11.32,10.08,-7.2,31.96,586.56,45.52
,LE07,2002-02-07,-0.61,-12.22,-0.5,-9.94,196.56,-5.8,217.04,400.08,46.92
,LE07,2002-05-14,-0.43,-8.54,-0.55,-11.04,275.92,-6.92,297.52,320.72,45.8
,LE07,2003-01-25,0.39,7.78,-0.52,-10.48,3.88,-5.88,24.44,592.76,46.84
,LT05,2003-09-14,-0.86,-17.26,-0.52,-10.48,-11.04,-5.96,9.6,607.68,46.76
,LT05,2004-01-20,-2.93,-58.66,-0.52,-10.48,-14.36,-5.76,6.08,611.0,46.96
,LT05,2004-04-25,-0.27,-5.34,-0.58,-11.6,-3.4,-6.12,17.4,600.04,46.6
,LT05,2004-07-30,-2.92,-58.48,-0.55,-11.04,196.24,-5.76,216.68,400.4,46.96
,LT05,2004-08-15,-2.92,-58.48,-0.57,-11.32,54.32,-6.08,75.08,542.32,46.64
,LT05,2005-01-29,0.34,6.72,-0.5,-9.94,258.44,-5.72,278.84,338.2,47.0
,LT05,2005-03-02,0.55,11.0,-0.66,-13.28,7.64,-7.12,29.44,589.0,45.6
,LT05,2005-03-11,-0.86,-17.1,-0.58,-11.6,-11.0,-6.2,9.88,607.64,46.52
,LT05,2005-04-12,0.49,9.78,-0.57,-11.32,287.0,-5.64,307.32,309.64,47.08
,LT05,2005-09-19,-2.93,-58.66,-0.55,-11.04,-14.36,-6.72,7.04,611.0,46.0
,LT05,2005-11-06,0.24,4.88,-0.58,-11.6,4.12,-6.28,25.08,592.52,46.44
,LT05,2006-01-25,-0.49,-9.78,-0.54,-10.76,222.28,-5.4,242.36,374.36,47.32
,LT05,2006-02-17,-0.14,-2.9,-0.66,-13.28,-1.44,-7.08,20.32,598.08,45.64
,LT05,2006-10-24,-0.76,-15.26,-0.5,-9.94,-10.16,-5.52,10.04,606.8,47.2
,LT05,2006-10-31,-0.12,-2.3,-0.52,-10.48,-1.16,-5.76,19.28,597.8,46.96
,LT05,2007-02-04,-0.68,-13.58,-0.46,-9.1,-9.24,-5.12,10.56,605.88,47.6
,LT05,2007-09-09,-2.92,-58.48,-0.62,-12.44,-14.32,-7.8,8.16,610.96,44.92
,LT05,2009-01-24,-0.81,-16.18,-0.43,-8.54,-10.76,-5.4,9.32,607.4,47.32
,LT05,2009-12-03,-0.54,-10.84,-0.27,-5.46,-8.04,-1.68,8.32,604.68,51.04
,LT05,2010-12-22,-0.72,-14.36,-0.36,-7.14,-8.04,-2.28,8.92,604.68,50.44
,LT05,2011-01-07,0.73,14.66,-0.52,-10.48,9.52,-5.08,29.28,587.12,47.64
,LT05,2011-01-23,0.73,14.66,-0.52,-10.48,9.52,-5.44,29.64,587.12,47.28
,LT05,2011-02-08,0.92,18.32,0.13,2.66,11.44,2.96,23.16,585.2,55.68
,LT05,2011-02-15,-0.5,-9.92,-0.47,-9.38,-6.8,-5.76,13.64,603.44,46.96
,LT05,2011-03-19,-2.92,-58.48,-0.55,-11.04,-14.32,-6.28,6.64,610.96,46.44
,LC08,2013-06-05,0.53,10.54,0.04,0.7,7.6,-0.88,23.16,589.04,51.84
,LC08,2013-09-16,0.18,3.66,-0.24,-4.9,3.0,-3.36,21.04,593.64,49.36
,LC08,2013-10-11,3.0,60.0,-0.23,-4.62,14.72,-2.24,31.64,581.92,50.48
,LC08,2013-10-18,3.0,60.0,-0.2,-4.06,17.4,-1.96,34.04,579.24,50.76
,LC08,2013-10-27,3.0,60.0,-0.2,-4.06,14.72,-2.0,31.4,581.92,50.72
,LC08,2013-11-12,3.0,60.0,-0.23,-4.62,14.72,-1.96,31.36,581.92,50.76
,LC08,2013-12-21,3.0,60.0,0.04,0.7,14.72,-0.36,29.76,581.92,52.36
,LC08,2014-02-07,3.0,60.0,-0.19,-3.78,14.72,-1.24,30.64,581.92,51.48
,LC08,2014-03-20,3.0,60.0,-0.08,-1.54,14.72,-0.68,30.08,581.92,52.04
,LC08,2014-09-03,3.0,60.0,-0.09,-1.82,14.72,-0.8,30.2,581.92,51.92
,LC08,2014-09-19,3.0,60.0,-0.12,-2.38,16.08,-0.76,31.52,580.56,51.96
,LC08,2014-09-28,3.0,60.0,-0.22,-4.34,14.72,-1.2,30.6,581.92,51.52
,LC08,2014-10-14,3.0,60.0,-0.09,-1.82,14.72,-0.76,30.16,581.92,51.96
,LC08,2014-11-06,0.55,11.0,0.06,1.26,8.84,-0.16,23.68,587.8,52.56
,LC08,2014-12-01,3.0,60.0,0.04,0.7,14.72,-0.24,29.64,581.92,52.48
,LC08,2014-12-24,3.0,60.0,0.08,1.54,14.72,-0.08,29.48,581.92,52.64
,LC08,2015-02-19,-0.39,-7.78,0.15,2.94,-3.84,0.4,10.44,600.48,53.12
,LC08,2015-02-26,3.0,60.0,-0.01,-0.14,14.72,-0.4,29.8,581.92,52.32
,LC08,2015-03-07,3.0,60.0,0.05,0.98,15.4,-0.2,30.28,581.24,52.52
,LC08,2015-07-29,-0.57,-11.46,-0.05,-0.98,-6.16,-1.24,9.76,602.8,51.48
,LC08,2015-08-14,3.0,60.0,-0.08,-1.54,15.2,-1.36,31.24,581.44,51.36
,LC08,2015-09-15,0.68,13.58,-0.19,-3.78,8.84,-1.32,24.84,587.8,51.4
,LC08,2016-02-06,-0.38,-7.64,0.05,0.98,-3.8,-0.2,11.08,600.44,52.52
,LC08,2016-02-13,3.0,60.0,-0.01,-0.14,14.88,-0.44,30.0,581.76,52.28
,LC08,2016-02-29,0.71,14.2,0.04,0.7,9.4,-0.32,24.4,587.24,52.4
,LC08,2016-03-16,0.74,14.8,0.01,0.14,9.84,-0.36,24.88,586.8,52.36
,LC08,2016-04-17,0.63,12.68,0.08,1.54,8.64,-0.08,23.4,588.0,52.64
,LC08,2016-07-15,3.0,60.0,-0.05,-0.98,16.0,-0.84,31.52,580.64,51.88
,LC08,2016-09-17,0.25,5.04,-0.16,-3.22,1.76,-1.68,18.12,594.88,51.04
,LC08,2017-02-15,3.0,60.0,-0.02,-0.42,14.72,-0.52,29.92,581.92,52.2
,LC08,2017-07-02,0.67,13.44,0.09,1.82,9.08,0.04,23.72,587.56,52.76
,LC08,2017-08-03,0.6,12.06,0.01,0.14,8.4,-0.52,23.6,588.24,52.2
,LC08,2017-11-30,0.6,12.06,0.02,0.42,8.44,-0.28,23.4,588.2,52.44
,LC08,2017-12-09,3.0,60.0,0.08,1.54,14.72,-0.04,29.44,581.92,52.68
,LC08,2017-12-25,3.0,60.0,-0.41,-8.26,14.72,-4.6,34.0,581.92,48.12
,LC08,2018-01-17,-2.92,-58.48,0.05,0.98,-14.32,-0.84,1.2,610.96,51.88
