Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-09-29,-9.99,-199.8,-0.34,-6.82,-44.2,-2.4,15.44,1159.32,149.92
,LE07,2000-02-20,-9.99,-199.8,0.02,0.44,-44.24,7.6,5.4,1159.36,159.92
,LE07,2000-04-24,-9.99,-199.8,0.02,0.48,-44.0,7.88,5.36,1159.12,160.2
,LE07,2000-07-29,-0.45,-9.0,-0.35,-7.04,-7.12,3.48,46.64,1122.24,155.8
,LE07,2000-09-15,-9.99,-199.8,-0.28,-5.54,-44.0,4.28,8.96,1159.12,156.6
,LE07,2000-10-17,-8.75,-175.06,-0.08,-1.5,-40.96,7.12,9.16,1156.08,159.44
,LE07,2000-12-04,-0.91,-18.18,-0.09,-1.72,-30.16,7.68,19.4,1145.28,160.0
,LE07,2001-01-05,-0.91,-18.18,-0.4,-8.06,-30.68,-3.44,30.0,1145.8,148.88
,LE07,2001-03-10,-9.99,-199.8,-0.14,-2.8,-44.24,-2.24,15.24,1159.36,150.08
,LE07,2001-09-18,-8.73,-174.56,-0.17,-3.38,-40.48,5.88,10.88,1155.6,158.2
,LE07,2002-01-24,-0.78,-15.68,-0.27,-5.48,-20.8,4.88,31.56,1135.92,157.2
,LE07,2002-02-25,-0.93,-18.56,-0.18,-3.66,-32.6,5.08,19.56,1147.72,157.4
,LE07,2002-04-14,-8.75,-174.92,0.12,2.36,-40.8,8.76,7.68,1155.92,161.08
,LE07,2002-10-23,-9.99,-199.8,-0.28,-5.7,-44.4,2.76,10.08,1159.52,155.08
,LE07,2003-01-11,-0.83,-16.68,-0.71,-14.14,-25.04,-26.92,59.12,1140.16,125.4
,LE07,2003-03-16,-0.69,-13.82,-0.42,-8.5,-18.56,0.52,38.16,1133.68,152.84
,LE07,2003-04-01,-0.89,-17.76,-0.16,-3.12,-32.52,5.44,19.28,1147.64,157.76
,LE07,2003-05-03,-8.74,-174.74,0.04,0.7,-40.6,7.72,8.92,1155.72,160.04
,LT05,2003-08-31,-9.99,-199.8,-0.34,-6.88,-43.88,0.4,12.96,1159.0,152.72
,LT05,2003-11-19,-0.69,-13.76,-0.16,-3.18,-17.72,5.36,34.16,1132.84,157.68
