,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,1999-07-02,0.0,0.0,12.36,-80.0
1,2000-03-14,-137.24,0.0,-124.88,-80.0
2,2000-11-25,-15.82,0.0,-3.46,-80.0
3,2001-04-02,-18.99,61.04,-6.63,-18.96
4,2001-09-25,-10.8,0.0,1.56,-80.0
5,2002-01-15,-9.6,0.0,2.76,-80.0
6,2002-03-04,-18.11,0.0,-5.75,-80.0
7,2002-09-12,-13.66,0.0,-1.3,-80.0
8,2002-10-14,-23.04,0.0,-10.68,-80.0
9,2002-10-30,-10.68,0.0,1.68,-80.0
10,2003-01-02,-9.4,0.0,2.96,-80.0
11,2003-02-19,-11.12,0.0,1.24,-80.0
12,2003-04-08,-15.72,0.0,-3.36,-80.0
13,2003-12-28,-15.99,0.0,-3.63,-80.0
14,2004-04-02,-12.57,0.0,-0.21,-80.0
15,2004-09-25,-22.28,0.0,-9.92,-80.0
16,2005-03-04,-21.23,0.0,-8.87,-80.0
17,2005-04-05,-9.64,0.0,2.72,-80.0
18,2005-09-28,-16.52,0.0,-4.16,-80.0
19,2006-09-15,-16.8,0.0,-4.44,-80.0
20,2006-11-02,-5.68,0.0,6.68,-80.0
21,2007-01-05,-5.3,0.0,7.06,-80.0
22,2007-01-21,-9.15,0.0,3.21,-80.0
23,2010-01-29,-14.18,0.0,-1.82,-80.0
24,2011-02-17,-131.86,0.0,-119.5,-80.0
25,2011-09-13,-17.92,0.0,-5.56,-80.0
26,2013-05-13,-5.92,71.42,6.44,-8.58
27,2013-09-02,-3.14,70.38,9.22,-9.62
28,2014-01-24,-11.49,63.12,0.87,-16.88
29,2015-03-16,-1.75,69.62,10.61,-10.38
30,2015-04-01,-0.36,62.08,12.0,-17.92
31,2015-09-08,-7.85,69.62,4.51,-10.38
32,2015-11-27,0.38,0.0,12.74,-80.0
33,2015-12-13,-2.18,0.0,10.18,-80.0
34,2016-09-10,-7.89,68.84,4.47,-11.16
35,2016-10-12,-2.6,70.64,9.76,-9.36
36,2016-12-15,4.15,69.1,16.51,-10.9
37,2017-03-21,-7.92,63.12,4.44,-16.88
38,2017-04-06,-10.04,70.12,2.32,-9.88
39,2017-04-22,-6.2,72.2,6.16,-7.8
40,2017-08-28,-4.68,76.62,7.68,-3.38
41,2018-02-04,-0.1,61.3,12.26,-18.7
42,2018-08-31,-11.31,77.4,1.05,-2.6
43,2018-12-17,3.23,66.76,15.59,-13.24
44,2018-12-27,-3.29,67.8,9.07,-12.2
45,2019-01-16,-2.89,61.04,9.47,-18.96
46,2019-01-19,-0.2,61.56,12.16,-18.44
47,2019-01-21,-0.14,61.56,12.22,-18.44
48,2019-01-26,2.36,61.82,14.72,-18.18
49,2019-02-13,-13.0,61.04,-0.64,-18.96
50,2019-02-18,3.04,62.08,15.4,-17.92
51,2019-02-28,-12.76,62.08,-0.4,-17.92
52,2019-03-05,-9.54,61.04,2.82,-18.96
53,2019-03-30,-4.06,62.34,8.3,-17.66
54,2019-05-09,-2.93,69.88,9.43,-10.12
55,2019-05-14,-14.88,63.64,-2.52,-16.36
56,2019-08-12,-8.9,75.84,3.46,-4.16
57,2019-09-01,-3.86,72.98,8.5,-7.02
58,2019-09-11,-15.95,72.46,-3.59,-7.54
59,2019-09-18,5.66,75.06,18.02,-4.94
60,2019-09-19,0.8,75.58,13.16,-4.42
