Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-08-26,0.32,6.4,-0.82,-16.5,8.68,-28.0,44.36,803.48,32.4
,LE07,2000-08-12,-2.93,-58.56,-0.88,-17.66,-6.8,-21.32,22.2,818.96,39.08
,LE07,2000-09-20,-2.93,-58.56,0.05,0.98,-6.8,-0.56,1.44,818.96,59.84
,LE07,2000-12-18,-2.93,-58.56,-0.55,-11.06,-6.8,-5.68,6.56,818.96,54.72
,LE07,2001-08-15,-0.93,-18.58,-0.69,-13.78,-3.52,-18.84,23.0,815.68,41.56
,LE07,2002-04-12,0.45,9.04,-0.57,-11.46,8.2,-3.04,18.92,803.96,57.36
,LE07,2002-05-14,0.07,1.32,-0.73,-14.56,4.76,-12.0,24.44,807.4,48.4
,LE07,2002-11-22,-0.02,-0.3,-0.86,-17.28,3.44,-7.52,18.64,808.72,52.88
,LT05,2003-08-13,0.59,11.88,-0.88,-17.66,13.68,-23.44,44.8,798.48,36.96
,LT05,2004-11-19,-2.98,-59.58,0.15,2.92,388.4,-25.96,422.04,423.76,34.44
,LT05,2005-03-11,0.92,18.38,-0.9,-18.06,24.16,-15.84,47.68,788.0,44.56
,LT05,2005-04-12,-2.93,-58.56,-0.52,-10.3,-6.8,-9.48,10.36,818.96,50.92
,LT05,2006-05-17,0.23,4.56,-3.0,-60.0,5.72,-38.28,51.68,806.44,22.12
,LT05,2006-10-08,1.72,34.32,-0.53,-10.68,69.16,-9.6,86.44,743.0,50.8
,LT05,2007-09-09,-0.23,-4.56,-0.81,-16.12,-1.12,-14.24,20.8,813.28,46.16
,LT05,2008-02-16,-2.93,-58.56,-0.71,-14.18,-6.8,-13.04,13.92,818.96,47.36
,LT05,2009-01-17,-2.93,-58.56,-0.65,-13.0,346.08,-9.2,362.96,466.08,51.2
,LT05,2011-01-30,-2.93,-58.56,-0.65,-13.0,-6.8,-8.48,9.36,818.96,51.92
,LT05,2011-02-08,-0.44,-8.84,-0.61,-12.24,396.72,-8.48,412.88,415.44,51.92
,LC08,2013-07-23,0.88,17.56,-0.2,-4.08,16.92,-7.08,31.68,795.24,53.32
,LC08,2013-10-27,-2.93,-58.56,0.38,7.58,-6.8,0.28,0.6,818.96,60.68
,LC08,2014-01-22,-2.93,-58.56,0.42,8.34,-6.8,0.32,0.56,818.96,60.72
,LC08,2014-02-23,-2.93,-58.56,0.4,7.96,-6.8,0.32,0.56,818.96,60.72
,LC08,2014-03-20,0.58,11.68,0.22,4.46,8.56,1.6,14.64,803.6,62.0
,LC08,2014-05-23,-0.07,-1.32,0.16,3.3,6.12,1.4,12.4,806.04,61.8
,LC08,2014-08-27,0.95,18.98,-0.48,-9.52,24.52,-14.4,46.6,787.64,46.0
,LC08,2015-06-27,-0.55,-11.06,-0.22,-4.46,-0.6,-10.4,17.48,812.76,50.0
,LC08,2015-10-17,-0.93,-18.58,-0.15,-2.92,-3.6,-13.88,17.96,815.76,46.52
,LC08,2016-03-16,-2.93,-58.56,0.16,3.3,-6.8,-0.16,1.04,818.96,60.24
,LC08,2016-04-17,-0.88,-17.56,0.34,6.8,-3.32,0.8,3.56,815.48,61.2
,LC08,2016-05-12,-2.93,-58.56,0.2,4.08,-6.8,-0.12,1.0,818.96,60.28
,LC08,2017-02-15,0.46,9.24,0.18,3.68,46.64,1.6,52.72,765.52,62.0
,LC08,2017-04-20,-0.21,-4.16,0.15,2.92,2.04,-0.04,9.76,810.12,60.36
,LC08,2017-07-02,0.91,18.18,-0.52,-10.3,55.44,-9.64,72.76,756.72,50.76
,LC08,2018-02-27,0.39,7.82,-0.32,-6.4,7.4,-0.4,15.48,804.76,60.0
,LC08,2018-03-22,2.96,59.18,0.36,7.18,65.08,-1.76,74.52,747.08,58.64
,LC08,2018-03-31,0.93,18.58,0.26,5.24,22.68,-2.48,32.84,789.48,57.92
,LC08,2018-04-16,0.5,10.06,0.26,5.24,7.76,1.72,13.72,804.4,62.12
,LC08,2018-05-18,0.41,8.22,0.44,8.74,7.2,2.68,12.2,804.96,63.08
,LC08,2018-07-21,2.22,44.38,-0.24,-4.86,41.92,-0.12,49.72,770.24,60.28
,LC08,2018-09-07,0.38,7.62,0.13,2.52,14.32,1.76,20.24,797.84,62.16
,S2,2018-12-23,1.36,27.12,0.26,5.24,27.28,1.68,33.28,784.88,62.08
,LC08,2019-02-05,0.92,18.38,0.28,5.64,15.48,1.96,21.2,796.68,62.36
,LC08,2019-02-14,-2.93,-58.56,0.32,6.4,-6.8,0.04,0.84,818.96,60.44
,S2,2019-03-28,-0.26,-5.18,0.24,4.86,1.52,1.12,8.08,810.64,61.52
,S2,2019-09-09,-0.24,-4.78,-0.5,-9.9,1.64,-2.04,11.36,810.52,58.36
,S2,2019-11-03,-0.19,-3.76,0.28,5.64,1.88,-6.16,15.72,810.28,54.24
,S2,2019-11-08,0.42,8.42,0.16,3.3,306.52,-5.6,319.8,505.64,54.8
,LC08,2019-11-13,0.71,14.12,0.13,2.52,16.12,-5.76,29.56,796.04,54.64
,S2,2019-12-13,0.97,19.4,0.28,5.64,10.36,-5.28,23.32,801.8,55.12
,S2,2020-01-27,0.87,17.36,-0.34,-6.8,8.6,-1.36,17.64,803.56,59.04
,S2,2020-02-23,1.52,30.42,0.18,3.68,20.96,1.52,27.12,791.2,61.92
,LC08,2020-03-11,2.21,44.18,0.26,5.24,37.84,1.96,43.56,774.32,62.36
,S2,2020-09-15,0.55,11.06,-0.44,-8.74,6.28,-5.56,19.52,805.88,54.84
,S2,2020-09-25,-2.93,-58.56,0.15,2.92,-6.8,0.04,0.84,818.96,60.44
,S2,2020-10-08,0.54,10.86,0.2,4.08,6.36,-2.0,16.04,805.8,58.4
,LC08,2020-10-14,0.49,9.84,0.16,3.3,7.16,-2.84,17.68,805.0,57.56
,S2,2020-11-24,-0.21,-4.16,-0.2,-4.08,-1.08,-10.24,16.84,813.24,50.16
,S2,2020-12-02,0.96,19.18,0.18,3.68,12.88,-8.16,28.72,799.28,52.24
,S2,2020-12-09,-2.93,-58.56,-0.11,-2.14,-6.8,-7.88,8.76,818.96,52.52
,S2,2021-02-05,-0.36,-7.2,-0.24,-4.86,-1.68,-9.28,15.28,813.84,51.12
,S2,2021-02-17,0.89,17.76,-0.2,-4.08,9.08,-0.68,17.44,803.08,59.72
,S2,2021-02-20,0.21,4.16,0.24,4.86,4.0,1.28,10.4,808.16,61.68
,LC08,2021-03-30,2.47,49.32,0.2,4.08,39.28,2.12,44.84,772.88,62.52
,S2,2021-04-16,0.93,18.58,0.32,6.4,10.4,2.08,16.0,801.76,62.48
,LC08,2021-08-30,-0.33,-6.6,-0.48,-9.52,-1.64,-10.8,16.84,813.8,49.6
,S2,2021-08-31,-0.09,-1.72,-0.36,-7.18,-0.6,-10.64,17.72,812.76,49.76
,S2,2021-09-23,1.59,31.84,0.24,4.86,17.0,-7.28,31.96,795.16,53.12
,S2,2021-09-30,0.05,0.92,0.18,3.68,2.84,-7.92,18.44,809.32,52.48
