Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-09-04,0.49,9.72,0.12,2.42,341.52,2.36,374.84,684.32,47.2
,LE07,1999-10-22,0.5,9.9,-0.04,-0.86,7.16,-3.08,45.92,1018.68,41.76
,LE07,2000-01-26,-0.38,-7.6,0.35,7.08,-4.6,6.96,24.12,1030.44,51.8
,LE07,2000-02-11,-0.79,-15.86,0.44,8.8,-11.0,7.56,17.12,1036.84,52.4
,LE07,2000-04-15,0.3,5.96,0.21,4.28,5.12,4.36,36.44,1020.72,49.2
,LE07,2000-05-01,0.6,12.02,0.13,2.56,8.6,0.04,44.24,1017.24,44.88
,LE07,2000-09-06,-0.62,-12.5,0.15,3.04,-7.68,3.36,24.64,1033.52,48.2
,LE07,2000-10-08,0.25,5.0,0.1,1.94,4.52,-0.04,40.24,1021.32,44.8
,LE07,2001-02-13,-0.76,-15.1,0.36,7.24,-10.16,6.76,18.76,1036.0,51.6
,LE07,2002-02-16,-0.46,-9.14,0.01,0.24,-9.16,0.68,25.84,1035.0,45.52
,LE07,2002-05-07,0.19,3.76,0.0,0.08,2.48,-2.0,40.16,1023.36,42.84
,LE07,2002-09-12,0.14,2.7,0.3,6.0,2.48,5.6,32.56,1023.36,50.44
,LE07,2002-10-14,0.06,1.24,0.11,2.26,0.84,-11.0,47.52,1025.0,33.84
,LE07,2003-04-08,-0.78,-15.58,-0.56,-11.12,-12.16,-15.36,38.88,1038.0,29.48
,LE07,2003-05-10,-0.16,-3.18,-0.21,-4.28,-2.08,-5.8,39.4,1027.92,39.04
,LT05,2004-04-02,0.36,7.22,-0.22,-4.44,5.64,-5.92,47.24,1020.2,38.92
,LT05,2004-05-04,0.27,5.48,-0.46,-9.26,5.28,-9.96,50.92,1020.56,34.88
,LT05,2004-09-25,0.43,8.66,0.18,3.5,6.84,3.52,39.0,1019.0,48.36
,LT05,2005-01-15,-0.14,-2.7,0.28,5.68,-1.84,4.64,29.2,1027.68,49.48
,LT05,2005-03-04,-0.14,-2.78,-3.99,-79.8,-1.84,-26.04,59.88,1027.68,18.8
,LT05,2005-04-05,0.29,5.86,-0.68,-13.62,4.96,-15.16,55.8,1020.88,29.68
,LT05,2005-04-21,0.07,1.34,-0.69,-13.78,0.32,-16.08,52.08,1025.52,28.76
,LT05,2005-08-27,-0.31,-6.24,0.1,1.94,-3.52,-0.36,32.52,1029.36,44.48
,LT05,2005-09-28,0.17,3.36,0.21,4.28,3.76,4.0,35.44,1022.08,48.84
,LT05,2008-02-25,-0.38,-7.5,-0.89,-17.82,-4.28,-16.64,48.04,1030.12,28.2
,LT05,2011-09-13,0.0,0.0,0.04,0.7,0.12,-0.96,36.76,1025.72,43.88
,LC08,2013-09-02,0.4,8.08,0.7,14.08,6.96,12.48,30.16,1018.88,57.32
,LC08,2014-04-30,0.34,6.86,0.81,16.26,5.96,13.44,28.2,1019.88,58.28
,LC08,2014-09-05,0.33,6.54,0.8,16.1,5.2,12.64,28.24,1020.64,57.48
,LC08,2014-11-08,0.12,2.5,0.89,17.82,3.6,13.76,25.52,1022.24,58.6
,LC08,2015-04-01,0.41,8.18,-0.06,-1.16,6.76,-2.56,45.0,1019.08,42.28
,LC08,2015-09-24,0.18,3.56,-0.08,-1.64,3.4,-0.32,39.4,1022.44,44.52
,LC08,2016-03-02,-0.39,-7.78,-0.42,-8.48,-4.12,-9.84,41.4,1029.96,35.0
,LC08,2016-04-19,0.65,12.98,0.4,8.02,9.72,7.76,37.64,1016.12,52.6
,LC08,2016-09-10,-0.01,-0.2,-0.08,-1.64,0.32,-0.12,36.12,1025.52,44.72
,LC08,2016-10-12,0.71,14.14,0.07,1.48,10.64,1.12,45.2,1015.2,45.96
,LC08,2017-02-17,-0.58,-11.64,0.82,16.42,-9.76,10.72,15.2,1035.6,55.56
,LC08,2017-03-05,0.01,0.2,0.83,16.58,0.92,11.6,25.0,1024.92,56.44
,LC08,2017-04-06,-0.38,-7.5,-0.55,-10.98,-7.24,-13.4,41.84,1033.08,31.44
,LC08,2017-04-22,0.0,0.0,-0.82,-16.42,0.4,-17.28,53.36,1025.36,27.56
,LC08,2017-08-28,-0.33,-6.54,0.81,16.26,-3.28,12.6,19.8,1029.12,57.44
,LC08,2018-04-25,-0.08,-1.54,0.52,10.5,-0.36,6.84,28.48,1026.2,51.68
,LC08,2018-08-31,-0.3,-6.06,-0.55,-10.98,-3.44,-18.32,50.56,1029.28,26.52
,S2,2019-01-04,0.52,10.38,0.59,11.76,7.08,7.04,35.72,1018.76,51.88
,S2,2019-01-19,0.65,12.98,0.14,2.72,8.4,1.16,42.92,1017.44,46.0
,S2,2019-01-26,-0.04,-0.86,-0.24,-4.74,0.12,-3.28,39.08,1025.72,41.56
,S2,2019-02-03,-0.22,-4.42,-0.63,-12.52,-1.44,-12.8,47.04,1027.28,32.04
,S2,2019-02-10,-0.65,-13.08,-0.78,-15.64,-7.56,-23.64,51.76,1033.4,21.2
,S2,2019-02-20,0.47,9.32,-0.77,-15.34,6.72,-27.28,69.68,1019.12,17.56
,S2,2019-03-05,0.32,6.34,-0.87,-17.36,5.4,-21.56,62.64,1020.44,23.28
,S2,2019-08-29,0.68,13.56,0.47,9.42,8.72,8.72,35.68,1017.12,53.56
,S2,2019-09-18,0.38,7.5,0.46,9.1,5.52,7.08,34.12,1020.32,51.92
,S2,2019-10-03,0.11,2.12,0.51,10.2,1.32,8.4,28.6,1024.52,53.24
,LC08,2019-10-05,-0.26,-5.28,0.8,16.1,-2.48,12.32,20.88,1028.32,57.16
,S2,2019-10-23,0.37,7.4,0.59,11.76,5.64,9.52,31.8,1020.2,54.36
,S2,2019-10-26,0.52,10.38,0.56,11.12,7.28,8.72,34.24,1018.56,53.56
,S2,2019-11-02,0.07,1.44,0.56,11.12,3.36,8.96,30.08,1022.48,53.8
,S2,2019-11-07,0.31,6.24,0.56,11.28,314.96,7.08,343.56,710.88,51.92
,LC08,2019-12-08,0.2,3.94,0.85,17.04,3.2,14.12,24.76,1022.64,58.96
,S2,2019-12-10,-0.12,-2.4,0.64,12.84,-0.76,10.0,24.92,1026.6,54.84
,S2,2020-02-18,-0.09,-1.74,-5.77,-115.42,-0.56,-43.04,78.16,1026.4,1.8
