Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-09-29,-0.06,-1.3,-2.91,-58.24,1.0,-70.64,93.36,500.44,401.0
,LE07,1999-10-15,-0.23,-4.68,-2.91,-58.24,29.96,-50.64,102.32,471.48,421.0
,LE07,2000-02-04,-0.14,-2.88,-3.0,-60.0,-0.52,-85.04,106.24,501.96,386.6
,LE07,2000-02-20,-0.44,-8.74,-2.91,-58.24,-4.4,-57.32,74.64,505.84,414.32
,LE07,2000-11-02,-0.69,-13.8,-2.91,-58.24,67.76,-39.08,128.56,433.68,432.56
,LE07,2000-12-04,-0.14,-2.76,-2.91,-58.24,106.72,-47.32,175.76,394.72,424.32
,LE07,2000-12-20,-0.08,-1.64,-3.0,-60.0,28.16,-60.16,110.04,473.28,411.48
,LE07,2001-01-05,0.23,4.56,-3.0,-60.0,81.28,-53.6,156.6,420.16,418.04
,LE07,2001-03-10,-0.36,-7.26,-2.91,-58.24,-3.72,-50.16,68.16,505.16,421.48
,LE07,2001-03-26,-0.22,-4.46,-2.91,-58.24,-1.4,-68.16,88.48,502.84,403.48
,LE07,2001-09-18,-0.25,-5.02,-2.91,-58.24,-0.88,-63.32,84.16,502.32,408.32
,LE07,2001-11-05,-0.72,-14.48,-2.91,-58.24,-9.48,-57.12,69.36,510.92,414.52
,LE07,2002-01-24,0.35,7.04,-2.91,-58.24,35.16,-37.12,94.0,466.28,434.52
,LE07,2002-02-25,0.04,0.84,-2.92,-58.5,4.84,-58.68,85.24,496.6,412.96
,LE07,2002-10-23,-0.35,-6.92,-2.91,-58.24,0.48,-67.56,89.76,500.96,404.08
,LE07,2002-11-24,-0.29,-5.8,-3.0,-60.0,0.88,-56.76,79.36,500.56,414.88
,LE07,2003-01-11,-0.08,-1.64,-3.0,-60.0,183.2,-74.2,279.12,318.24,397.44
,LE07,2003-03-16,-0.16,-3.22,-2.91,-58.24,7.44,-64.72,93.88,494.0,406.92
,LE07,2003-04-01,-0.3,-6.02,-3.0,-60.0,4.2,-106.92,132.84,497.24,364.72
,LT05,2003-12-05,-0.12,-2.42,-2.91,-58.24,25.88,-60.56,108.16,475.56,411.08
,LT05,2004-09-02,-0.28,-5.58,-2.91,-58.24,4.48,-115.48,141.68,496.96,356.16
,LT05,2004-10-20,-0.1,-2.08,-2.91,-58.24,128.52,-62.48,212.72,372.92,409.16
,LT05,2005-02-25,-0.34,-6.7,-3.0,-60.0,7.0,-79.08,107.8,494.44,392.56
,LT05,2005-03-29,-0.49,-9.74,-2.91,-58.24,-1.12,-57.68,78.28,502.56,413.96
,LT05,2005-11-08,-0.24,-4.9,-2.91,-58.24,119.44,-47.76,188.92,382.0,423.88
,LT05,2005-11-24,-0.0,-0.06,-2.91,-58.24,106.96,-46.08,174.76,394.48,425.56
,LT05,2006-02-28,-0.39,-7.84,-3.0,-60.0,3.12,-64.44,89.28,498.32,407.2
,LT05,2006-10-10,-0.27,-5.46,-2.91,-58.24,2.96,-65.52,90.2,498.48,406.12
,LT05,2007-02-15,0.17,3.32,-2.91,-58.24,14.76,-60.76,97.24,486.68,410.88
,LC08,2014-03-22,0.1,1.98,-2.91,-58.24,32.52,-16.32,70.56,468.92,455.32
,LC08,2014-09-30,-0.18,-3.66,-2.91,-58.24,40.72,-34.0,96.44,460.72,437.64
,LC08,2015-07-15,0.4,8.06,-2.91,-58.24,9.76,-77.08,108.56,491.68,394.56
,LC08,2016-02-24,0.05,0.96,-2.91,-58.24,9.48,-18.36,49.56,491.72,453.28
,LC08,2016-03-11,0.08,1.52,-2.91,-58.24,9.68,-15.92,47.32,491.76,455.72
,LC08,2017-03-30,0.26,5.12,-0.62,-12.34,10.84,-13.24,45.8,490.16,458.4
,LC08,2017-11-09,0.1,2.08,-2.91,-58.24,55.24,-33.64,110.6,446.2,438.0
,LC08,2018-01-28,0.54,10.76,-2.91,-58.24,24.2,-21.96,67.88,477.16,449.68
,LC08,2018-03-17,0.3,5.92,-2.91,-58.24,11.44,-14.36,47.52,489.84,457.28
,S2,2018-12-17,0.32,6.48,-2.91,-58.24,129.76,-38.28,189.76,371.68,433.36
,S2,2019-01-16,0.45,8.96,-2.91,-58.24,79.08,-19.6,120.4,422.36,452.04
,S2,2019-01-21,0.31,6.26,-3.0,-60.0,5.4,-48.4,75.52,496.04,423.24
,S2,2019-02-05,0.23,4.68,-3.0,-60.0,4.96,-30.8,57.48,496.48,440.84
,S2,2019-02-15,0.58,11.54,-3.0,-60.0,29.0,-43.0,93.72,472.44,428.64
,S2,2019-02-25,0.17,3.32,-3.0,-60.0,59.72,-22.32,103.76,441.72,449.32
,S2,2019-03-02,0.83,16.62,-3.0,-60.0,59.24,-27.4,108.36,442.2,444.24
,LC08,2019-03-04,0.58,11.54,-3.0,-60.0,11.04,-23.76,56.52,490.32,447.88
,S2,2019-04-01,0.85,17.08,-2.91,-58.24,25.8,-24.68,72.2,475.64,446.96
,S2,2019-04-06,0.01,0.16,-2.91,-58.24,2.76,-18.08,42.56,498.68,453.56
,S2,2019-04-16,0.89,17.86,-2.91,-58.24,28.6,-27.4,77.72,472.84,444.24
,S2,2019-05-01,0.91,18.2,-2.91,-58.24,21.84,-21.36,64.92,479.6,450.28
,S2,2019-08-04,-0.26,-5.24,-2.91,-58.24,0.4,-85.52,107.64,501.04,386.12
,S2,2019-08-14,0.69,13.8,-2.91,-58.24,23.92,-88.96,134.6,477.52,382.68
,LC08,2019-08-27,0.97,19.44,-3.0,-60.0,43.2,-95.68,160.6,458.16,375.96
,S2,2019-10-08,0.93,18.54,-2.91,-58.24,194.36,-53.04,269.12,307.08,418.6
,S2,2019-11-02,-0.19,-3.78,-2.91,-58.24,44.48,-36.12,102.32,456.96,435.52
,S2,2019-11-07,0.71,14.26,-3.0,-60.0,133.28,-50.6,205.6,368.16,421.04
,S2,2019-11-22,0.39,7.84,-2.91,-58.24,77.64,-45.44,144.8,423.8,426.2
,S2,2020-01-11,0.01,0.28,-3.0,-60.0,2.48,-49.64,73.84,498.96,422.0
,S2,2020-02-10,0.05,1.08,-3.0,-60.0,2.96,-68.0,92.68,498.48,403.64
,S2,2020-02-25,0.26,5.12,-3.0,-60.0,5.0,-65.36,92.08,496.44,406.28
,S2,2020-03-11,-0.1,-1.98,-3.0,-60.0,1.96,-19.24,42.92,499.48,452.4
,S2,2020-04-05,0.96,19.2,-3.0,-60.0,34.52,-60.12,116.36,466.92,411.52
,S2,2020-04-10,0.18,3.66,-3.0,-60.0,3.56,-51.52,76.8,497.88,420.12
,S2,2020-04-25,0.5,10.08,-3.0,-60.0,6.52,-78.12,106.36,494.92,393.52
,S2,2020-09-07,0.26,5.24,-3.0,-60.0,53.0,-56.16,130.88,448.44,415.48
,S2,2020-10-02,0.6,12.0,-3.0,-60.0,21.36,-48.32,91.4,480.08,423.32
,LC08,2020-10-16,0.4,7.94,-2.91,-58.24,5.52,-38.24,65.48,495.8,433.4
,S2,2020-10-17,-0.17,-3.44,-2.91,-58.24,1.48,-36.36,59.56,499.96,435.28
,S2,2020-11-21,-0.03,-0.62,-2.91,-58.24,50.44,-40.16,112.32,451.0,431.48
,S2,2020-12-01,0.49,9.86,-2.91,-58.24,6.16,-31.4,59.28,495.28,440.24
,LC08,2020-12-03,0.13,2.54,-2.91,-58.24,3.0,-30.44,55.16,498.44,441.2
,S2,2020-12-16,-0.34,-6.82,-2.91,-58.24,0.24,-41.76,63.72,501.2,429.88
,S2,2020-12-31,0.08,1.64,-3.0,-60.0,3.24,-67.52,92.48,498.2,404.12
,S2,2021-01-05,-0.14,-2.76,-3.0,-60.0,63.8,-59.72,145.24,437.64,411.92
,S2,2021-01-10,0.75,15.04,-3.0,-60.0,22.92,-68.6,113.24,478.52,403.04
,S2,2021-01-15,-0.34,-6.82,-3.0,-60.0,-0.44,-44.08,65.36,501.88,427.56
,S2,2021-01-25,0.74,14.82,-3.0,-60.0,49.56,-114.44,185.72,451.88,357.2
,S2,2021-01-30,0.22,4.34,-3.0,-60.0,8.0,-110.12,139.84,493.44,361.52
,S2,2021-02-19,0.65,13.02,-3.0,-60.0,160.32,-105.56,287.6,341.12,366.08
,S2,2021-03-11,0.63,12.56,-2.91,-58.24,14.88,-34.32,70.92,486.56,437.32
,LC08,2021-03-25,0.82,16.5,-2.91,-58.24,16.52,-39.0,77.24,484.92,432.64
,S2,2021-03-31,-0.38,-7.6,-0.73,-14.56,-0.64,-5.64,26.72,502.08,466.0
,S2,2021-04-20,0.3,5.92,-2.91,-58.24,24.96,-14.28,60.96,476.48,457.36
,S2,2021-04-30,0.16,3.1,-2.91,-58.24,3.6,-36.36,61.68,497.84,435.28
