,date,sand_area_percentage_change,water_area_percentage_change,vegetation_area_percentage_change
0,2000-04-01,0.0,0.0,0.0
1,2000-05-03,-0.64,0.07,0.57
2,2000-08-07,-3.02,-0.02,3.05
3,2001-04-04,8.8,-6.55,-2.25
4,2001-08-26,-5.53,6.41,-0.89
5,2001-09-27,4.53,-4.89,0.36
6,2001-10-13,4.03,-3.96,-0.07
7,2002-09-14,-6.8,7.0,-0.2
8,2003-04-10,-4.5,2.23,2.27
9,2003-04-26,13.15,-12.94,-0.2
10,2003-07-23,-8.16,7.21,0.96
11,2003-08-24,10.1,-4.34,-5.75
12,2003-12-30,-12.49,10.08,2.41
13,2004-10-13,0.68,-0.27,-0.41
14,2005-08-29,3.82,-5.64,1.82
15,2005-11-17,-4.55,6.12,-1.57
16,2006-01-20,1.73,-0.55,-1.18
17,2006-02-05,0.41,0.55,-0.96
18,2006-05-12,-5.12,-0.45,5.57
19,2006-09-01,2.96,-2.02,-0.93
20,2006-09-17,8.39,-6.91,-1.48
21,2011-03-07,-9.57,11.51,-1.93
22,2013-11-07,-1.73,0.05,1.68
23,2013-12-09,3.48,-5.14,1.66
24,2014-01-10,10.01,-11.05,1.05
25,2014-05-18,-4.43,3.37,1.07
26,2014-08-06,3.98,-3.93,-0.05
27,2014-09-07,4.46,-3.41,-1.05
28,2014-09-23,-6.07,6.64,-0.57
29,2014-10-25,-5.41,7.19,-1.77
30,2015-01-29,4.0,-6.35,2.34
31,2015-04-19,-4.71,4.05,0.66
32,2015-05-21,-5.84,6.16,-0.32
33,2015-08-25,12.69,-13.01,0.32
34,2015-11-13,-1.14,3.09,-1.96
35,2016-04-05,4.62,-4.91,0.3
36,2016-04-21,-10.35,8.3,2.05
37,2016-08-27,9.87,-9.6,-0.27
38,2016-09-12,1.39,0.2,-1.59
39,2017-04-24,-16.85,15.72,1.14
40,2017-06-27,0.16,0.07,-0.23
41,2017-12-04,0.93,0.68,-1.61
42,2017-12-20,0.0,-0.89,0.89
43,2018-04-11,14.33,-15.99,1.66
44,2018-05-29,-4.07,4.05,0.02
45,2018-08-17,-8.28,9.01,-0.73
46,2018-10-04,6.55,-4.21,-2.34
47,2018-10-20,7.69,-7.46,-0.23
48,2018-12-07,0.39,-0.82,0.43
49,2018-12-14,-7.03,7.69,-0.66
50,2019-01-03,1.23,0.91,-2.14
51,2019-01-06,-6.48,6.85,-0.36
52,2019-01-18,9.71,-11.99,2.27
53,2019-01-26,-12.26,14.71,-2.46
54,2019-01-28,7.21,-8.57,1.36
55,2019-02-02,5.78,-5.62,-0.16
56,2019-02-05,-10.37,11.55,-1.18
57,2019-02-12,-0.59,-0.8,1.39
58,2019-02-15,2.07,1.11,-3.18
59,2019-02-25,2.39,-0.61,-1.77
60,2019-03-02,16.12,-18.58,2.46
61,2019-03-04,1.91,-0.11,-1.8
62,2019-03-09,-21.72,17.53,4.18
63,2019-03-19,6.37,-6.35,-0.02
64,2019-04-11,-10.58,7.91,2.66
65,2019-04-13,21.72,-20.97,-0.75
66,2019-04-14,-6.46,3.46,3.0
67,2019-04-18,6.82,-3.75,-3.07
68,2019-04-26,-9.23,9.89,-0.66
69,2019-04-30,3.82,-7.62,3.8
70,2019-05-13,-0.3,4.0,-3.71
71,2019-05-16,3.53,-2.98,-0.55
72,2019-06-15,3.18,-2.27,-0.91
73,2019-07-20,-21.54,20.9,0.64
74,2019-08-04,-2.41,2.43,-0.02
75,2019-08-24,7.91,-7.91,0.0
76,2019-08-26,9.44,-10.44,1.0
77,2019-08-29,7.57,-5.25,-2.32
78,2019-09-15,-14.31,12.69,1.61
79,2019-09-21,4.34,-6.53,2.18
80,2019-09-28,2.93,-0.77,-2.16
81,2019-10-08,4.41,-4.39,-0.02
82,2019-10-20,-14.94,15.42,-0.48
83,2019-10-25,16.22,-17.24,1.02
84,2019-11-02,-18.35,21.33,-2.98
85,2019-11-04,10.3,-12.64,2.34
86,2019-11-12,-13.01,12.51,0.5
87,2019-11-22,9.46,-9.12,-0.34
88,2019-11-24,0.73,0.91,-1.64
89,2019-11-27,-9.67,8.07,1.59
90,2019-12-04,5.41,-6.16,0.75
91,2019-12-27,-6.23,6.91,-0.68
92,2019-12-29,-0.64,0.48,0.16
93,2020-01-03,5.8,-7.6,1.8
94,2020-01-06,-1.86,4.84,-2.98
95,2020-01-11,-1.02,1.59,-0.57
96,2020-01-23,16.15,-14.08,-2.07
97,2020-02-05,3.25,-0.73,-2.52
98,2020-02-10,-12.19,15.37,-3.18
99,2020-02-12,-0.07,0.05,0.02
100,2020-02-27,-7.25,-0.48,7.73
101,2020-03-11,3.66,-4.71,1.05
102,2020-03-13,0.75,0.2,-0.96
103,2020-03-23,-3.93,4.71,-0.77
104,2020-03-26,5.25,-7.73,2.48
105,2020-03-28,-2.07,2.48,-0.41
106,2020-03-31,-0.25,0.82,-0.57
107,2020-04-10,-4.39,1.3,3.09
108,2020-04-15,7.8,-6.53,-1.27
109,2020-04-25,0.8,-1.09,0.3
110,2020-04-30,3.55,-3.14,-0.41
111,2020-05-07,4.84,-4.73,-0.11
112,2020-05-20,-6.28,6.41,-0.14
113,2020-06-03,-14.42,11.69,2.73
114,2020-06-09,14.85,-12.28,-2.57
115,2020-07-24,-1.61,1.43,0.18
116,2020-08-08,-3.07,3.25,-0.18
117,2020-08-15,14.37,-14.15,-0.23
118,2020-08-28,16.65,-10.78,-5.87
119,2020-08-30,-18.22,14.26,3.96
120,2020-09-04,-11.51,9.28,2.23
121,2020-09-07,6.82,-7.23,0.41
122,2020-09-12,7.14,-4.39,-2.75
123,2020-09-19,0.61,-0.8,0.18
124,2020-09-29,-7.16,4.5,2.66
125,2020-10-04,-11.1,11.94,-0.84
126,2020-10-07,-4.32,5.39,-1.07
127,2020-10-17,13.65,-14.08,0.43
128,2020-11-11,-1.52,0.57,0.96
129,2020-11-13,1.52,-1.36,-0.16
130,2020-12-01,-9.69,9.6,0.09
131,2020-12-03,5.41,-5.12,-0.3
132,2020-12-11,-3.0,3.73,-0.73
133,2020-12-16,-8.46,9.76,-1.3
134,2020-12-31,5.78,-8.01,2.23
135,2021-01-10,0.07,-0.45,0.39
136,2021-01-17,-6.1,5.89,0.2
137,2021-01-22,12.96,-10.67,-2.3
138,2021-01-25,-3.14,3.3,-0.16
139,2021-02-04,-0.91,5.94,-5.03
140,2021-02-06,17.1,-14.83,-2.27
141,2021-02-11,-19.97,16.47,3.5
142,2021-02-16,18.67,-15.15,-3.53
143,2021-02-19,-6.75,6.39,0.36
144,2021-02-24,-11.3,4.39,6.91
145,2021-03-01,-4.89,2.0,2.89
146,2021-03-02,-3.59,1.91,1.68
147,2021-03-18,5.25,-2.77,-2.48
148,2021-03-23,8.39,-8.37,-0.02
149,2021-03-31,-12.74,12.1,0.64
150,2021-04-02,1.98,-1.84,-0.14
151,2021-04-03,4.53,-7.23,2.71
152,2021-04-15,-3.89,7.87,-3.98
153,2021-04-17,10.94,-11.64,0.71
154,2021-04-25,7.89,-7.91,0.02
155,2021-05-05,-1.0,1.21,-0.2
156,2021-05-15,-18.38,18.94,-0.57
157,2021-07-24,10.44,-13.62,3.18
158,2021-07-29,0.93,4.46,-5.39
159,2021-08-03,4.57,-5.48,0.91
160,2021-08-10,-0.61,1.0,-0.39
161,2021-08-13,-9.42,9.69,-0.27
162,2021-08-18,11.71,-12.05,0.34
163,2021-09-10,-21.56,17.81,3.75
164,2021-09-12,9.07,-5.37,-3.71
165,2021-09-24,-2.52,2.34,0.18
166,2021-10-02,18.29,-18.69,0.41
167,2021-10-04,-14.19,13.01,1.18
168,2021-10-12,-7.98,9.32,-1.34
169,2021-10-19,11.12,-13.05,1.93
170,2021-11-18,5.62,-5.8,0.18
171,2021-11-26,-14.44,15.21,-0.77
172,2021-11-28,20.88,-19.19,-1.68
173,2021-12-01,-13.08,13.19,-0.11
174,2021-12-18,4.57,-5.19,0.61
175,2021-12-23,-12.37,13.01,-0.64
176,2021-12-31,3.3,-2.37,-0.93
177,2022-01-02,-0.5,-0.86,1.36
178,2022-01-07,-3.98,2.66,1.32
179,2022-01-10,2.71,-0.82,-1.89
180,2022-01-17,-1.5,-0.41,1.91
181,2022-01-27,11.8,-10.62,-1.18
182,2022-02-14,-5.96,1.16,4.8
183,2022-02-24,5.34,-3.91,-1.43
184,2022-03-01,-8.23,8.21,0.02
185,2022-04-02,6.0,-5.69,-0.32
186,2022-04-07,0.61,0.52,-1.14
187,2022-04-14,-9.51,6.44,3.07
188,2022-04-22,-5.09,6.91,-1.82
189,2022-04-30,10.64,-9.3,-1.34
190,2022-05-20,-2.75,3.25,-0.5
191,2022-06-25,4.16,-7.89,3.73
192,2022-08-03,-2.0,6.32,-4.32
193,2022-08-04,-7.55,3.25,4.3
194,2022-08-12,5.09,-4.8,-0.3
195,2022-08-23,8.55,-5.44,-3.12
196,2022-08-28,-6.48,3.14,3.34
197,2022-09-05,-9.14,9.82,-0.68
198,2022-09-13,0.84,-0.48,-0.36
199,2022-09-17,20.35,-17.94,-2.41
200,2022-10-04,-11.58,11.44,0.14
201,2022-10-19,11.89,-11.64,-0.25
202,2022-10-22,2.91,-3.59,0.68
203,2022-10-27,-20.26,21.04,-0.77
204,2022-12-26,-1.55,3.41,-1.86
205,2022-12-28,1.23,-2.71,1.48
206,2022-12-31,4.89,-5.8,0.91
207,2023-01-20,0.77,-0.91,0.14
208,2023-02-06,-3.05,3.87,-0.82
209,2023-02-09,-3.18,2.71,0.48
210,2023-02-14,0.05,0.14,-0.18
211,2023-02-19,10.39,-11.19,0.8
212,2023-02-28,1.14,-3.89,2.75
213,2023-03-06,-7.05,10.05,-3.0
214,2023-03-08,-1.66,2.59,-0.93
215,2023-03-11,-1.55,1.18,0.36
216,2023-03-24,-3.98,1.07,2.91
217,2023-04-02,9.57,-8.35,-1.23
218,2023-04-12,-3.09,4.8,-1.71
219,2023-04-25,-5.0,3.68,1.32
220,2023-05-15,21.58,-20.86,-0.73
221,2023-05-27,-17.67,14.6,3.07
222,2023-06-12,12.96,-12.96,0.0
223,2023-07-14,-1.5,1.5,0.0
224,2023-07-22,-16.94,17.6,-0.66
225,2023-07-24,10.17,-6.87,-3.3
226,2023-07-29,16.88,-16.62,-0.25
227,2023-07-30,-8.21,4.0,4.21
228,2023-08-03,-1.16,5.12,-3.96
229,2023-08-08,6.46,-6.16,-0.3
230,2023-08-23,-11.64,7.44,4.21
231,2023-08-25,7.85,-4.43,-3.41
232,2023-08-28,7.44,-6.05,-1.39
233,2023-08-31,-13.87,9.35,4.53
234,2023-09-12,0.36,3.12,-3.48
235,2023-09-19,-3.23,3.0,0.23
236,2023-09-27,-2.32,2.62,-0.3
237,2023-10-02,-8.32,5.5,2.82
238,2023-10-04,20.35,-18.13,-2.23
239,2023-10-09,-3.84,4.73,-0.89
240,2023-10-10,1.43,-1.91,0.48
241,2023-10-12,4.75,-4.39,-0.36
242,2023-11-28,-20.6,21.9,-1.3
243,2023-12-06,1.61,-2.62,1.0
244,2023-12-08,15.78,-16.24,0.45
245,2023-12-11,-15.74,16.03,-0.3
246,2023-12-13,2.14,-2.12,-0.02
247,2024-01-07,10.51,-9.37,-1.14
248,2024-01-10,-12.24,10.69,1.55
249,2024-01-12,2.62,-0.23,-2.39
250,2024-01-17,-3.64,1.43,2.21
251,2024-02-04,8.64,-9.6,0.96
252,2024-02-11,-11.58,9.48,2.09
253,2024-02-14,1.05,1.48,-2.52
254,2024-02-16,5.53,-5.89,0.36
255,2024-02-19,4.0,-3.96,-0.05
256,2024-02-23,-7.37,4.46,2.91
257,2024-03-05,7.35,-1.55,-5.8
258,2024-03-07,2.21,-4.8,2.59
259,2024-03-17,-1.84,1.68,0.16
260,2024-03-18,3.87,-7.07,3.21
261,2024-03-30,-12.74,16.12,-3.39
262,2024-04-03,10.05,-13.51,3.46
263,2024-04-06,7.0,-3.78,-3.23
264,2024-04-09,-12.74,12.42,0.32
265,2024-04-16,9.32,-6.98,-2.34
266,2024-04-21,4.0,-5.91,1.91
267,2024-04-24,-2.77,8.44,-5.66
268,2024-04-27,-17.26,8.96,8.3
269,2024-05-05,15.44,-16.15,0.71
270,2024-05-09,12.28,-1.75,-10.53
271,2024-05-19,-4.03,5.89,-1.86
272,2024-05-21,-17.51,5.07,12.44
273,2024-05-29,14.56,-2.05,-12.51
274,2024-07-23,-12.1,6.16,5.94
275,2024-08-02,12.85,-13.1,0.25
276,2024-08-12,-1.71,-1.09,2.8
277,2024-09-01,-13.05,13.74,-0.68
278,2024-09-03,3.41,-2.05,-1.36
279,2024-09-08,-2.48,1.23,1.25
280,2024-09-10,1.41,-5.59,4.18
281,2024-09-11,8.78,-5.57,-3.21
282,2024-09-21,-12.08,12.76,-0.68
283,2024-10-20,-7.3,5.62,1.68
284,2024-10-31,8.53,-6.98,-1.55
285,2024-11-27,13.83,-12.37,-1.46
286,2024-12-31,-16.72,14.08,2.64
287,2025-01-01,0.23,1.3,-1.52
288,2025-01-26,-0.5,0.25,0.25
289,2025-01-29,1.18,-1.68,0.5
290,2025-01-31,7.87,-8.26,0.39
291,2025-02-03,-10.71,11.6,-0.89
292,2025-02-23,9.3,-9.98,0.68
293,2025-02-25,-0.25,0.45,-0.2
294,2025-03-02,-6.89,3.71,3.18
295,2025-03-05,3.93,-4.18,0.25
296,2025-03-21,-2.52,2.77,-0.25
297,2025-03-22,5.23,-2.14,-3.09
298,2025-03-27,9.07,-9.51,0.43
299,2025-04-09,1.21,-1.32,0.11
300,2025-04-14,-21.49,19.4,2.09
301,2025-05-04,20.92,-18.35,-2.57
302,2025-05-06,2.37,-2.25,-0.11
303,2025-05-16,-10.96,10.96,0.0
304,2025-05-19,5.3,-5.5,0.2
305,2025-05-24,-1.93,-1.02,2.96
306,2025-06-17,-9.23,8.94,0.3
