Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LE07,1999-09-16,0.73,14.56,-0.62,-12.32,9.36,-5.2,59.24,212.84,162.48
,LE07,1999-09-25,0.17,3.48,-0.28,-5.54,2.76,-2.56,50.0,219.44,165.12
,LE07,1999-11-03,0.22,4.34,-0.54,-10.74,3.08,-4.92,52.68,219.12,162.76
,LE07,1999-11-12,0.61,12.18,-0.4,-8.02,7.6,-3.2,55.48,214.6,164.48
,LE07,1999-11-19,0.34,6.74,-0.56,-11.18,3.76,-9.6,58.04,218.44,158.08
,LE07,1999-12-05,0.22,4.34,-0.37,-7.34,2.84,-4.28,51.8,219.36,163.4
,LE07,2000-01-31,0.61,12.18,-0.4,-8.02,7.76,-3.2,55.64,214.44,164.48
,LE07,2000-04-20,0.39,7.82,-0.41,-8.24,6.64,-4.4,55.72,215.56,163.28
,LE07,2000-11-14,0.48,9.56,-0.44,-8.7,7.28,-3.52,55.48,214.92,164.16
,LE07,2000-12-07,0.18,3.7,-0.47,-9.38,3.24,-4.64,52.56,218.96,163.04
,LE07,2000-12-16,3.52,70.38,-0.38,-7.58,13.4,-3.16,61.24,208.8,164.52
,LE07,2001-01-01,0.77,15.44,-0.45,-8.92,9.48,-3.48,57.64,212.72,164.2
,LE07,2001-01-17,0.63,12.6,-0.28,-5.54,7.76,-2.96,55.4,214.44,164.72
,LE07,2001-03-29,0.49,9.78,-0.65,-13.0,7.28,-5.4,57.36,214.92,162.28
,LE07,2001-04-07,0.16,3.26,-0.29,-5.76,2.72,-3.84,51.24,219.48,163.84
,LE07,2001-08-29,0.33,6.52,-0.25,-5.08,8.12,-3.68,56.48,214.08,164.0
,LE07,2001-10-23,0.62,12.4,-0.56,-11.18,7.6,-4.88,57.16,214.6,162.8
,LE07,2002-01-04,0.8,16.08,-0.6,-12.1,12.4,-27.16,84.24,209.8,140.52
,LE07,2002-01-27,0.23,4.56,-0.55,-10.96,3.6,-4.84,53.12,218.6,162.84
,LE07,2002-02-05,0.79,15.86,-0.28,-5.54,8.6,-2.68,55.96,213.6,165.0
,LE07,2002-02-12,0.29,5.86,-0.34,-6.9,3.6,-4.2,52.48,218.6,163.48
,LE07,2002-03-09,0.42,8.48,-0.3,-5.98,5.4,-3.92,54.0,216.8,163.76
,LE07,2002-04-01,0.84,16.74,-0.55,-10.96,9.88,-4.8,59.36,212.32,162.88
,LE07,2002-05-12,0.18,3.7,-0.07,-1.46,3.04,-0.88,48.6,219.16,166.8
,LE07,2002-09-24,0.25,5.0,-0.47,-9.38,3.44,-4.48,52.6,218.76,163.2
,LE07,2002-10-03,0.42,8.48,-0.24,-4.86,4.08,-3.6,52.36,218.12,164.08
,LE07,2002-10-10,0.42,8.48,-0.66,-13.22,6.56,-5.4,56.64,215.64,162.28
,LE07,2002-12-29,0.54,10.86,-0.38,-7.58,8.4,-4.24,57.32,213.8,163.44
,LE07,2003-01-14,0.49,9.78,-0.58,-11.64,5.96,-5.0,55.64,216.24,162.68
,LE07,2003-02-24,0.77,15.44,-0.45,-8.92,8.44,-3.36,56.48,213.76,164.32
,LT05,2003-12-08,0.25,5.0,-0.37,-7.34,3.4,-4.32,52.4,218.8,163.36
,LT05,2004-04-07,0.66,13.26,-0.4,-8.02,7.84,-4.16,56.68,214.36,163.52
,LT05,2004-04-23,0.68,13.7,-0.29,-5.76,8.72,-3.68,57.08,213.48,164.0
,LT05,2004-09-05,0.41,8.26,-0.59,-11.86,4.16,-4.76,53.6,218.04,162.92
,LT05,2004-09-30,0.01,0.22,-0.42,-8.48,1.0,-3.32,49.0,221.2,164.36
,LT05,2004-10-07,0.53,10.66,-0.47,-9.38,4.48,-4.64,53.8,217.72,163.04
,LT05,2005-01-27,0.5,10.0,-0.38,-7.58,4.56,-3.56,52.8,217.64,164.12
,LT05,2005-03-16,0.66,13.26,-0.66,-13.22,5.12,-5.56,55.36,217.08,162.12
,LT05,2005-04-01,0.68,13.7,-0.5,-10.06,5.52,-4.44,54.64,216.68,163.24
,LT05,2005-05-03,0.21,4.14,-0.63,-12.54,3.36,-42.8,90.84,218.84,124.88
,LT05,2005-09-17,-0.56,-11.3,-0.27,-5.32,-2.6,-3.6,45.68,224.8,164.08
,LT05,2005-10-10,0.46,9.14,-0.54,-10.74,9.04,-4.16,57.88,213.16,163.52
,LT05,2006-02-08,-0.48,-9.56,-0.56,-11.18,-1.96,-4.08,46.8,224.16,163.6
,LT05,2006-05-31,0.63,12.6,-0.45,-8.92,11.28,-4.76,60.72,210.92,162.92
,LT05,2006-08-26,0.38,7.6,-0.29,-5.76,4.04,-3.6,52.32,218.16,164.08
,LT05,2006-11-30,-0.18,-3.7,-0.47,-9.38,-0.72,-25.12,69.08,222.92,142.56
,LT05,2007-01-26,0.74,14.78,-0.54,-10.74,8.56,-3.76,57.0,213.64,163.92
,LT05,2007-02-11,0.58,11.52,-0.48,-9.6,3.6,-3.52,51.8,218.6,164.16
,LT05,2007-02-27,-0.18,-3.7,-0.54,-10.74,-0.44,-3.72,47.96,222.64,163.96
,LT05,2011-01-12,0.4,8.04,-0.66,-13.22,3.92,-5.6,54.2,218.28,162.08
,LT05,2011-01-21,0.25,5.0,-0.48,-9.6,3.28,-3.56,51.52,218.92,164.12
,LC08,2013-09-23,0.7,13.92,-0.51,-10.28,8.24,-3.52,56.44,213.96,164.16
,LC08,2013-11-10,0.68,13.7,-0.47,-9.38,8.08,-3.36,56.12,214.12,164.32
,LC08,2013-11-17,0.17,3.48,-0.64,-12.76,2.88,-5.28,52.84,219.28,162.4
,LC08,2013-11-26,0.74,14.78,-0.55,-10.96,10.4,-3.88,58.96,211.68,163.8
,LC08,2013-12-03,0.2,3.92,-0.57,-11.42,3.0,-5.04,52.72,219.12,162.64
,LC08,2014-02-05,3.52,70.38,-0.57,-11.42,13.24,-4.8,62.72,208.88,162.88
,LC08,2014-03-25,0.68,13.7,-0.56,-11.18,7.76,-4.68,57.12,214.44,163.0
,LC08,2014-04-10,0.47,9.34,-0.56,-11.18,4.32,-4.68,53.68,217.72,163.0
,LC08,2014-09-01,0.87,17.4,-0.59,-11.86,13.0,-4.8,62.48,209.08,162.88
,LC08,2014-10-03,-0.38,-7.6,-0.58,-11.64,-1.56,-4.84,47.96,223.76,162.84
,LC08,2014-11-04,-0.51,-10.22,-0.57,-11.42,-2.16,-4.96,47.48,224.36,162.72
,LC08,2014-11-13,0.74,14.78,-0.52,-10.5,8.2,-3.6,56.48,214.0,164.08
,LC08,2014-12-06,-0.74,-14.78,-0.44,-8.7,-3.96,-4.36,45.08,226.16,163.32
,LC08,2014-12-22,-0.39,-7.82,-0.57,-11.42,-1.64,-4.8,47.84,223.84,162.88
,LC08,2014-12-31,-0.39,-7.82,-0.41,-8.24,-1.84,-3.36,46.2,224.04,164.32
,LC08,2015-01-23,0.82,16.3,-0.55,-10.96,9.72,-4.72,59.12,212.48,162.96
,LC08,2015-09-13,0.12,2.4,-0.21,-4.18,2.84,-2.28,49.8,219.36,165.4
,LC08,2015-09-20,0.82,16.3,-0.49,-9.84,9.72,-4.48,58.88,212.36,163.2
,LC08,2015-12-18,0.89,17.82,-0.38,-7.58,9.32,-3.0,57.0,212.88,164.68
,LC08,2016-01-03,0.89,17.82,-0.51,-10.28,9.4,-3.56,57.64,212.8,164.12
,LC08,2016-01-10,-0.52,-10.44,-0.52,-10.5,-2.24,-4.6,47.04,224.44,163.08
,LC08,2016-02-20,-0.48,-9.56,-0.22,-4.4,-2.24,-2.44,44.88,224.44,165.24
,LC08,2016-10-08,0.5,10.0,-0.28,-5.54,4.6,-3.72,53.0,217.6,163.96
,LC08,2016-11-09,0.17,3.48,-0.39,-7.8,2.92,-4.12,51.72,219.28,163.56
,LC08,2017-02-22,0.29,5.86,-0.31,-6.22,3.4,-2.76,50.84,218.8,164.92
,LC08,2017-03-01,0.63,12.6,-0.37,-7.34,5.32,-3.96,53.96,216.88,163.72
,LC08,2017-03-17,0.75,15.0,-0.32,-6.44,14.32,-3.76,62.76,207.8,163.92
,LC08,2017-04-02,0.68,13.7,-0.28,-5.54,8.76,-3.6,57.04,213.44,164.08
,LC08,2017-09-02,0.61,12.18,-0.28,-5.54,7.64,-2.52,54.84,214.48,165.16
,LC08,2017-09-18,-0.37,-7.4,-0.25,-5.08,-1.2,-2.48,45.96,223.4,165.2
,LC08,2017-10-11,3.52,70.38,-0.37,-7.34,16.56,-4.04,65.28,205.48,163.64
,LC08,2017-10-27,3.52,70.38,-0.49,-9.84,16.76,-4.48,65.92,205.44,163.2
,LC08,2017-11-05,-0.72,-14.34,-0.29,-5.76,-3.52,-2.92,44.08,225.72,164.76
,LC08,2017-11-12,0.7,13.92,-0.48,-9.6,5.52,-4.44,54.64,216.6,163.24
,LC08,2017-11-28,0.63,12.6,-0.44,-8.7,5.16,-4.2,54.04,217.04,163.48
,LC08,2018-02-25,0.37,7.4,-0.24,-4.86,3.96,-10.6,59.24,218.24,157.08
,LC08,2018-06-24,-0.77,-15.44,-0.18,-3.5,2.84,-9.92,57.44,219.36,157.76
,LC08,2018-09-05,0.75,15.0,-0.25,-5.08,8.36,-2.52,55.56,213.76,165.16
,LC08,2018-09-21,-0.09,-1.74,-0.28,-5.54,0.32,-2.64,47.64,221.72,165.04
