Unnamed: 0,sensor,date,IW_CDI,IW_shoreline_chg,EOV_CDI,EOV_shoreline_chg,IW_area_change (Ha),EOV_area_change (Ha),sand_area (Ha),water_area (Ha),vegetation_area (Ha)
0.0,LC08,2016-02-24,-0.26,-5.14,0.08,1.58,-0.64,0.68,37.16,53.72,395.04
,LC08,2016-11-15,0.32,6.42,-0.29,-5.72,1.08,-7.0,46.56,52.16,387.36
,LC08,2016-11-22,0.04,0.72,-0.29,-5.72,0.52,-3.64,42.64,52.72,390.72
,LC08,2017-04-15,-0.89,-17.86,-0.26,-5.14,-5.64,-21.04,53.88,58.76,373.32
,LC08,2018-03-10,0.38,7.62,0.07,1.42,1.92,0.64,39.76,51.32,395.0
,S2,2018-07-05,-0.64,-12.86,0.08,1.58,-2.2,0.76,35.52,55.44,395.12
,LC08,2018-07-23,0.92,18.34,0.15,3.0,6.72,0.44,44.76,46.44,394.8
,LC08,2018-08-24,0.33,6.66,0.13,2.58,1.56,0.4,39.64,51.68,394.76
,LC08,2018-09-09,0.12,2.38,0.06,1.28,0.76,-0.68,39.92,52.32,393.68
,LC08,2018-12-07,0.1,1.9,-0.44,-8.86,0.64,-4.6,43.72,52.6,389.76
,S2,2018-12-17,0.36,7.14,-0.47,-9.42,1.28,-6.2,45.96,51.96,388.16
,S2,2018-12-27,-0.79,-15.72,-0.36,-7.14,-3.76,-3.24,37.96,57.0,391.12
,S2,2018-12-29,0.05,0.96,-0.24,-4.72,0.24,-1.6,40.32,53.0,392.76
,S2,2019-01-21,0.75,15.0,-0.5,-10.0,3.44,-4.56,46.48,49.8,389.8
,S2,2019-01-26,-0.89,-17.86,-0.19,-3.86,-4.24,-1.64,35.88,57.48,392.72
,LC08,2019-02-16,0.77,15.48,0.06,1.14,5.16,0.28,43.36,48.08,394.64
,LC08,2019-02-25,-0.92,-18.34,0.19,3.72,-5.16,-9.12,42.44,58.4,385.24
,S2,2019-03-24,-0.74,-14.76,-0.23,-4.58,-2.68,-6.08,41.88,55.92,388.28
,S2,2019-04-26,0.02,0.48,-0.06,-1.14,0.08,-9.16,47.72,53.16,385.2
,S2,2019-05-13,0.31,6.2,0.05,1.0,1.12,0.4,39.2,52.12,394.76
,S2,2019-05-26,0.6,11.9,0.24,4.86,2.28,1.52,39.24,50.96,395.88
,S2,2019-06-20,-0.23,-4.52,0.13,2.58,-0.72,0.84,36.92,53.96,395.2
,S2,2019-07-30,0.77,15.48,-0.36,-7.14,3.16,-3.84,45.48,50.08,390.52
,S2,2019-08-19,-0.56,-11.2,-0.23,-4.58,-1.88,-4.96,41.56,55.12,389.4
,LC08,2019-08-27,0.62,12.38,-0.01,-0.28,3.0,-0.96,42.44,50.2,393.4
,S2,2019-08-31,0.31,6.2,-0.47,-9.42,1.08,-7.12,46.68,52.16,387.24
,S2,2019-09-18,-0.94,-18.8,-0.46,-9.28,-3.68,-10.56,45.36,56.92,383.8
,S2,2019-11-02,-0.88,-17.62,-0.41,-8.28,-3.44,-14.4,49.44,56.68,379.96
,S2,2020-09-04,0.87,17.38,-0.56,-11.14,3.84,-6.56,48.88,49.4,387.8
,S2,2020-09-07,0.42,8.34,-0.19,-3.72,1.4,-1.44,41.32,51.84,392.92
,S2,2020-09-12,0.94,18.8,-0.2,-4.0,5.76,-1.52,45.76,47.48,392.84
,LC08,2020-09-30,0.61,12.14,-0.21,-4.28,3.4,-6.16,48.04,49.76,388.2
,S2,2020-12-03,0.93,18.58,-0.43,-8.58,4.08,-5.28,47.84,49.16,389.08
,S2,2021-03-16,1.3,25.96,-0.17,-3.42,5.0,-2.08,45.56,48.24,392.28
,S2,2021-06-04,2.09,41.84,0.39,7.72,7.72,2.24,43.96,45.52,396.6
,S2,2021-08-15,-0.1,-1.9,-0.28,-5.58,-0.32,-9.76,47.92,53.56,384.6
,LC08,2021-09-10,-0.4,-8.1,0.08,1.58,-2.16,-0.72,37.04,55.4,393.64
