,date,normalised_IW_shoreline_position,normalised_EOV_shoreline_position,corrected_IW_shoreline_position,EOV_shoreline_chg
0,2016-02-24,0.0,0.0,12.06,1.58
1,2016-11-15,5.16,-7.3,17.22,-5.72
2,2016-11-22,-15.74,-7.3,-3.68,-5.72
3,2017-04-15,-10.72,-6.72,1.34,-5.14
4,2018-03-10,-14.44,-0.16,-2.38,1.42
5,2018-07-05,-8.52,0.0,3.54,1.58
6,2018-07-23,-11.72,1.42,0.34,3.0
7,2018-08-24,-25.8,1.0,-13.74,2.58
8,2018-09-09,-35.28,-0.3,-23.22,1.28
9,2018-12-07,-6.56,-10.44,5.5,-8.86
10,2018-12-17,-12.12,-11.0,-0.06,-9.42
11,2018-12-27,7.42,-8.72,19.48,-7.14
12,2018-12-29,-1.1,-6.3,10.96,-4.72
13,2019-01-21,-0.66,-11.58,11.4,-10.0
14,2019-01-26,-1.12,-5.44,10.94,-3.86
15,2019-02-16,-24.18,-0.44,-12.12,1.14
16,2019-02-25,-17.2,2.14,-5.14,3.72
17,2019-03-24,4.38,-6.16,16.44,-4.58
18,2019-04-26,2.82,-2.72,14.88,-1.14
19,2019-05-13,-7.86,-0.58,4.2,1.0
20,2019-05-26,10.64,3.28,22.7,4.86
21,2019-06-20,-6.58,1.0,5.48,2.58
22,2019-07-30,-24.98,-8.72,-12.92,-7.14
23,2019-08-19,-9.66,-6.16,2.4,-4.58
24,2019-08-27,-21.28,-1.86,-9.22,-0.28
25,2019-08-31,-18.26,-11.0,-6.2,-9.42
26,2019-09-18,-15.26,-10.86,-3.2,-9.28
27,2019-11-02,-2.08,-9.86,9.98,-8.28
28,2020-09-04,9.32,-12.72,21.38,-11.14
29,2020-09-07,16.28,-5.3,28.34,-3.72
30,2020-09-12,9.54,-5.58,21.6,-4.0
31,2020-09-30,-12.72,-5.86,-0.66,-4.28
32,2020-12-03,28.92,-10.16,40.98,-8.58
33,2021-03-16,35.5,-5.0,47.56,-3.42
34,2021-06-04,23.38,6.14,35.44,7.72
35,2021-08-15,8.44,-7.16,20.5,-5.58
36,2021-09-10,1.84,0.0,13.9,1.58
37,2021-12-16,5.26,-9.3,17.32,-7.72
38,2021-12-21,16.56,-3.44,28.62,-1.86
39,2022-01-25,0.18,-4.3,12.24,-2.72
40,2022-03-06,21.56,-10.16,33.62,-8.58
41,2022-03-08,10.46,-7.72,22.52,-6.14
42,2022-03-11,-18.14,-9.0,-6.08,-7.42
43,2022-04-10,-1.18,-6.58,10.88,-5.0
44,2022-04-30,4.02,-3.86,16.08,-2.28
45,2022-08-13,-7.52,1.28,4.54,2.86
46,2022-10-07,-19.34,1.56,-7.28,3.14
47,2022-10-17,-7.14,-1.44,4.92,0.14
48,2022-10-19,-0.92,3.56,11.14,5.14
49,2022-10-22,-11.74,-3.86,0.32,-2.28
50,2023-02-03,-8.84,0.14,3.22,1.72
51,2023-02-04,-2.86,-3.86,9.2,-2.28
52,2023-02-09,14.32,-7.44,26.38,-5.86
53,2023-03-15,-21.2,0.56,-9.14,2.14
54,2023-05-07,0.8,7.14,12.86,8.72
55,2023-12-16,29.46,-10.86,41.52,-9.28
56,2023-12-20,1.92,-8.44,13.98,-6.86
57,2024-02-04,-0.12,-5.16,11.94,-3.58
58,2024-02-14,33.2,-3.0,45.26,-1.42
59,2024-03-01,18.86,6.0,30.92,7.58
60,2024-04-02,0.54,5.28,12.6,6.86
61,2024-09-09,16.28,-7.16,28.34,-5.58
62,2024-09-21,21.52,-2.0,33.58,-0.42
